"examCode","Category","Term","Definition"
"DVA-C02","Development with AWS Services","SNS + SQS Fan-Out Pattern","Publishing a message to an SNS topic that delivers copies to multiple SQS queues — enabling parallel, independent processing of the same event by different consumers with guaranteed delivery and decoupling."
"DVA-C02","Development with AWS Services","Amazon Kinesis Data Streams","A real-time data streaming service — producers send records with partition keys to shards (1 MB/s in, 2 MB/s out per shard), consumers process data in order per shard, with 24-hour to 365-day retention."
"DVA-C02","Development with AWS Services","AWS Step Functions","A serverless orchestration service using state machines to coordinate Lambda functions and AWS services — supporting sequential, parallel, branching, error handling, retry, and wait states with visual workflow monitoring."
"DVA-C02","Development with AWS Services","Step Functions - Standard vs Express","Standard workflows run up to 1 year with exactly-once execution and full history (for long-running). Express workflows run up to 5 minutes with at-least-once execution at high volume (for event processing, streaming)."
"DVA-C02","Development with AWS Services","Amazon EventBridge","A serverless event bus for building event-driven architectures — routing events from AWS services, SaaS apps, and custom sources to targets based on rules and patterns, with schema registry and archive/replay capabilities."
"DVA-C02","Development with AWS Services","Amazon ElastiCache","A managed in-memory caching service supporting Redis and Memcached — reducing database load and improving response times for read-heavy workloads, session stores, leaderboards, and real-time analytics."
"DVA-C02","Development with AWS Services","ElastiCache - Redis vs Memcached","Redis: data persistence, replication, pub/sub, Lua scripting, sorted sets, Multi-AZ with auto-failover. Memcached: multi-threaded, simple key-value, no persistence, horizontal scaling via sharding — choose Redis for most use cases."
"DVA-C02","Development with AWS Services","Caching Strategies","Lazy Loading (cache-aside): load data into cache only on cache miss — stale data possible but resilient. Write-Through: write to cache and DB simultaneously — never stale but write penalty. TTL: set expiration to balance freshness and performance."
"DVA-C02","Security","AWS IAM (Identity and Access Management)","The service controlling who (authentication) can do what (authorization) in AWS — using users, groups, roles, and JSON policies with Effect/Action/Resource/Condition to enforce least-privilege access."
"DVA-C02","Security","IAM Policies","JSON documents defining permissions — Identity-based (attached to users/groups/roles), Resource-based (attached to resources like S3 buckets), and Permission boundaries (maximum permissions limit). Evaluated as: explicit Deny > explicit Allow > implicit Deny."
"DVA-C02","Security","IAM Roles","Temporary credential sets assumed by AWS services, applications, or users — no long-term credentials, automatically rotated by STS. Used for EC2 instance profiles, Lambda execution roles, cross-account access, and federation."
"DVA-C02","Security","AWS STS (Security Token Service)","A service that provides temporary, limited-privilege credentials — AssumeRole (cross-account), AssumeRoleWithSAML (enterprise SSO), AssumeRoleWithWebIdentity (social/OIDC login), GetSessionToken (MFA-protected API access)."
"DVA-C02","Security","Amazon Cognito User Pools","A managed user directory for application sign-up/sign-in — providing username/password authentication, MFA, social identity federation (Google, Facebook, Apple), SAML/OIDC enterprise federation, and JWT token issuance."
"DVA-C02","Security","Amazon Cognito Identity Pools","A service that provides temporary AWS credentials to authenticated and guest users — mapping Cognito User Pool tokens, social logins, or SAML assertions to IAM roles for direct access to AWS services (S3, DynamoDB)."
"DVA-C02","Security","Cognito User Pools vs Identity Pools","User Pools handle authentication (who are you?) and return JWTs for API access. Identity Pools handle authorization (what can you access?) and return temporary AWS credentials. Often used together: User Pool authenticates → Identity Pool authorizes."
"DVA-C02","Security","API Gateway - Authorization Methods","IAM authorization (SigV4 signing), Lambda authorizers (custom token/request validation returning IAM policies), Cognito User Pool authorizers (JWT validation), and API keys (for usage plans, not security) — choose based on client type and requirements."
"DVA-C02","Security","Lambda Authorizer (Custom Authorizer)","A Lambda function that API Gateway invokes to validate bearer tokens or request parameters — returning an IAM policy that determines access. Supports token-based (JWT/OAuth) and request-based (headers, query strings) authorization with result caching."
"DVA-C02","Security","AWS KMS (Key Management Service)","A managed service for creating and controlling encryption keys — symmetric (AES-256) and asymmetric (RSA, ECC) keys with key policies, automatic rotation, and CloudTrail audit logging of all key usage."
"DVA-C02","Security","KMS - Envelope Encryption","A two-tier encryption pattern — KMS generates a data key, the data key encrypts your data (client-side), and KMS encrypts the data key with a CMK. Only the encrypted data key is stored alongside the ciphertext, enabling encryption of data larger than 4 KB."
"DVA-C02","Security","KMS - Key Policies","Resource-based policies attached to KMS keys that define who can use and manage the key — the primary access control mechanism for KMS keys, required even when IAM policies grant access (both must allow)."
"DVA-C02","Security","AWS Secrets Manager","A service that stores, rotates, and retrieves secrets (database credentials, API keys, tokens) — with automatic rotation via Lambda, cross-account access, and SDK integration for runtime secret retrieval without hardcoding."
"DVA-C02","Security","AWS Systems Manager Parameter Store","A hierarchical key-value store for configuration data and secrets — supporting String, StringList, and SecureString (KMS-encrypted) types. Free tier available, integrated with IAM, CloudFormation, and Lambda for configuration management."
"DVA-C02","Security","Secrets Manager vs Parameter Store","Secrets Manager: built-in rotation, higher cost, designed for secrets. Parameter Store: free tier, hierarchical organization, no built-in rotation (use Lambda), supports both config and secrets — choose Secrets Manager when automatic rotation is required."
"DVA-C02","Security","S3 Encryption","Server-side: SSE-S3 (Amazon-managed keys, default), SSE-KMS (KMS keys with audit trail and separate permissions), SSE-C (customer-provided keys). Client-side: encrypt before upload. Enforce with bucket policies requiring encryption headers."
"DVA-C02","Security","S3 Bucket Policies","Resource-based JSON policies controlling bucket and object access — supporting conditions like IP restrictions, VPC endpoint restrictions, MFA requirements, encryption enforcement, and cross-account access grants."
"DVA-C02","Security","CORS (Cross-Origin Resource Sharing)","A browser security mechanism that controls which domains can access resources from another domain — configured on S3 buckets and API Gateway to allow web applications hosted on one domain to call APIs or access assets on another."
"DVA-C02","Security","AWS Certificate Manager (ACM)","A service that provisions and manages SSL/TLS certificates — free public certificates that auto-renew, integrated with ALB, CloudFront, and API Gateway for HTTPS encryption without manual certificate management."
"DVA-C02","Security","AWS WAF (Web Application Firewall)","A Layer 7 firewall protecting web applications — attached to CloudFront, ALB, or API Gateway with rules for SQL injection, XSS, rate limiting, IP blocking, geo-blocking, and AWS Managed Rules for common threats."
"DVA-C02","Deployment","AWS Elastic Beanstalk","A PaaS that deploys and manages web applications — handling capacity provisioning, load balancing, auto-scaling, and health monitoring while you upload code. Supports Docker, Java, .NET, Node.js, Python, Ruby, Go, and PHP."
"DVA-C02","Deployment","Elastic Beanstalk - Deployment Policies","All at once (fastest, downtime), Rolling (batches, reduced capacity), Rolling with additional batch (maintains capacity), Immutable (new ASG, safest), Traffic splitting (canary testing) — choose based on speed vs. safety tradeoffs."
"DVA-C02","Deployment","Elastic Beanstalk - .ebextensions","YAML/JSON configuration files in a .ebextensions/ folder that customize Beanstalk environments — installing packages, creating files, configuring services, setting environment properties, and defining custom resources."
"DVA-C02","Deployment","AWS CloudFormation","An IaC service that provisions AWS resources using declarative JSON/YAML templates — defining resources, parameters, mappings, conditions, outputs, and dependencies for repeatable, version-controlled infrastructure deployment."
"DVA-C02","Deployment","CloudFormation - Intrinsic Functions","Built-in functions for dynamic template values — Ref (reference resources/parameters), Fn::GetAtt (get resource attributes), Fn::Join (concatenate strings), Fn::Sub (substitute variables), Fn::Select, Fn::If, and Fn::ImportValue."
"DVA-C02","Deployment","CloudFormation - Rollback","Automatic rollback to the previous state when stack creation or update fails — all resources are deleted (creation) or reverted (update) to maintain consistency. Can be disabled for debugging failed deployments."
"DVA-C02","Deployment","CloudFormation - Change Sets","A preview of proposed changes before executing a stack update — showing which resources will be added, modified, or replaced, enabling review and approval before applying potentially disruptive infrastructure changes."
"DVA-C02","Deployment","CloudFormation - Nested Stacks","Stacks created as resources within other stacks — enabling reuse of common template patterns (VPC, ALB, security groups) across multiple parent stacks, with lifecycle managed by the parent stack."
"DVA-C02","Deployment","AWS SAM (Serverless Application Model)","An extension of CloudFormation that simplifies serverless application deployment — providing shorthand syntax for Lambda functions, API Gateway APIs, DynamoDB tables, and Step Functions with local testing via SAM CLI."
"DVA-C02","Deployment","SAM CLI","A command-line tool for building, testing, and deploying SAM applications locally — sam init (scaffold), sam build (compile), sam local invoke (test Lambda), sam local start-api (test API Gateway), and sam deploy (deploy to AWS)."
"DVA-C02","Deployment","AWS CDK (Cloud Development Kit)","An IaC framework that defines cloud infrastructure using programming languages (TypeScript, Python, Java, C#, Go) — synthesizing to CloudFormation templates, with constructs (L1, L2, L3) for reusable infrastructure patterns."
"DVA-C02","Deployment","AWS CodeCommit","A fully managed Git-based source control service — hosting private repositories with encryption at rest and in transit, IAM-based access control, and integration with CodePipeline for CI/CD workflows."
"DVA-C02","Deployment","AWS CodeBuild","A fully managed continuous integration service that compiles code, runs tests, and produces deployable artifacts — using buildspec.yml to define build phases (install, pre_build, build, post_build) in Docker containers."
"DVA-C02","Deployment","CodeBuild - buildspec.yml","A YAML file defining build commands and settings — specifying runtime versions, environment variables (plaintext and Secrets Manager/Parameter Store references), build phases, artifacts output, and cache configuration."
"DVA-C02","Deployment","AWS CodeDeploy","A managed deployment service for EC2, on-premises, Lambda, and ECS — supporting in-place (rolling) and blue/green deployments with automatic rollback, deployment groups, lifecycle hooks, and appspec.yml configuration."
"DVA-C02","Deployment","CodeDeploy - appspec.yml","A YAML file defining deployment instructions — for EC2: file mappings and lifecycle hook scripts (BeforeInstall, AfterInstall, ApplicationStart, ValidateService). For Lambda: function version and traffic shifting configuration."
"DVA-C02","Deployment","AWS CodePipeline","A fully managed CI/CD orchestration service — defining stages (Source, Build, Test, Deploy) with actions that connect CodeCommit, CodeBuild, CodeDeploy, CloudFormation, and third-party tools into automated release pipelines."
"DVA-C02","Deployment","Blue/Green Deployment","A deployment strategy that runs two identical environments — Blue (current) and Green (new). Traffic is switched from Blue to Green after validation, enabling instant rollback by switching back. Supported by CodeDeploy, Elastic Beanstalk, and Route 53."
"DVA-C02","Deployment","Canary Deployment","A deployment strategy that routes a small percentage of traffic to the new version first — monitoring for errors before gradually shifting all traffic. Lambda aliases support 10%/90% weighted routing; CodeDeploy supports canary configurations."
"DVA-C02","Deployment","Amazon ECR (Elastic Container Registry)","A fully managed Docker container registry for storing, managing, and deploying container images — with image scanning for vulnerabilities, lifecycle policies for cleanup, cross-region/cross-account replication, and IAM-based access control."
"DVA-C02","Deployment","Amazon ECS (Elastic Container Service)","A fully managed container orchestration service — running Docker containers on EC2 instances or Fargate (serverless), with task definitions, services, load balancer integration, and auto-scaling."
"DVA-C02","Deployment","ECS - Task Definitions","JSON blueprints for running containers in ECS — specifying Docker image, CPU/memory, port mappings, environment variables, IAM task role, log configuration, and volumes. Each revision is immutable and versioned."
"DVA-C02","Deployment","ECS - Fargate vs EC2 Launch Type","Fargate: serverless, no EC2 management, pay per task, automatic scaling. EC2: you manage instances, more control over infrastructure, can use Spot/Reserved instances for cost savings — choose Fargate for simplicity, EC2 for control."
"DVA-C02","Troubleshooting and Optimization","Amazon CloudWatch Logs","A service that collects, stores, and analyzes log data from Lambda, EC2, ECS, API Gateway, and other sources — with log groups, log streams, metric filters, subscription filters, and Logs Insights for querying."
"DVA-C02","Troubleshooting and Optimization","CloudWatch Metrics","Time-series data points published by AWS services and custom applications — standard metrics (5-minute intervals, free) and detailed monitoring (1-minute, paid). Custom metrics via PutMetricData API with dimensions for filtering."
"DVA-C02","Troubleshooting and Optimization","CloudWatch Alarms","Automated alerts based on metric thresholds — states: OK, ALARM, INSUFFICIENT_DATA. Actions: SNS notifications, Auto Scaling, EC2 actions. Composite alarms combine multiple alarms with AND/OR logic."
"DVA-C02","Troubleshooting and Optimization","AWS X-Ray","A distributed tracing service that analyzes and debugs microservices — visualizing request flow through services (service map), identifying bottlenecks, and tracking errors across Lambda, API Gateway, ECS, EC2, and Elastic Beanstalk."
"DVA-C02","Troubleshooting and Optimization","X-Ray - Segments and Subsegments","Segments represent a service processing a request (name, ID, timing, HTTP data). Subsegments provide granular detail within a segment (downstream calls, SQL queries, custom annotations). Together they form a complete trace."
"DVA-C02","Troubleshooting and Optimization","X-Ray - Sampling Rules","Rules that control which requests are traced to reduce cost — default: 1 request/second + 5% of additional requests. Custom rules can target specific paths, methods, or services with different rates."
"DVA-C02","Troubleshooting and Optimization","X-Ray - Annotations vs Metadata","Annotations are indexed key-value pairs (string, number, boolean) used for filtering traces in the console. Metadata is non-indexed key-value data (any type) for storing additional information without search capability."
"DVA-C02","Troubleshooting and Optimization","X-Ray Daemon","A background process that collects trace data from the X-Ray SDK and sends it to the X-Ray API — runs on EC2, ECS (sidecar container), or Elastic Beanstalk (auto-installed). Lambda has X-Ray built-in (enable Active Tracing)."
"DVA-C02","Troubleshooting and Optimization","AWS CloudTrail","A governance service that logs all API calls in your AWS account — recording who made the call, when, from where (IP), and what was requested. Essential for security auditing, compliance, and troubleshooting permission issues."
"DVA-C02","Troubleshooting and Optimization","Lambda Troubleshooting","Common issues: timeout (max 15 min, check downstream services), out of memory (increase memory setting), permission denied (check execution role), throttling (check concurrency limits), and cold starts (use Provisioned Concurrency)."
"DVA-C02","Troubleshooting and Optimization","API Gateway - 4xx and 5xx Errors","4xx client errors: 400 (bad request), 403 (forbidden/WAF), 429 (throttled). 5xx server errors: 502 (bad gateway/Lambda error), 503 (service unavailable), 504 (integration timeout, 29-second limit). Check CloudWatch logs for details."
"DVA-C02","Troubleshooting and Optimization","DynamoDB - Throttling","ProvisionedThroughputExceededException when RCU/WCU limits are exceeded — caused by hot partitions, large items, or burst traffic. Solutions: exponential backoff, DAX caching, on-demand capacity, better partition key design."
"DVA-C02","Troubleshooting and Optimization","S3 Performance Optimization","Multi-part upload for large files, S3 Transfer Acceleration for distant uploads, byte-range fetches for parallel downloads, CloudFront for read caching, and prefix-based parallelism (3,500 PUT/5,500 GET per prefix per second)."
"DVA-C02","Troubleshooting and Optimization","SQS - Troubleshooting","Messages not being deleted (check VisibilityTimeout vs processing time), duplicate processing (use FIFO or idempotency), messages going to DLQ (check maxReceiveCount and consumer errors), and empty receives (enable long polling)."
"DVA-C02","Troubleshooting and Optimization","Exponential Backoff and Jitter","A retry strategy where wait time doubles with each retry attempt plus random jitter — preventing thundering herd problems when many clients retry simultaneously. Built into AWS SDKs for throttled API calls."
"DVA-C02","Troubleshooting and Optimization","AWS Trusted Advisor","A service that inspects your AWS environment and provides recommendations across five categories — cost optimization, performance, security, fault tolerance, and service limits — helping optimize your AWS infrastructure."
"DVA-C02","Troubleshooting and Optimization","Lambda Power Tuning","An open-source tool that runs your Lambda function at different memory configurations to find the optimal balance of cost and performance — since Lambda CPU scales proportionally with memory allocation."
"DVA-C02","Troubleshooting and Optimization","Amazon CloudWatch Contributor Insights","A feature that analyzes log data to identify top contributors — finding the most active IP addresses, URLs, or DynamoDB partition keys causing throttling, enabling targeted optimization of hot spots."
