"examCode","Category","Term","Definition"
"AIP-C01","Fundamentals of Generative AI","System Prompt","A special instruction set provided to the model that defines its persona, behavior boundaries, tone, and constraints — persisting across the entire conversation to guide all responses."
"AIP-C01","Fundamentals of Generative AI","Temperature","A parameter (0.0–1.0) that controls the randomness/creativity of model outputs — lower values produce more deterministic, focused responses; higher values produce more diverse, creative outputs."
"AIP-C01","Fundamentals of Generative AI","Top-P (Nucleus Sampling)","A parameter that controls output diversity by limiting token selection to the smallest set of tokens whose cumulative probability exceeds the threshold P — an alternative to temperature for controlling randomness."
"AIP-C01","Fundamentals of Generative AI","Hallucination","When a generative AI model produces confident-sounding but factually incorrect, fabricated, or nonsensical information that is not grounded in its training data or provided context."
"AIP-C01","Fundamentals of Generative AI","Retrieval-Augmented Generation (RAG)","A technique that enhances LLM responses by first retrieving relevant information from external knowledge sources (databases, documents) and including it in the prompt context — reducing hallucinations and providing up-to-date information."
"AIP-C01","Fundamentals of Generative AI","Grounding","The process of connecting a generative AI model's outputs to verifiable, factual sources of information — RAG is the primary technique for grounding, reducing hallucinations by anchoring responses in retrieved data."
"AIP-C01","Fundamentals of Generative AI","Vector Database","A specialized database optimized for storing and querying high-dimensional vector embeddings, enabling fast similarity search — essential for RAG implementations to find relevant documents for context."
"AIP-C01","Fundamentals of Generative AI","Chunking","The process of breaking large documents into smaller, semantically meaningful segments before creating embeddings — chunk size and overlap strategy significantly impact RAG retrieval quality."
"AIP-C01","Fundamentals of Generative AI","Model Evaluation Metrics","Quantitative measures used to assess generative AI model quality — including ROUGE (summarization), BLEU (translation), perplexity (language modeling), and human evaluation for subjective quality."
"AIP-C01","Fundamentals of Generative AI","ROUGE Score","Recall-Oriented Understudy for Gisting Evaluation — a metric that measures the overlap between generated text and reference text, commonly used to evaluate summarization quality."
"AIP-C01","Fundamentals of Generative AI","BLEU Score","Bilingual Evaluation Understudy — a metric that measures the precision of n-gram overlap between generated text and reference translations, commonly used to evaluate machine translation quality."
"AIP-C01","Fundamentals of Generative AI","BERTScore","An evaluation metric that uses BERT embeddings to compute semantic similarity between generated and reference text — capturing meaning rather than just word overlap, unlike ROUGE and BLEU."
"AIP-C01","Fundamentals of Generative AI","Perplexity","A metric measuring how well a language model predicts a sample of text — lower perplexity indicates the model is more confident and accurate in its predictions."
"AIP-C01","Fundamentals of Generative AI","Latency (Inference)","The time between sending a request to an AI model and receiving the response — critical for real-time applications and influenced by model size, hardware, and optimization techniques."
"AIP-C01","Fundamentals of Generative AI","Tokens Per Second (TPS)","A throughput metric measuring how many tokens a model can generate per second during inference — higher TPS means faster response generation for end users."
"AIP-C01","Applications of Foundation Models","Amazon Bedrock","A fully managed AWS service that provides access to foundation models from Amazon (Titan), Anthropic (Claude), Meta (Llama), Mistral, Cohere, and others through a single API — with built-in security, privacy, and responsible AI features."
"AIP-C01","Applications of Foundation Models","Amazon Bedrock Knowledge Bases","A fully managed RAG capability in Bedrock that automatically ingests, chunks, embeds, and indexes documents from S3 into a vector store, enabling foundation models to query enterprise data for grounded responses."
"AIP-C01","Applications of Foundation Models","Amazon Bedrock Agents","A Bedrock feature that enables foundation models to autonomously execute multi-step tasks by breaking down user requests, calling APIs, querying knowledge bases, and taking actions — orchestrated through a reasoning loop."
"AIP-C01","Applications of Foundation Models","Amazon Bedrock Guardrails","A Bedrock feature that implements configurable safeguards for generative AI applications — filtering harmful content, blocking denied topics, redacting PII, grounding checks, and enforcing content policies across any foundation model."
"AIP-C01","Applications of Foundation Models","Amazon Bedrock Model Evaluation","A Bedrock feature that enables automatic and human-based evaluation of foundation models using built-in metrics (accuracy, robustness, toxicity) and custom evaluation datasets to select the best model for your use case."
"AIP-C01","Applications of Foundation Models","Amazon Bedrock Custom Models","The ability to fine-tune or continue pre-training foundation models in Bedrock with your own data — creating specialized models that perform better on domain-specific tasks while keeping your data private."
"AIP-C01","Applications of Foundation Models","Amazon Titan Models","Amazon's family of foundation models available in Bedrock — including Titan Text (language), Titan Embeddings (vector representations), Titan Image Generator, and Titan Multimodal Embeddings."
"AIP-C01","Applications of Foundation Models","Amazon Q Business","An AI-powered assistant that connects to enterprise data sources (S3, SharePoint, Confluence, Salesforce, etc.) to answer questions, summarize documents, and generate content based on an organization's internal knowledge."
"AIP-C01","Applications of Foundation Models","Amazon Q Developer","An AI-powered coding assistant that generates code, explains code, transforms code between languages, scans for security vulnerabilities, and optimizes AWS resource configurations — integrated into IDEs and the AWS Console."
"AIP-C01","Applications of Foundation Models","Amazon SageMaker","A fully managed ML platform for building, training, and deploying machine learning models at scale — providing notebooks, built-in algorithms, distributed training, model hosting, and MLOps capabilities."
"AIP-C01","Applications of Foundation Models","Amazon SageMaker JumpStart","A SageMaker feature providing pre-trained foundation models (Llama, Falcon, Stable Diffusion) that can be deployed with one click or fine-tuned on custom data — an alternative to Bedrock for self-managed model hosting."
"AIP-C01","Applications of Foundation Models","Amazon Comprehend","An NLP service that uses ML to extract insights from text — sentiment analysis, entity recognition, key phrase extraction, language detection, topic modeling, and PII detection."
"AIP-C01","Applications of Foundation Models","Amazon Transcribe","An automatic speech recognition (ASR) service that converts speech to text — supporting real-time and batch transcription, custom vocabularies, speaker identification, and content redaction."
"AIP-C01","Applications of Foundation Models","Amazon Polly","A text-to-speech service that converts text into lifelike speech using deep learning — supporting multiple languages, voices, SSML customization, and Neural TTS for natural-sounding output."
"AIP-C01","Applications of Foundation Models","Amazon Rekognition","A computer vision service that analyzes images and videos — detecting objects, faces, text, scenes, activities, inappropriate content, and custom labels trained on your own images."
"AIP-C01","Applications of Foundation Models","Amazon Textract","A document analysis service that extracts text, handwriting, tables, and forms from scanned documents using ML — going beyond simple OCR to understand document structure and relationships."
"AIP-C01","Applications of Foundation Models","Amazon Translate","A neural machine translation service that delivers fast, high-quality language translation — supporting 75+ languages with custom terminology, formality settings, and real-time/batch translation."
"AIP-C01","Applications of Foundation Models","Amazon Lex","A conversational AI service for building chatbots and voice bots with automatic speech recognition (ASR) and natural language understanding (NLU) — the same technology that powers Alexa."
"AIP-C01","Applications of Foundation Models","Amazon Personalize","A real-time personalization and recommendation service that uses ML to deliver individualized product recommendations, search results, and content — without requiring ML expertise."
"AIP-C01","Applications of Foundation Models","Amazon Kendra","An intelligent enterprise search service powered by ML that provides natural language search across multiple data sources — understanding context and intent to return precise answers rather than keyword matches."
"AIP-C01","Applications of Foundation Models","AWS PartyRock","A free, no-code playground for building generative AI applications powered by Amazon Bedrock — designed for experimentation and learning without needing an AWS account."
"AIP-C01","Guidelines for Responsible AI","Responsible AI","The practice of designing, developing, and deploying AI systems that are fair, transparent, accountable, safe, and privacy-preserving — ensuring AI benefits society while minimizing potential harms."
"AIP-C01","Guidelines for Responsible AI","Bias in AI","Systematic errors in AI model outputs that unfairly favor or disadvantage certain groups — originating from biased training data, biased labeling, or biased model design choices."
"AIP-C01","Guidelines for Responsible AI","Fairness in AI","The principle that AI systems should treat all individuals and groups equitably, producing consistent outcomes regardless of protected characteristics like race, gender, age, or disability."
"AIP-C01","Guidelines for Responsible AI","Transparency in AI","The principle that AI systems should be understandable and explainable — users should know when they are interacting with AI, how decisions are made, and what data was used."
"AIP-C01","Guidelines for Responsible AI","Explainability (XAI)","The ability to understand and interpret how an AI model arrives at its predictions or decisions — critical for building trust, debugging models, and meeting regulatory requirements."
"AIP-C01","Guidelines for Responsible AI","Toxicity Detection","The ability to identify and filter harmful, offensive, hateful, or inappropriate content generated by AI models — a key component of responsible AI guardrails."
"AIP-C01","Guidelines for Responsible AI","PII Detection and Redaction","The ability to automatically identify and remove or mask personally identifiable information (names, SSNs, addresses, phone numbers) from AI model inputs and outputs to protect privacy."
"AIP-C01","Guidelines for Responsible AI","Content Filtering","The process of screening AI model inputs and outputs against defined policies to block harmful, inappropriate, or off-topic content — implemented through services like Amazon Bedrock Guardrails."
"AIP-C01","Guidelines for Responsible AI","Human-in-the-Loop (HITL)","A design pattern where human reviewers validate, correct, or approve AI model outputs before they are acted upon — essential for high-stakes decisions in healthcare, finance, and legal domains."
"AIP-C01","Guidelines for Responsible AI","Model Card","A documentation framework that describes a model's intended use, training data, performance metrics, limitations, ethical considerations, and bias evaluation — promoting transparency and informed usage."
"AIP-C01","Guidelines for Responsible AI","Data Governance for AI","The policies, processes, and standards for managing data used in AI systems — including data quality, lineage, access controls, consent, retention, and compliance with regulations like GDPR."
"AIP-C01","Guidelines for Responsible AI","Intellectual Property (IP) Concerns in GenAI","Legal and ethical considerations around AI-generated content — including copyright of training data, ownership of generated outputs, and potential for models to reproduce copyrighted material."
"AIP-C01","Guidelines for Responsible AI","Amazon Bedrock Guardrails - Denied Topics","A Guardrails feature that blocks the model from engaging with specific topics you define (e.g., competitor advice, investment recommendations, medical diagnoses) — returning a predefined safe response instead."
"AIP-C01","Guidelines for Responsible AI","Amazon Bedrock Guardrails - Content Filters","A Guardrails feature that filters model inputs and outputs across categories (hate, insults, sexual, violence, misconduct) with configurable strength levels (none, low, medium, high)."
"AIP-C01","Guidelines for Responsible AI","Amazon Bedrock Guardrails - Word Filters","A Guardrails feature that blocks specific words, phrases, or profanity from appearing in model inputs or outputs — providing fine-grained control over language used in AI interactions."
"AIP-C01","Guidelines for Responsible AI","Amazon Bedrock Guardrails - Sensitive Information Filters","A Guardrails feature that detects and redacts PII (names, emails, SSNs, credit cards) and custom regex patterns from model inputs and outputs to protect user privacy."
"AIP-C01","Guidelines for Responsible AI","Amazon Bedrock Guardrails - Contextual Grounding Check","A Guardrails feature that evaluates whether model responses are grounded in the provided source material (RAG context) — detecting and filtering hallucinated content that is not supported by the retrieved documents."
"AIP-C01","Guidelines for Responsible AI","AWS AI Service Cards","AWS documentation that provides transparency about AWS AI services — describing intended use cases, design choices, best practices, performance across conditions, and limitations for each AI service."
"AIP-C01","Security, Compliance, and Governance for AI","Data Privacy in AI","The protection of personal and sensitive data used in AI systems — ensuring data is collected with consent, processed lawfully, stored securely, and not exposed through model outputs or training data memorization."
"AIP-C01","Security, Compliance, and Governance for AI","Model Access Control","Restricting who can invoke, fine-tune, or manage foundation models using IAM policies, resource-based policies, and VPC endpoints — ensuring only authorized users and applications interact with AI models."
"AIP-C01","Security, Compliance, and Governance for AI","Amazon Bedrock - Data Privacy","Bedrock does not use customer inputs or outputs to train or improve base foundation models. Customer data is encrypted in transit and at rest, and can be isolated using VPC endpoints and AWS PrivateLink."
"AIP-C01","Security, Compliance, and Governance for AI","Amazon Bedrock - VPC Endpoint","A PrivateLink-powered endpoint that allows applications in a VPC to invoke Bedrock models without traffic traversing the public internet — keeping all AI inference traffic within the AWS private network."
"AIP-C01","Security, Compliance, and Governance for AI","Amazon Bedrock - Model Invocation Logging","A Bedrock feature that logs all model input prompts and output responses to S3 and/or CloudWatch Logs — providing a complete audit trail for compliance, debugging, and responsible AI monitoring."
"AIP-C01","Security, Compliance, and Governance for AI","Amazon Bedrock - Encryption","Bedrock encrypts all data at rest using AWS KMS (customer-managed or AWS-managed keys) and in transit using TLS 1.2+ — including custom model training data, fine-tuned model artifacts, and knowledge base contents."
"AIP-C01","Security, Compliance, and Governance for AI","IAM Policies for Bedrock","Fine-grained IAM policies that control access to specific Bedrock actions (InvokeModel, CreateModelCustomizationJob, CreateKnowledgeBase) and specific model IDs — implementing least-privilege access for AI workloads."
"AIP-C01","Security, Compliance, and Governance for AI","AWS CloudTrail for AI","CloudTrail logs all Bedrock and SageMaker API calls — including who invoked which model, when, from what IP, and with what parameters — providing the audit trail required for AI governance and compliance."
"AIP-C01","Security, Compliance, and Governance for AI","Prompt Injection Attack","A security threat where malicious users craft inputs designed to override the model's system prompt or instructions — potentially causing the model to ignore safety guardrails, leak system prompts, or perform unintended actions."
"AIP-C01","Security, Compliance, and Governance for AI","Model Poisoning","An attack where adversaries intentionally corrupt training data to manipulate a model's behavior — causing it to produce incorrect outputs, create backdoors, or exhibit biased behavior on specific inputs."
"AIP-C01","Security, Compliance, and Governance for AI","Data Leakage in AI","The risk that sensitive training data (PII, trade secrets, proprietary information) could be memorized by the model and inadvertently exposed in generated outputs — mitigated through data sanitization and guardrails."
"AIP-C01","Security, Compliance, and Governance for AI","Compliance Frameworks for AI","Regulatory and industry standards applicable to AI systems — including GDPR (data protection), HIPAA (healthcare), SOC 2 (security controls), ISO 42001 (AI management), and the EU AI Act (risk-based AI regulation)."
"AIP-C01","Security, Compliance, and Governance for AI","EU AI Act","European Union regulation that classifies AI systems by risk level (unacceptable, high, limited, minimal) and imposes requirements proportional to risk — including transparency obligations, conformity assessments, and prohibited practices."
"AIP-C01","Security, Compliance, and Governance for AI","AWS Shared Responsibility Model for AI","AWS secures the underlying infrastructure (compute, storage, networking) and managed AI services, while customers are responsible for their data, model configurations, access controls, prompt design, and output validation."
"AIP-C01","Security, Compliance, and Governance for AI","Cost Management for AI","Strategies for optimizing AI/ML costs — including choosing the right model size for the task, using provisioned throughput for predictable workloads, caching frequent responses, and monitoring token usage with AWS Cost Explorer."
"AIP-C01","Security, Compliance, and Governance for AI","Amazon Bedrock Provisioned Throughput","A pricing option that reserves dedicated model inference capacity measured in Model Units — providing consistent performance and predictable costs for production workloads with steady traffic patterns."
"AIP-C01","Security, Compliance, and Governance for AI","On-Demand vs Provisioned Pricing (Bedrock)","On-demand pricing charges per input/output token with no commitment (best for variable workloads), while provisioned throughput reserves capacity for a fixed hourly rate (best for steady, high-volume production workloads)."
"AIP-C01","Security, Compliance, and Governance for AI","Model Selection Criteria","Factors for choosing the right foundation model — including task requirements, accuracy, latency, cost per token, context window size, language support, licensing terms, and responsible AI capabilities."
"AIP-C01","Security, Compliance, and Governance for AI","MLOps for Generative AI","The practices and tools for operationalizing generative AI — including model versioning, A/B testing, monitoring for drift and quality degradation, automated evaluation pipelines, and rollback capabilities."
"AIP-C01","Security, Compliance, and Governance for AI","Amazon SageMaker Model Monitor","A SageMaker feature that continuously monitors deployed ML models for data quality drift, model quality drift, bias drift, and feature attribution drift — alerting when model performance degrades."
