"examCode","Category","Term","Definition"
"SAA-C03","Design Secure Architectures","Security Groups vs NACLs","Security Groups: stateful, instance-level, allow only, all rules evaluated. NACLs: stateless, subnet-level, allow+deny, rules evaluated in order. Best practice: use Security Groups as primary defense, NACLs as additional subnet-level protection layer."
"SAA-C03","Design Secure Architectures","VPC Endpoints","Private connections from VPC to AWS services without internet — Gateway endpoints (S3, DynamoDB, free, route table entry) and Interface endpoints (most other services, powered by PrivateLink, ENI in subnet, security group controlled, per-hour + per-GB cost)."
"SAA-C03","Design Secure Architectures","AWS PrivateLink","A technology for private connectivity between VPCs and services — traffic stays on the AWS network, never traversing the internet. Used for accessing AWS services, your own services, and third-party SaaS via interface VPC endpoints."
"SAA-C03","Design Secure Architectures","S3 Encryption","Server-side: SSE-S3 (Amazon-managed, default, AES-256), SSE-KMS (KMS keys, audit trail, separate permissions, per-request charges), SSE-C (customer-provided keys). Client-side: encrypt before upload. Enforce via bucket policies requiring encryption headers."
"SAA-C03","Design Secure Architectures","S3 Bucket Policies and Access Control","Resource-based JSON policies for bucket/object access — supporting IP restrictions, VPC endpoint conditions, MFA delete requirements, encryption enforcement, cross-account grants, and S3 Block Public Access (account/bucket level) to prevent accidental public exposure."
"SAA-C03","Design Secure Architectures","S3 Access Points","Named network endpoints with dedicated access policies for S3 buckets — simplifying access management for shared datasets by creating per-application or per-team access points with specific permissions instead of complex bucket policies."
"SAA-C03","Design Secure Architectures","AWS Certificate Manager (ACM)","A service provisioning and managing SSL/TLS certificates — free public certificates that auto-renew, integrated with ALB, CloudFront, API Gateway, and NLB for HTTPS. Private CA available for internal certificates. Cannot export public certificates."
"SAA-C03","Design Secure Architectures","AWS Config","A service that records and evaluates AWS resource configurations over time — tracking configuration changes, evaluating compliance against rules (managed and custom), and enabling remediation actions. Answers: 'What did my resource look like at time X?'"
"SAA-C03","Design Secure Architectures","AWS SSO (IAM Identity Center)","A centralized service for managing SSO access to multiple AWS accounts and business applications — integrating with Active Directory or external IdPs, providing a single user portal, and supporting SAML 2.0 and OIDC federation."
"SAA-C03","Design Secure Architectures","AWS Network Firewall","A managed firewall service for VPCs — providing stateful inspection, intrusion prevention (IPS), web filtering, and protocol detection at the network level. Deployed in a dedicated firewall subnet with rules managed centrally via Firewall Manager."
"SAA-C03","Design Resilient Architectures","Amazon EC2 (Elastic Compute Cloud)","Virtual servers with configurable CPU, memory, storage, and networking — supporting On-Demand, Reserved (1/3 year, up to 72% savings), Spot (up to 90% savings, can be interrupted), Savings Plans, Dedicated Hosts, and Dedicated Instances."
"SAA-C03","Design Resilient Architectures","EC2 Instance Types","Families optimized for different workloads — General Purpose (M/T: balanced), Compute Optimized (C: batch, HPC, ML inference), Memory Optimized (R/X/z: databases, caches), Storage Optimized (I/D/H: data warehousing, distributed file systems), Accelerated (P/G: GPU, ML training)."
"SAA-C03","Design Resilient Architectures","EC2 Placement Groups","Strategies for instance placement — Cluster (low latency, single AZ, HPC), Spread (max 7 per AZ, critical instances on separate hardware), Partition (large distributed workloads like HDFS/Cassandra, instances in logical partitions on separate racks)."
"SAA-C03","Design Resilient Architectures","EC2 Auto Scaling","Automatically adjusting EC2 capacity based on demand — using launch templates, scaling policies (target tracking, step, simple, scheduled, predictive), health checks, and cooldown periods to maintain performance and minimize costs."
"SAA-C03","Design Resilient Architectures","Auto Scaling - Scaling Policies","Target Tracking (maintain metric at target, e.g., CPU at 50%), Step Scaling (scale by different amounts based on alarm thresholds), Simple Scaling (single adjustment, waits for cooldown), Scheduled (time-based), Predictive (ML-based forecasting)."
"SAA-C03","Design Resilient Architectures","Elastic Load Balancing (ELB)","Distributing traffic across targets — ALB (Layer 7, HTTP/HTTPS, path/host routing, WebSocket), NLB (Layer 4, TCP/UDP/TLS, ultra-low latency, static IP, millions of requests/sec), GLB (Layer 3, third-party virtual appliances), CLB (legacy)."
"SAA-C03","Design Resilient Architectures","ALB (Application Load Balancer)","Layer 7 load balancer for HTTP/HTTPS — supporting path-based routing (/api, /images), host-based routing (api.example.com), query string routing, weighted target groups, Lambda targets, authentication (Cognito/OIDC), sticky sessions, and WebSocket."
"SAA-C03","Design Resilient Architectures","NLB (Network Load Balancer)","Layer 4 load balancer for TCP/UDP/TLS — ultra-low latency (millions of requests/sec), static IP per AZ (or Elastic IP), preserves source IP, supports PrivateLink, and handles volatile/spiky traffic patterns. Ideal for gaming, IoT, and financial applications."
"SAA-C03","Design Resilient Architectures","ELB - Cross-Zone Load Balancing","Distributing traffic evenly across all registered targets in all AZs — regardless of AZ distribution. Enabled by default for ALB (free), optional for NLB (charges apply). Prevents uneven load when AZs have different numbers of targets."
"SAA-C03","Design Resilient Architectures","ELB - Connection Draining (Deregistration Delay)","The time ELB waits for in-flight requests to complete before deregistering an unhealthy/deregistering target — default 300 seconds, configurable 0-3600. Set lower for short requests, higher for long-running uploads or queries."
"SAA-C03","Design Resilient Architectures","Amazon Route 53","A highly available DNS service — supporting routing policies: Simple, Weighted (traffic splitting), Latency-based (nearest region), Failover (active-passive DR), Geolocation (country/continent), Geoproximity (bias-adjustable), and Multi-value (up to 8 healthy records)."
"SAA-C03","Design Resilient Architectures","Route 53 - Health Checks","Monitoring endpoint health for DNS failover — HTTP/HTTPS/TCP checks every 10 or 30 seconds from global locations. Calculated health checks combine multiple checks. CloudWatch alarm-based checks for private resources. Unhealthy endpoints removed from DNS responses."
"SAA-C03","Design Resilient Architectures","Amazon S3 Storage Classes","Tiered storage for cost optimization — S3 Standard (frequent access), S3 Intelligent-Tiering (auto-tiering), S3 Standard-IA (infrequent, 30-day min), S3 One Zone-IA (single AZ, 30-day min), S3 Glacier Instant/Flexible/Deep Archive (archival, minutes to 12 hours retrieval)."
"SAA-C03","Design Resilient Architectures","S3 Lifecycle Policies","Rules that automatically transition objects between storage classes or expire them — e.g., move to Standard-IA after 30 days, Glacier after 90 days, delete after 365 days. Reduces costs by matching storage class to access patterns over time."
"SAA-C03","Design Resilient Architectures","S3 Versioning","Keeping multiple variants of an object in the same bucket — protecting against accidental deletion (delete markers instead of permanent deletion) and overwrites. MFA Delete adds extra protection requiring MFA to permanently delete versions or disable versioning."
"SAA-C03","Design Resilient Architectures","S3 Replication","Cross-Region Replication (CRR) for compliance, lower latency, and DR. Same-Region Replication (SRR) for log aggregation and live replication between accounts. Requires versioning enabled, supports different storage classes and accounts, and replicates new objects (not retroactive)."
"SAA-C03","Design Resilient Architectures","Amazon EBS (Elastic Block Store)","Persistent block storage for EC2 — gp3/gp2 (general purpose SSD, boot volumes), io2/io1 (provisioned IOPS SSD, databases), st1 (throughput HDD, big data), sc1 (cold HDD, infrequent). Single AZ, snapshots to S3 for backup/migration."
"SAA-C03","Design Resilient Architectures","EBS Volume Types","gp3: 3,000 baseline IOPS, up to 16,000, independent throughput. gp2: 3 IOPS/GB, burst to 3,000. io2 Block Express: up to 256,000 IOPS, 99.999% durability. io2/io1: up to 64,000 IOPS. st1: throughput-optimized 500 MB/s. sc1: cold storage 250 MB/s."
"SAA-C03","Design Resilient Architectures","EBS Snapshots","Point-in-time backups stored in S3 — incremental (only changed blocks), can create volumes in any AZ from a snapshot, copy across regions for DR, share with other accounts, and create AMIs. Fast Snapshot Restore (FSR) eliminates latency on first access."
"SAA-C03","Design Resilient Architectures","Amazon EFS (Elastic File System)","A managed NFS file system for Linux — shared across multiple EC2 instances and AZs simultaneously, auto-scaling from GB to PB, supporting Standard and Infrequent Access storage classes with lifecycle policies. POSIX-compliant, supports NFSv4."
"SAA-C03","Design Resilient Architectures","Amazon FSx","Managed file systems — FSx for Windows File Server (SMB, Active Directory, NTFS), FSx for Lustre (HPC, ML training, S3 integration), FSx for NetApp ONTAP (multi-protocol NFS/SMB/iSCSI), FSx for OpenZFS (Linux workloads, snapshots)."
"SAA-C03","Design Resilient Architectures","EBS vs EFS vs S3","EBS: single instance (except io1/io2 multi-attach), single AZ, block storage, boot volumes. EFS: multi-instance, multi-AZ, NFS, Linux only, auto-scaling. S3: object storage, unlimited, serverless, highest durability — choose based on access pattern and sharing needs."
"SAA-C03","Design Resilient Architectures","Amazon RDS (Relational Database Service)","Managed relational databases — MySQL, PostgreSQL, MariaDB, Oracle, SQL Server, and Aurora. Handles provisioning, patching, backups, recovery, and scaling. Multi-AZ for HA (synchronous standby), Read Replicas for read scaling (async replication)."
"SAA-C03","Design Resilient Architectures","Amazon Aurora","A MySQL/PostgreSQL-compatible managed database — up to 5x MySQL and 3x PostgreSQL performance, 6 copies of data across 3 AZs, auto-scaling storage (10 GB to 128 TB), up to 15 read replicas with sub-10ms lag, and automatic failover in under 30 seconds."
"SAA-C03","Design Resilient Architectures","Aurora Serverless","An on-demand auto-scaling Aurora configuration — automatically starts, scales, and shuts down based on application needs. V2 scales instantly in fine-grained increments. Ideal for infrequent, intermittent, or unpredictable workloads. Pay per ACU-second."
"SAA-C03","Design Resilient Architectures","Aurora Global Database","A feature spanning up to 5 secondary regions with sub-second replication — enabling low-latency global reads and disaster recovery with RPO of 1 second and RTO under 1 minute via managed planned failover or unplanned cross-region failover."
"SAA-C03","Design Resilient Architectures","RDS Multi-AZ","High availability deployment — synchronous replication to a standby in another AZ, automatic failover (60-120 seconds) on primary failure, same DNS endpoint. Multi-AZ DB Cluster (new): one writer + two readable standbys across 3 AZs for read scaling + HA."
"SAA-C03","Design Resilient Architectures","RDS Read Replicas","Asynchronous read copies for scaling read workloads — up to 5 replicas (15 for Aurora), can be cross-AZ or cross-region, promotable to standalone DB. Cross-region replicas useful for DR and global read performance. Read replicas have their own endpoint."
"SAA-C03","Design Resilient Architectures","Amazon DynamoDB","A fully managed serverless NoSQL database — single-digit millisecond performance at any scale, on-demand or provisioned capacity, auto-scaling, global tables (multi-region, multi-active), DAX caching, streams, TTL, and point-in-time recovery."
"SAA-C03","Design Resilient Architectures","DynamoDB Global Tables","Multi-region, multi-active replication — enabling low-latency reads and writes in any region with automatic conflict resolution (last writer wins). Requires DynamoDB Streams enabled, provides RPO/RTO of seconds for regional disaster recovery."
"SAA-C03","Design Resilient Architectures","Amazon ElastiCache","Managed in-memory caching — Redis (persistence, replication, pub/sub, sorted sets, Multi-AZ, backup/restore) and Memcached (multi-threaded, simple, no persistence). Use for database caching, session stores, leaderboards, and real-time analytics."
"SAA-C03","Design Resilient Architectures","Disaster Recovery Strategies","Backup & Restore (RPO hours, RTO hours, lowest cost), Pilot Light (RPO minutes, RTO tens of minutes, core services running), Warm Standby (RPO seconds, RTO minutes, scaled-down full environment), Multi-Site Active-Active (RPO near-zero, RTO near-zero, highest cost)."
"SAA-C03","Design Resilient Architectures","AWS Backup","A centralized backup service for EC2, EBS, RDS, DynamoDB, EFS, FSx, S3, and more — with backup plans (schedules, retention, lifecycle), cross-region/cross-account backup, vault lock for compliance (WORM), and backup audit manager."
"SAA-C03","Design Resilient Architectures","Amazon VPC (Virtual Private Cloud)","An isolated virtual network — with subnets (public/private across AZs), route tables, internet gateway (public access), NAT gateway (private subnet outbound), VPC peering (non-transitive), Transit Gateway (hub-and-spoke), and VPN/Direct Connect for hybrid connectivity."
"SAA-C03","Design Resilient Architectures","VPC Peering","A networking connection between two VPCs enabling private IP communication — non-transitive (A↔B and B↔C doesn't mean A↔C), no overlapping CIDRs, works cross-account and cross-region. For many VPCs, use Transit Gateway instead."
"SAA-C03","Design Resilient Architectures","AWS Transit Gateway","A hub-and-spoke network transit hub — connecting VPCs, VPNs, Direct Connect, and peered Transit Gateways through a single gateway. Supports transitive routing, route tables, multicast, and inter-region peering. Simplifies complex network topologies."
"SAA-C03","Design Resilient Architectures","AWS Direct Connect","A dedicated private network connection from on-premises to AWS — 1 Gbps or 10 Gbps dedicated connections, or 50 Mbps to 10 Gbps hosted connections. Lower latency and consistent throughput vs internet. Takes weeks to establish; use VPN as backup."
"SAA-C03","Design Resilient Architectures","AWS Site-to-Site VPN","An encrypted IPsec tunnel between on-premises and AWS VPC — over the public internet, quick to set up (minutes), supports BGP for dynamic routing. Use as primary connection for non-critical workloads or as backup for Direct Connect."
"SAA-C03","Design Resilient Architectures","Hybrid Connectivity Pattern","Direct Connect (primary, dedicated, consistent) + Site-to-Site VPN (backup, encrypted, quick setup). Direct Connect Gateway for multi-region access. Transit Gateway for connecting multiple VPCs and on-premises networks through a single hub."
"SAA-C03","Design High-Performing Architectures","Amazon CloudFront","A global CDN with 400+ edge locations — caching content close to users for low latency, supporting static/dynamic content, HTTPS, Lambda@Edge/CloudFront Functions for edge compute, Origin Access Control (OAC) for S3, and custom/S3/ALB/MediaStore origins."
"SAA-C03","Design High-Performing Architectures","CloudFront - Origin Access Control (OAC)","A feature restricting S3 bucket access to only CloudFront — replacing the legacy Origin Access Identity (OAI). Ensures users cannot bypass CloudFront to access S3 directly, supporting SSE-KMS encryption and all S3 regions."
"SAA-C03","Design High-Performing Architectures","CloudFront - Cache Behavior","Rules determining how CloudFront handles requests — path patterns (/images/*, /api/*), TTL settings, allowed HTTP methods, viewer protocol policy (HTTPS redirect), cache keys (headers, cookies, query strings), and origin selection."
"SAA-C03","Design High-Performing Architectures","Lambda@Edge vs CloudFront Functions","Lambda@Edge: Node.js/Python, runs at regional edge caches, up to 10 seconds (viewer) or 30 seconds (origin), access to network/file system. CloudFront Functions: JavaScript only, runs at all edge locations, sub-millisecond, lightweight (header manipulation, URL rewrites, redirects)."
"SAA-C03","Design High-Performing Architectures","AWS Global Accelerator","A networking service routing traffic through AWS global network to optimal endpoints — providing static Anycast IPs, automatic failover between regions, and up to 60% performance improvement. Unlike CloudFront (caches content), Global Accelerator optimizes the network path."
"SAA-C03","Design High-Performing Architectures","CloudFront vs Global Accelerator","CloudFront: content caching at edge, HTTP/HTTPS, ideal for static/dynamic web content. Global Accelerator: network-level optimization, TCP/UDP, static IPs, ideal for non-HTTP (gaming, IoT, VoIP) and applications requiring deterministic routing and instant failover."
"SAA-C03","Design High-Performing Architectures","S3 Transfer Acceleration","Speeds up S3 uploads by routing through CloudFront edge locations to S3 via optimized AWS network paths — beneficial for long-distance transfers (cross-continent uploads), large objects, and users distributed globally."
"SAA-C03","Design High-Performing Architectures","S3 Performance Optimization","3,500 PUT/COPY/POST/DELETE and 5,500 GET/HEAD requests per second per prefix — use multiple prefixes for parallelism, multipart upload for large files (required >5 GB), byte-range fetches for parallel downloads, and S3 Select for retrieving subsets of data."
"SAA-C03","Design High-Performing Architectures","Amazon SQS (Simple Queue Service)","A fully managed message queue — Standard (unlimited throughput, at-least-once, best-effort ordering) and FIFO (300 TPS/3,000 with batching, exactly-once, strict ordering). Decouples components, with visibility timeout, DLQ, long polling, and message retention up to 14 days."
"SAA-C03","Design High-Performing Architectures","Amazon SNS (Simple Notification Service)","A fully managed pub/sub messaging service — publishers send to topics, subscribers (SQS, Lambda, HTTP, email, SMS, Kinesis Firehose) receive copies. Supports message filtering, FIFO topics, and fan-out to multiple SQS queues for parallel processing."
"SAA-C03","Design High-Performing Architectures","Amazon Kinesis","Real-time data streaming — Kinesis Data Streams (custom processing, 24h-365d retention), Kinesis Data Firehose (managed delivery to S3/Redshift/OpenSearch), Kinesis Data Analytics (SQL/Flink processing), Kinesis Video Streams (video ingestion and processing)."
"SAA-C03","Design High-Performing Architectures","SQS vs SNS vs Kinesis","SQS: pull-based queue, consumer deletes messages, decoupling. SNS: push-based pub/sub, fan-out to multiple subscribers. Kinesis: real-time streaming, multiple consumers read same data, replay capability, ordering per shard — choose based on pattern (queue vs pub/sub vs stream)."
"SAA-C03","Design High-Performing Architectures","AWS Lambda","Serverless compute running code in response to events — up to 15 minutes execution, 10 GB memory, 10 GB /tmp storage, 1,000 concurrent executions (default). Pay per request and compute duration. Integrates with 200+ AWS services as event sources."
"SAA-C03","Design High-Performing Architectures","Amazon API Gateway","A managed service for REST, HTTP, and WebSocket APIs — with throttling (10,000 RPS default), caching, authentication (IAM/Cognito/Lambda authorizer), request/response transformation, usage plans, and 29-second integration timeout."
"SAA-C03","Design High-Performing Architectures","AWS Step Functions","Serverless workflow orchestration — coordinating Lambda functions and AWS services using state machines with sequential, parallel, branching, error handling, retry, wait, and Map states. Standard (1 year, exactly-once) and Express (5 min, at-least-once) workflows."
"SAA-C03","Design High-Performing Architectures","Amazon EventBridge","A serverless event bus — routing events from AWS services, SaaS apps, and custom sources to targets based on rules and patterns. Features: schema registry, archive/replay, cross-account/cross-region event delivery, and scheduled rules (cron/rate)."
"SAA-C03","Design High-Performing Architectures","Amazon Redshift","A petabyte-scale columnar data warehouse — using massively parallel processing (MPP), columnar storage, and result caching for fast analytics. Redshift Spectrum queries S3 data directly. Supports RA3 nodes (managed storage), Serverless, and cross-region snapshots."
"SAA-C03","Design High-Performing Architectures","AWS Glue","A serverless ETL service — Glue Crawlers discover schema and populate the Data Catalog, Glue Jobs run Spark-based transformations, and Glue Studio provides visual ETL authoring. Integrates with Athena, Redshift, and EMR for analytics pipelines."
"SAA-C03","Design High-Performing Architectures","Amazon Athena","A serverless SQL query engine for S3 — pay per query ($5/TB scanned), supports CSV, JSON, Parquet, ORC, Avro. Use columnar formats (Parquet/ORC) and partitioning to reduce costs and improve performance. Integrates with Glue Data Catalog for schema."
"SAA-C03","Design High-Performing Architectures","Amazon OpenSearch Service","A managed search and analytics engine (successor to Elasticsearch) — for log analytics, full-text search, application monitoring, and clickstream analytics. Supports OpenSearch Dashboards for visualization and integrates with Kinesis Firehose for log ingestion."
"SAA-C03","Design High-Performing Architectures","Amazon EMR","A managed big data platform — running Apache Spark, Hive, HBase, Presto, and Flink on EC2 or EKS. Supports Spot instances for cost savings, auto-scaling, and EMRFS for S3 integration. Used for ETL, log analysis, ML, and genomics processing."
"SAA-C03","Design High-Performing Architectures","AWS Lake Formation","A service for building secure data lakes on S3 — centralizing data governance with fine-grained access control (column/row/cell level), data cataloging, ETL job creation, and cross-account data sharing via LF-Tags."
"SAA-C03","Design High-Performing Architectures","Data Analytics Architecture Pattern","S3 (data lake storage) → Glue (ETL/catalog) → Athena (ad-hoc SQL) / Redshift (warehouse) / EMR (big data processing) → QuickSight (visualization). Kinesis for real-time ingestion, Lake Formation for governance."
"SAA-C03","Design High-Performing Architectures","Amazon ECS (Elastic Container Service)","A managed container orchestration service — running Docker containers on EC2 (you manage instances) or Fargate (serverless, pay per task). Task definitions specify containers, and services maintain desired count with ALB/NLB integration and auto-scaling."
"SAA-C03","Design High-Performing Architectures","Amazon EKS (Elastic Kubernetes Service)","A managed Kubernetes service — running Kubernetes control plane across multiple AZs, supporting EC2 and Fargate node types, Kubernetes-native tooling, and hybrid deployment with EKS Anywhere. Choose EKS when you need Kubernetes compatibility."
"SAA-C03","Design High-Performing Architectures","AWS Fargate","A serverless compute engine for containers (ECS and EKS) — no EC2 instance management, pay per vCPU and memory per second, automatic scaling, and task-level isolation. Ideal when you want containers without managing infrastructure."
"SAA-C03","Design High-Performing Architectures","Amazon Aurora Multi-Master","An Aurora feature where all DB instances can perform read and write operations — providing continuous write availability even if a writer instance fails. Used for applications requiring 100% write uptime across multiple AZs."
"SAA-C03","Design Cost-Optimized Architectures","EC2 Pricing Models","On-Demand (pay per second/hour, no commitment), Reserved Instances (1/3 year, up to 72% savings, Standard/Convertible), Savings Plans (flexible, up to 72%, Compute/EC2/SageMaker), Spot (up to 90% savings, can be interrupted with 2-min notice), Dedicated Hosts (per-host billing, BYOL)."
"SAA-C03","Design Cost-Optimized Architectures","Spot Instances","Spare EC2 capacity at up to 90% discount — can be interrupted with 2-minute warning. Best for fault-tolerant workloads: batch processing, data analysis, CI/CD, containerized workloads. Use Spot Fleet or Auto Scaling mixed instances for availability."
"SAA-C03","Design Cost-Optimized Architectures","Reserved Instances vs Savings Plans","RIs: specific instance type/region/OS, Standard (exchange limited) or Convertible (flexible). Savings Plans: Compute SP (any instance, region, OS, Lambda, Fargate), EC2 Instance SP (specific family/region). Savings Plans offer more flexibility at similar discounts."
"SAA-C03","Design Cost-Optimized Architectures","AWS Compute Optimizer","An ML-powered service that analyzes utilization metrics and recommends optimal EC2 instance types, EBS volumes, Lambda memory, and ECS/Fargate configurations — identifying over-provisioned and under-provisioned resources for cost and performance optimization."
"SAA-C03","Design Cost-Optimized Architectures","S3 Cost Optimization","Use appropriate storage classes (Standard → IA → Glacier), lifecycle policies for automatic transitions, S3 Intelligent-Tiering for unknown patterns, S3 Analytics for access pattern insights, and S3 Inventory for auditing. Compress and use columnar formats to reduce storage."
"SAA-C03","Design Cost-Optimized Architectures","S3 Intelligent-Tiering","An automatic storage class that moves objects between tiers based on access patterns — Frequent, Infrequent (30 days), Archive Instant (90 days), Archive (90-730 days), Deep Archive (180-730 days). No retrieval fees, small monthly monitoring fee per object."
"SAA-C03","Design Cost-Optimized Architectures","Data Transfer Costs","Inbound to AWS is free. Outbound to internet is charged per GB (tiered pricing). Between AZs: ~$0.01/GB each way. Between regions: $0.02/GB. Use VPC endpoints, CloudFront, same-AZ placement, and S3 gateway endpoints to minimize transfer costs."
"SAA-C03","Design Cost-Optimized Architectures","AWS Cost Explorer","A visualization tool for analyzing AWS spending — viewing cost and usage over time, forecasting future costs, identifying cost drivers, and discovering savings opportunities with Reserved Instance and Savings Plan recommendations."
"SAA-C03","Design Cost-Optimized Architectures","AWS Budgets","Setting custom cost and usage budgets with alerts — budget types: cost, usage, reservation utilization, and Savings Plans utilization. Alerts via email or SNS when actual or forecasted spending exceeds thresholds. Supports automated actions (stop instances, apply SCPs)."
"SAA-C03","Design Cost-Optimized Architectures","AWS Cost and Usage Report (CUR)","The most detailed cost dataset — line-item billing data delivered to S3, queryable with Athena or loaded into Redshift. Includes resource IDs, tags, pricing, and usage for granular cost allocation and chargeback analysis."
"SAA-C03","Design Cost-Optimized Architectures","Right-Sizing","Matching instance types and sizes to workload requirements — using CloudWatch metrics, Compute Optimizer recommendations, and Trusted Advisor checks to identify underutilized resources and downsize or terminate them for cost savings."
"SAA-C03","Design Cost-Optimized Architectures","Serverless Cost Benefits","Pay-per-use pricing with no idle costs — Lambda (per request + duration), DynamoDB On-Demand (per read/write), API Gateway (per request), S3 (per storage + request), Fargate (per vCPU + memory). Ideal for variable/unpredictable workloads."
"SAA-C03","Design Cost-Optimized Architectures","RDS Cost Optimization","Reserved Instances for steady-state databases, Aurora Serverless for intermittent workloads, read replicas to offload reads from expensive primary, appropriate instance sizing, and stopping non-production databases during off-hours (max 7 days stopped)."
"SAA-C03","Design Cost-Optimized Architectures","EBS Cost Optimization","Use gp3 over gp2 (20% cheaper baseline, independent IOPS/throughput), delete unattached volumes, use snapshots instead of keeping idle volumes, transition old snapshots to archive tier (75% cheaper), and right-size provisioned IOPS volumes."
