"examCode","Category","Term","Definition"
"DEA-C01","Data Security and Governance","AWS Secrets Manager","A service that securely stores, rotates, and retrieves database credentials, API keys, and other secrets — enabling applications and ETL jobs to access credentials programmatically without hardcoding them."
"DEA-C01","Data Security and Governance","Column-Level Security (Redshift)","The ability to grant or restrict access to specific columns in Redshift tables — preventing users from querying sensitive columns (SSN, salary) while allowing access to non-sensitive columns in the same table."
"DEA-C01","Data Security and Governance","Row-Level Security (Redshift)","The ability to restrict which rows a user can see based on their identity — using RLS policies that filter query results so users only see data they are authorized to access (e.g., their own region's data)."
"DEA-C01","Data Security and Governance","Lake Formation - Fine-Grained Access Control","Centralized permissions in Lake Formation that control access at the database, table, column, row, and cell level — replacing complex combinations of IAM policies, S3 bucket policies, and Glue Catalog resource policies."
"DEA-C01","Data Security and Governance","Data Masking","The technique of obscuring sensitive data values while preserving data format and usability — using methods like tokenization, hashing, redaction, or substitution to protect PII in non-production environments and analytics."
"DEA-C01","Data Security and Governance","AWS CloudTrail for Data Governance","CloudTrail logs all data access and management API calls — tracking who accessed which S3 objects, who ran which Glue jobs, who queried which Redshift tables, providing the audit trail required for data governance."
"DEA-C01","Data Security and Governance","Data Classification","The process of categorizing data by sensitivity level (public, internal, confidential, restricted) — determining appropriate security controls, encryption requirements, access policies, and retention rules for each category."
"DEA-C01","Data Security and Governance","Cross-Account Data Sharing","Patterns for securely sharing data between AWS accounts — using S3 bucket policies, Lake Formation cross-account grants, Redshift data sharing, and AWS RAM to enable controlled access without data duplication."
"DEA-C01","Data Security and Governance","Redshift Data Sharing","A Redshift feature that enables live, read-only access to Redshift data across clusters and accounts without copying — producer clusters share databases/schemas/tables, and consumer clusters query them with up-to-date results."
"DEA-C01","Data Analysis and Visualization","Amazon Athena","A serverless interactive query service that analyzes data directly in S3 using standard SQL — with no infrastructure to manage, pay-per-query pricing, and integration with the Glue Data Catalog for schema management."
"DEA-C01","Data Analysis and Visualization","Athena - Partitioning","Organizing S3 data into partition folders (e.g., year=2024/month=01/) that Athena uses to skip irrelevant data — dramatically reducing the amount of data scanned and lowering query costs and execution time."
"DEA-C01","Data Analysis and Visualization","Athena - File Formats","Columnar formats (Parquet, ORC) dramatically outperform row-based formats (CSV, JSON) in Athena — enabling column pruning (read only needed columns) and better compression, reducing data scanned by 30-90%."
"DEA-C01","Data Analysis and Visualization","Athena - CTAS (Create Table As Select)","A statement that creates a new table from query results — enabling data format conversion (CSV to Parquet), partitioning, compression, and bucketing in a single operation for query optimization."
"DEA-C01","Data Analysis and Visualization","Athena Workgroups","A feature that separates users, teams, or applications into groups with individual query settings — enabling per-workgroup cost controls (data scan limits), query result locations, and CloudWatch metrics."
"DEA-C01","Data Analysis and Visualization","Amazon EMR (Elastic MapReduce)","A managed big data platform for running Apache Spark, Hive, Presto, HBase, and other frameworks — processing vast amounts of data across resizable EC2 clusters or serverless with EMR Serverless."
"DEA-C01","Data Analysis and Visualization","EMR - Cluster Node Types","Three node types — Primary (manages cluster, coordinates tasks), Core (runs tasks and stores HDFS data, cannot be removed), and Task (runs tasks only, no HDFS storage, can be added/removed for scaling with Spot Instances)."
"DEA-C01","Data Analysis and Visualization","EMR Serverless","A serverless option for EMR that automatically provisions and scales compute resources for Spark and Hive jobs — eliminating cluster management while providing the same open-source framework capabilities."
"DEA-C01","Data Analysis and Visualization","Apache Spark on EMR","A distributed processing engine for large-scale data analytics — supporting batch processing, streaming (Structured Streaming), SQL (Spark SQL), ML (MLlib), and graph processing (GraphX) on EMR clusters."
"DEA-C01","Data Analysis and Visualization","Apache Hive on EMR","A data warehouse framework that provides SQL-like queries (HiveQL) over large datasets in S3 or HDFS — using the Glue Data Catalog as its metastore for schema management and partition tracking."
"DEA-C01","Data Analysis and Visualization","Amazon QuickSight","A serverless, ML-powered business intelligence service for creating interactive dashboards and visualizations — supporting SPICE in-memory engine, embedded analytics, natural language queries (Q), and pay-per-session pricing."
"DEA-C01","Data Analysis and Visualization","QuickSight SPICE","Super-fast, Parallel, In-memory Calculation Engine — QuickSight's in-memory storage that imports data for fast dashboard performance, with automatic replication across AZs and capacity measured in GB per user."
"DEA-C01","Data Analysis and Visualization","Data Modeling - Star Schema","A dimensional modeling pattern with a central fact table (transactions, events) surrounded by dimension tables (products, customers, dates) — optimized for analytical queries with simple joins and fast aggregations."
"DEA-C01","Data Analysis and Visualization","Data Modeling - Snowflake Schema","An extension of star schema where dimension tables are normalized into sub-dimensions — reducing data redundancy at the cost of more complex joins, used when dimension data is very large or frequently updated."
"DEA-C01","Data Analysis and Visualization","Slowly Changing Dimensions (SCD)","Techniques for handling changes to dimension data over time — Type 1 (overwrite), Type 2 (add new row with version/date tracking), Type 3 (add column for previous value), with Type 2 being most common for historical analysis."
"DEA-C01","Data Analysis and Visualization","Data File Formats - Parquet","An open-source columnar storage format optimized for analytics — storing data by column rather than row, enabling efficient compression and column pruning, and the preferred format for Athena, Redshift Spectrum, and Spark."
"DEA-C01","Data Analysis and Visualization","Data File Formats - ORC","Optimized Row Columnar format — a columnar storage format popular with Hive and Presto, providing efficient compression, predicate pushdown, and built-in indexes for fast analytical queries on large datasets."
"DEA-C01","Data Analysis and Visualization","Data File Formats - Avro","A row-based data serialization format with embedded schema — ideal for write-heavy workloads, streaming data, and schema evolution scenarios where the schema changes over time (fields added/removed)."
"DEA-C01","Data Analysis and Visualization","Data Partitioning Strategies","Techniques for organizing data into logical segments — by date (year/month/day), by category, or by hash for even distribution — reducing query scan scope in Athena, Redshift Spectrum, and Spark."
"DEA-C01","Data Analysis and Visualization","Data Compaction","The process of combining many small files into fewer larger files — improving query performance in S3-based analytics (Athena, Spark) by reducing the overhead of opening/reading thousands of tiny files."
