"examCode","Category","Term","Definition"
"MLS-C01","Modeling","SageMaker Built-in Algorithms Overview","Pre-built, optimized algorithms — Linear Learner (regression/classification), XGBoost (gradient boosting), K-Means (clustering), PCA (dimensionality reduction), RCF (anomaly detection), BlazingText (text classification/Word2Vec), and more."
"MLS-C01","Modeling","SageMaker - Linear Learner","A built-in algorithm for linear regression and binary/multiclass classification — supporting L1 (Lasso) and L2 (Ridge) regularization, automatic data normalization, and parallel training across multiple models to find the best."
"MLS-C01","Modeling","SageMaker - XGBoost","A built-in implementation of gradient boosted trees — the most popular algorithm for structured/tabular data. Handles missing values natively, supports regression, classification, and ranking. Key hyperparameters: max_depth, eta, num_round, subsample."
"MLS-C01","Modeling","SageMaker - K-Means","A built-in unsupervised clustering algorithm — partitioning data into K clusters by minimizing within-cluster sum of squares. Uses web-scale K-Means with extra cluster centers and reduces to K. Choose K using elbow method or silhouette score."
"MLS-C01","Modeling","SageMaker - Image Classification","A built-in supervised algorithm using ResNet CNN for image classification — supporting transfer learning (pre-trained ImageNet weights) and full training modes. Input: RecordIO or image format. Outputs class probabilities."
"MLS-C01","Modeling","SageMaker - Object Detection","A built-in algorithm that detects and classifies objects within images — using SSD (Single Shot MultiBox Detector) or Faster R-CNN architectures with transfer learning. Outputs bounding boxes with class labels and confidence scores."
"MLS-C01","Modeling","SageMaker - Semantic Segmentation","A built-in algorithm that assigns a class label to every pixel in an image — using FCN, PSP, or DeepLab architectures with pre-trained backbones. Used for autonomous driving, medical imaging, and satellite image analysis."
"MLS-C01","Modeling","SageMaker - Sequence to Sequence (Seq2Seq)","A built-in algorithm for sequence-to-sequence tasks — machine translation, text summarization, and speech-to-text using encoder-decoder architecture with attention mechanism. Input/output are variable-length sequences."
"MLS-C01","Modeling","SageMaker - BlazingText","A built-in algorithm for text classification and Word2Vec word embeddings — highly optimized for speed, supporting supervised (text classification) and unsupervised (Word2Vec: CBOW and Skip-gram) modes on single or multi-GPU."
"MLS-C01","Modeling","SageMaker - Latent Dirichlet Allocation (LDA)","A built-in unsupervised algorithm for topic modeling — discovering abstract topics in a collection of documents. Each document is a mixture of topics, each topic is a distribution over words. Used for document clustering and content recommendation."
"MLS-C01","Modeling","SageMaker - Neural Topic Model (NTM)","A built-in unsupervised algorithm for topic modeling using neural networks — similar to LDA but using variational autoencoders for potentially better topic coherence. Discovers topics as distributions over words in document collections."
"MLS-C01","Modeling","SageMaker - DeepAR","A built-in algorithm for forecasting scalar time series using RNNs — training a single model on multiple related time series simultaneously, learning patterns across series. Produces probabilistic forecasts (prediction intervals) not just point estimates."
"MLS-C01","Modeling","SageMaker - Factorization Machines","A built-in algorithm for recommendation systems and click prediction — efficiently modeling pairwise feature interactions in sparse, high-dimensional data. Supports classification and regression on sparse datasets like user-item interactions."
"MLS-C01","Modeling","SageMaker - IP Insights","A built-in unsupervised algorithm that learns usage patterns of IPv4 addresses — detecting anomalous IP behavior for security applications like identifying compromised credentials, unauthorized access, and fraudulent accounts."
"MLS-C01","Modeling","SageMaker - Object2Vec","A built-in algorithm that learns embeddings of pairs of objects — generalizing Word2Vec to arbitrary object types. Used for recommendation (user-item), document similarity, and relationship classification by learning vector representations."
"MLS-C01","Modeling","Bias and Variance Tradeoff","Bias: error from oversimplified models (underfitting). Variance: error from overly complex models (overfitting). The goal is finding the sweet spot — low bias AND low variance. Regularization, cross-validation, and ensemble methods help balance this tradeoff."
"MLS-C01","Modeling","Overfitting","When a model learns training data noise instead of patterns — performing well on training data but poorly on new data. Signs: high training accuracy, low validation accuracy. Solutions: more data, regularization, dropout, early stopping, simpler model, cross-validation."
"MLS-C01","Modeling","Underfitting","When a model is too simple to capture data patterns — performing poorly on both training and validation data. Solutions: more features, more complex model, reduce regularization, train longer, use polynomial features or nonlinear models."
"MLS-C01","Modeling","Regularization","Techniques to prevent overfitting by penalizing model complexity — L1/Lasso (drives coefficients to zero, feature selection), L2/Ridge (shrinks coefficients, handles multicollinearity), Elastic Net (combines L1+L2), Dropout (neural networks)."
"MLS-C01","Modeling","Cross-Validation","A technique for robust model evaluation — K-Fold CV splits data into K folds, trains on K-1 and validates on 1, rotating K times. Provides more reliable performance estimates than a single train/test split, especially with limited data."
"MLS-C01","Modeling","Hyperparameter Tuning","Optimizing model configuration parameters not learned during training — learning rate, tree depth, number of layers, regularization strength. SageMaker Automatic Model Tuning uses Bayesian optimization to efficiently search the hyperparameter space."
"MLS-C01","Modeling","SageMaker Automatic Model Tuning","A managed hyperparameter optimization service — using Bayesian optimization (default), random search, or grid search to find optimal hyperparameters. Runs multiple training jobs in parallel, tracking the best objective metric."
"MLS-C01","Modeling","Ensemble Methods","Combining multiple models for better performance — Bagging (Random Forest: parallel models, reduces variance), Boosting (XGBoost, AdaBoost: sequential models, reduces bias), and Stacking (meta-learner combines diverse model predictions)."
"MLS-C01","Modeling","Transfer Learning","Using a pre-trained model as a starting point for a new task — fine-tuning the last layers on your data while keeping earlier layers frozen. Dramatically reduces training time and data requirements, especially for image and NLP tasks."
"MLS-C01","Modeling","Neural Network Fundamentals","Layers of interconnected neurons — input layer (features), hidden layers (learned representations), output layer (predictions). Activation functions (ReLU, sigmoid, softmax), backpropagation for learning, and gradient descent for optimization."
"MLS-C01","Modeling","CNN (Convolutional Neural Network)","Neural networks specialized for spatial data (images) — using convolutional layers (feature detection), pooling layers (dimensionality reduction), and fully connected layers (classification). Used for image classification, object detection, and segmentation."
"MLS-C01","Modeling","RNN (Recurrent Neural Network)","Neural networks for sequential data — processing inputs one at a time while maintaining hidden state (memory). Variants: LSTM (long-term dependencies), GRU (simplified LSTM). Used for time series, NLP, and speech recognition."
"MLS-C01","Modeling","SageMaker Training - Instance Types","Choosing compute for training — ml.m5 (general purpose), ml.c5 (compute-optimized for CPU training), ml.p3/p4 (GPU for deep learning), ml.g4dn (cost-effective GPU). Use GPU instances for CNNs, RNNs, and large models; CPU for XGBoost and traditional ML."
"MLS-C01","Modeling","SageMaker Training - Distributed Training","Scaling training across multiple instances — Data parallelism (split data across GPUs, each has full model copy) and Model parallelism (split model across GPUs for very large models). SageMaker handles communication and synchronization."
"MLS-C01","Modeling","SageMaker Pipe Mode","A training input mode that streams data directly from S3 to the training algorithm — avoiding downloading the entire dataset first. Reduces startup time and disk space requirements, especially beneficial for large datasets."
"MLS-C01","ML Implementation and Operations","SageMaker Model Deployment - Real-Time Endpoints","Persistent HTTPS endpoints for synchronous inference — auto-scaling based on traffic, supporting multiple model variants (A/B testing), with configurable instance types and counts for production workloads requiring low-latency responses."
"MLS-C01","ML Implementation and Operations","SageMaker Model Deployment - Batch Transform","Asynchronous inference for large datasets — processing an entire S3 dataset without a persistent endpoint. Cost-effective for periodic predictions, data preprocessing, and scenarios where real-time response is not required."
"MLS-C01","ML Implementation and Operations","SageMaker Model Deployment - Serverless Inference","An endpoint option that automatically provisions and scales compute — ideal for intermittent or unpredictable traffic patterns with cold starts. Pay only for inference duration, no charges when idle."
"MLS-C01","ML Implementation and Operations","SageMaker Model Deployment - Async Inference","An endpoint for large payloads (up to 1 GB) and long processing times (up to 15 minutes) — queuing requests in SQS, processing asynchronously, and storing results in S3 with SNS notifications on completion."
"MLS-C01","ML Implementation and Operations","SageMaker Multi-Model Endpoints","Hosting multiple models on a single endpoint — dynamically loading/unloading models from S3 based on demand. Reduces hosting costs when you have many models with intermittent traffic by sharing infrastructure."
"MLS-C01","ML Implementation and Operations","SageMaker Model Monitor","A service that continuously monitors deployed models for data quality drift, model quality degradation, bias drift, and feature attribution drift — alerting when production data deviates from training data baselines."
"MLS-C01","ML Implementation and Operations","Model A/B Testing (Production Variants)","Deploying multiple model versions on the same endpoint with traffic splitting — routing a percentage of requests to each variant to compare performance in production before full rollout. Configured via ProductionVariant weights."
"MLS-C01","ML Implementation and Operations","SageMaker Neo","A service that optimizes ML models for deployment on edge devices and cloud instances — compiling models to run up to 2x faster with no loss in accuracy on target hardware (ARM, Intel, NVIDIA, Qualcomm)."
"MLS-C01","ML Implementation and Operations","AWS IoT Greengrass with ML","Deploying ML models to edge devices for local inference — running SageMaker Neo-compiled models on IoT devices without cloud connectivity, enabling real-time predictions at the edge for manufacturing, agriculture, and autonomous systems."
"MLS-C01","ML Implementation and Operations","Amazon Elastic Inference","Attaching fractional GPU acceleration to SageMaker endpoints or EC2 instances — reducing inference costs by up to 75% compared to full GPU instances when models need some GPU but not a full one."
"MLS-C01","ML Implementation and Operations","SageMaker Pipelines","A CI/CD service for ML workflows — defining, automating, and managing end-to-end ML pipelines (data processing, training, evaluation, registration, deployment) with versioning, lineage tracking, and approval gates."
"MLS-C01","ML Implementation and Operations","SageMaker Model Registry","A centralized repository for managing model versions — tracking model metadata, approval status, lineage, and deployment history. Enables model governance with approval workflows before production deployment."
"MLS-C01","ML Implementation and Operations","SageMaker Experiments","A service for organizing, tracking, and comparing ML experiments — logging parameters, metrics, and artifacts across training runs to systematically identify the best model configuration."
"MLS-C01","ML Implementation and Operations","Amazon SageMaker Clarify","A service for detecting bias in data and models and explaining predictions — providing pre-training bias metrics (class imbalance, label distribution), post-training bias metrics (disparate impact), and SHAP-based feature attributions."
"MLS-C01","ML Implementation and Operations","ML Security - Encryption","Protecting ML data and models — encryption at rest (S3 SSE, EBS encryption, KMS keys for SageMaker notebooks/training/endpoints), encryption in transit (TLS/SSL), and VPC configurations for network isolation of training and inference."
"MLS-C01","ML Implementation and Operations","ML Security - IAM for SageMaker","Controlling access to ML resources — SageMaker execution roles (what the service can access), notebook instance roles, training job roles, and endpoint roles following least-privilege principles for S3, ECR, CloudWatch, and KMS access."
"MLS-C01","ML Implementation and Operations","SageMaker VPC Configuration","Running training jobs and endpoints in a VPC for network isolation — using private subnets, security groups, VPC endpoints (S3 gateway, SageMaker API interface), and NAT gateways for controlled internet access."
"MLS-C01","ML Implementation and Operations","Amazon Augmented AI (A2I)","A service for human review of ML predictions — creating human review workflows for low-confidence predictions from Amazon Textract, Rekognition, or custom models. Integrates with SageMaker Ground Truth workforce."
"MLS-C01","ML Implementation and Operations","Classification Metrics","Evaluating classification models — Accuracy (overall correctness), Precision (true positives / predicted positives), Recall/Sensitivity (true positives / actual positives), F1 Score (harmonic mean of precision and recall), AUC-ROC (ranking quality)."
"MLS-C01","ML Implementation and Operations","Regression Metrics","Evaluating regression models — MSE (Mean Squared Error, penalizes large errors), RMSE (root of MSE, same units as target), MAE (Mean Absolute Error, robust to outliers), R² (proportion of variance explained, 0 to 1)."
"MLS-C01","ML Implementation and Operations","Confusion Matrix","A table showing classification results — True Positives (correctly predicted positive), False Positives (Type I error), False Negatives (Type II error), True Negatives (correctly predicted negative). Foundation for precision, recall, and F1 calculations."
"MLS-C01","ML Implementation and Operations","AUC-ROC Curve","Area Under the Receiver Operating Characteristic curve — plotting True Positive Rate vs False Positive Rate at various thresholds. AUC = 1.0 is perfect, 0.5 is random. Measures model's ability to distinguish between classes regardless of threshold."
"MLS-C01","ML Implementation and Operations","Amazon Comprehend","A managed NLP service — sentiment analysis, entity recognition, key phrase extraction, language detection, topic modeling, and custom classification/entity recognition without ML expertise. Used for text analytics at scale."
"MLS-C01","ML Implementation and Operations","Amazon Rekognition","A managed computer vision service — image/video analysis for object detection, facial analysis, celebrity recognition, text in images, content moderation, and custom labels. No ML expertise required."
"MLS-C01","ML Implementation and Operations","Amazon Translate","A managed neural machine translation service — translating text between 75+ languages with custom terminology support, real-time and batch translation, and integration with other AWS services."
"MLS-C01","ML Implementation and Operations","Amazon Polly","A managed text-to-speech service — converting text to lifelike speech in 60+ voices and 30+ languages, supporting SSML for pronunciation control, Neural TTS for natural-sounding speech, and real-time streaming."
"MLS-C01","ML Implementation and Operations","Amazon Transcribe","A managed speech-to-text service — automatic speech recognition (ASR) for audio/video files and real-time streams, with custom vocabulary, speaker identification, channel identification, and medical transcription."
"MLS-C01","ML Implementation and Operations","Amazon Lex","A managed service for building conversational interfaces (chatbots) — using the same technology as Alexa, with automatic speech recognition (ASR) and natural language understanding (NLU) for voice and text interactions."
"MLS-C01","ML Implementation and Operations","Amazon Forecast","A managed time series forecasting service — using ML to generate forecasts from historical data without ML expertise. Supports multiple related time series, incorporates external variables (weather, promotions), and provides prediction intervals."
"MLS-C01","ML Implementation and Operations","Amazon Personalize","A managed recommendation service — building real-time personalization and recommendation models without ML expertise. Supports user personalization, similar items, and personalized ranking using the same technology as Amazon.com."
"MLS-C01","ML Implementation and Operations","Amazon Textract","A managed document analysis service — extracting text, handwriting, tables, and forms from scanned documents using ML. Goes beyond simple OCR by understanding document structure and relationships between extracted elements."
"MLS-C01","ML Implementation and Operations","Amazon Kendra","An intelligent enterprise search service powered by ML — providing natural language search across documents, FAQs, and data sources with relevance ranking, incremental learning from user feedback, and connectors to common data sources."
