"examCode","Category","Term","Definition"
"ANS-C01","Network Implementation","Virtual Private Gateway (VGW)","The AWS-side VPN endpoint attached to a single VPC — terminates Site-to-Site VPN connections and Direct Connect Private VIFs, supports route propagation to VPC route tables, and enables path selection with BGP."
"ANS-C01","Network Implementation","Customer Gateway","The on-premises side of a Site-to-Site VPN connection — represents your physical or software VPN device with its public IP address and BGP ASN, configured to establish IPsec tunnels with the Virtual Private Gateway."
"ANS-C01","Network Implementation","AWS VPN CloudHub","A hub-and-spoke VPN architecture where multiple customer gateways connect to a single Virtual Private Gateway — enabling encrypted communication between remote branch offices through the AWS VPN hub."
"ANS-C01","Network Implementation","Accelerated Site-to-Site VPN","A VPN connection that uses AWS Global Accelerator to route traffic from the customer gateway to the nearest AWS edge location — reducing latency and jitter by leveraging the AWS global network instead of the public internet."
"ANS-C01","Network Implementation","AWS Client VPN","A managed client-based VPN service that enables secure remote access to AWS resources and on-premises networks — supporting OpenVPN-based clients, Active Directory/SAML authentication, and split-tunnel or full-tunnel routing."
"ANS-C01","Network Implementation","BGP (Border Gateway Protocol)","The routing protocol used by Direct Connect and Site-to-Site VPN to dynamically exchange routing information between your on-premises network and AWS — supporting AS path prepending, MED, and local preference for path selection."
"ANS-C01","Network Implementation","AS Path Prepending","A BGP technique to influence inbound traffic routing by artificially lengthening the AS path on less-preferred routes — making the path appear longer so BGP prefers the shorter alternative path."
"ANS-C01","Network Implementation","BGP Communities","Tags attached to BGP route advertisements that control route propagation scope — AWS uses communities to control Direct Connect route advertisement scope (local region, continent, or global)."
"ANS-C01","Network Implementation","Longest Prefix Match","The routing rule where the most specific (longest prefix) route in a route table wins — a /32 route takes priority over a /24, which takes priority over a /16, regardless of other route attributes."
"ANS-C01","Network Management and Operations","VPC Flow Logs","A feature that captures IP traffic metadata (source, destination, ports, protocol, action, bytes) for network interfaces in a VPC — published to CloudWatch Logs, S3, or Kinesis Data Firehose for analysis and troubleshooting."
"ANS-C01","Network Management and Operations","Traffic Mirroring","A VPC feature that copies actual network packet data (not just metadata) from ENIs to monitoring appliances — enabling deep packet inspection, content analysis, and threat detection for network forensics."
"ANS-C01","Network Management and Operations","AWS Network Manager","A central management console for your global network — providing topology visualization, route analysis, and monitoring for Transit Gateways, Site-to-Site VPNs, Direct Connect, and SD-WAN integrations."
"ANS-C01","Network Management and Operations","Reachability Analyzer","A VPC feature that performs automated path analysis between two endpoints in your VPC — identifying configuration issues (security groups, NACLs, route tables) that block connectivity without sending actual traffic."
"ANS-C01","Network Management and Operations","VPC Network Access Analyzer","A feature that identifies unintended network access paths in your VPC — analyzing security groups, NACLs, route tables, and VPC peering to detect resources that are reachable from the internet or other untrusted networks."
"ANS-C01","Network Management and Operations","AWS CloudWatch Metrics for Networking","CloudWatch provides network-specific metrics — VPN tunnel status (TunnelState), Direct Connect connection state (ConnectionState), NAT Gateway metrics (BytesOutToDestination, PacketsDropCount), and Transit Gateway metrics (BytesIn/BytesOut)."
"ANS-C01","Network Management and Operations","Amazon CloudWatch Logs Insights","A query engine for analyzing VPC Flow Logs and other log data — enabling SQL-like queries to identify top talkers, rejected connections, traffic patterns, and anomalies across network flows."
"ANS-C01","Network Management and Operations","AWS Transit Gateway Network Manager","A feature of Network Manager that provides a global view of your private network — monitoring Transit Gateway connections, VPN tunnels, and Direct Connect links with automated alerts for connectivity issues."
"ANS-C01","Network Management and Operations","Route 53 Resolver","The DNS resolver for VPCs that handles DNS queries for resources within the VPC (private hosted zones) and forwards queries to public DNS — the foundation for hybrid DNS architectures."
"ANS-C01","Network Management and Operations","Route 53 Resolver Endpoints","Inbound endpoints allow on-premises DNS resolvers to forward queries to Route 53 Resolver for AWS-hosted domains. Outbound endpoints allow Route 53 Resolver to forward queries to on-premises DNS for corporate domains."
"ANS-C01","Network Management and Operations","Route 53 Resolver Rules","Conditional forwarding rules that specify which DNS queries are forwarded to on-premises DNS servers via outbound endpoints — matched by domain name (e.g., corp.example.com → on-premises DNS server IPs)."
"ANS-C01","Network Management and Operations","Route 53 Resolver DNS Firewall","A managed service that filters and blocks DNS queries from VPCs to known malicious domains — using AWS-managed threat intelligence lists and custom domain lists to prevent DNS-based data exfiltration and C&C communication."
"ANS-C01","Network Management and Operations","Amazon Route 53 Health Checks","Automated checks that monitor endpoint health (HTTP/HTTPS/TCP) and trigger DNS failover — supporting calculated health checks (combine multiple checks), CloudWatch alarm-based checks, and latency-based routing decisions."
"ANS-C01","Network Management and Operations","Route 53 Routing Policies","DNS routing strategies — Simple (single resource), Weighted (percentage-based distribution), Latency (lowest latency region), Failover (active-passive), Geolocation (user location), Geoproximity (resource proximity with bias), and Multivalue (multiple healthy IPs)."
"ANS-C01","Network Management and Operations","Route 53 Private Hosted Zones","DNS zones that contain records for domains resolved only within associated VPCs — enabling custom DNS names for internal resources without exposing them to the public internet."
"ANS-C01","Network Management and Operations","DHCP Options Sets","Configuration sets that control DNS servers, domain names, NTP servers, and NetBIOS settings for instances in a VPC — a VPC can only be associated with one DHCP options set at a time (default provides AmazonProvidedDNS)."
"ANS-C01","Network Management and Operations","AWS Global Accelerator","A networking service that uses AWS edge locations and the AWS global network to route traffic to optimal endpoints — providing static anycast IP addresses, automatic failover, and reduced internet latency for global applications."
"ANS-C01","Network Management and Operations","Global Accelerator vs CloudFront","Global Accelerator optimizes TCP/UDP traffic at Layer 4 for non-HTTP use cases (gaming, IoT, VoIP) with static IPs. CloudFront is a CDN that caches HTTP/HTTPS content at edge locations for web content delivery."
"ANS-C01","Network Security, Compliance, and Governance","Security Groups","Stateful virtual firewalls at the instance/ENI level — rules allow traffic only (no deny rules), evaluate all rules before deciding, support IP addresses and security group references, and automatically allow return traffic."
"ANS-C01","Network Security, Compliance, and Governance","Network ACLs (NACLs)","Stateless firewalls at the subnet level — rules are evaluated in order (lowest number first), support both allow and deny rules, apply to all instances in the subnet, and require explicit rules for return traffic."
"ANS-C01","Network Security, Compliance, and Governance","Security Groups vs NACLs","Security groups are stateful (return traffic auto-allowed), instance-level, allow-only rules evaluated together. NACLs are stateless (return traffic needs explicit rules), subnet-level, allow/deny rules evaluated in order."
"ANS-C01","Network Security, Compliance, and Governance","AWS Network Firewall","A managed stateful firewall service for VPCs that provides deep packet inspection, intrusion prevention (IPS), TLS inspection, and domain-based filtering — deployed in a dedicated firewall subnet with Gateway Load Balancer integration."
"ANS-C01","Network Security, Compliance, and Governance","Network Firewall Rule Groups","Collections of rules for Network Firewall — stateless rules (5-tuple matching: source/dest IP, source/dest port, protocol) and stateful rules (domain lists, Suricata-compatible IPS signatures, standard rule groups)."
"ANS-C01","Network Security, Compliance, and Governance","AWS WAF (Web Application Firewall)","A Layer 7 firewall that protects web applications from common exploits — attached to CloudFront, ALB, API Gateway, or AppSync, with managed rules for OWASP Top 10, rate limiting, IP reputation, and bot control."
"ANS-C01","Network Security, Compliance, and Governance","AWS Shield Standard","Free DDoS protection automatically included for all AWS resources — protects against common Layer 3/4 attacks (SYN floods, UDP reflection, DNS amplification) with always-on detection and inline mitigation."
"ANS-C01","Network Security, Compliance, and Governance","AWS Shield Advanced","Paid DDoS protection providing enhanced detection, 24/7 DDoS Response Team (DRT) access, cost protection during attacks, advanced metrics, and protection for CloudFront, Route 53, ALB, NLB, EIP, and Global Accelerator."
"ANS-C01","Network Security, Compliance, and Governance","AWS Firewall Manager","A centralized security management service that applies WAF rules, Shield Advanced protections, Network Firewall policies, security groups, and Route 53 Resolver DNS Firewall rules across all accounts in an AWS Organization."
"ANS-C01","Network Security, Compliance, and Governance","Gateway Load Balancer (GWLB)","A Layer 3 load balancer that distributes traffic to virtual appliances (firewalls, IDS/IPS, deep packet inspection) — using GENEVE encapsulation to transparently insert appliances into the traffic path without changing source/destination IPs."
"ANS-C01","Network Security, Compliance, and Governance","Gateway Load Balancer Endpoint (GWLBe)","A VPC endpoint that serves as the entry/exit point for traffic routed to a Gateway Load Balancer — placed in route tables to redirect traffic through inspection appliances in a centralized security VPC."
"ANS-C01","Network Security, Compliance, and Governance","TLS/SSL Termination","The process of decrypting encrypted HTTPS traffic at a load balancer or proxy — ALB terminates TLS and can re-encrypt to targets, NLB supports TLS passthrough to instances, and CloudFront terminates TLS at edge locations."
"ANS-C01","Network Security, Compliance, and Governance","AWS Certificate Manager (ACM)","A service that provisions, manages, and deploys public and private TLS certificates — free public certificates auto-renew and integrate with ALB, CloudFront, API Gateway, and NLB for encrypted communications."
"ANS-C01","Network Security, Compliance, and Governance","VPC Prefix Lists","Named sets of CIDR blocks that can be referenced in security group rules, route tables, and Transit Gateway route tables — managed prefix lists simplify management of IP ranges (e.g., AWS service IP ranges, corporate CIDRs)."
"ANS-C01","Network Security, Compliance, and Governance","AWS Network Access Control","The layered approach to network security — combining security groups (instance), NACLs (subnet), Network Firewall (VPC), WAF (application), and Shield (DDoS) for defense-in-depth network protection."
"ANS-C01","Load Balancing and Content Delivery","Elastic Load Balancing (ELB)","A managed load balancing service that distributes incoming traffic across multiple targets — supporting Application Load Balancer (Layer 7), Network Load Balancer (Layer 4), and Gateway Load Balancer (Layer 3)."
"ANS-C01","Load Balancing and Content Delivery","Application Load Balancer (ALB)","A Layer 7 load balancer that routes HTTP/HTTPS traffic based on content — supporting path-based routing, host-based routing, query string routing, HTTP header routing, weighted target groups, and WebSocket connections."
"ANS-C01","Load Balancing and Content Delivery","Network Load Balancer (NLB)","A Layer 4 load balancer that handles TCP, UDP, and TLS traffic with ultra-low latency — supporting static IP addresses per AZ, preserving source IP, millions of requests per second, and TLS passthrough."
"ANS-C01","Load Balancing and Content Delivery","ALB vs NLB","ALB operates at Layer 7 (HTTP/HTTPS) with content-based routing and WAF integration. NLB operates at Layer 4 (TCP/UDP) with static IPs, ultra-low latency, and source IP preservation — choose based on protocol and routing needs."
"ANS-C01","Load Balancing and Content Delivery","Cross-Zone Load Balancing","A feature that distributes traffic evenly across all registered targets in all enabled AZs — enabled by default for ALB (free), optional for NLB (charges apply), ensuring even distribution regardless of AZ target count."
"ANS-C01","Load Balancing and Content Delivery","Sticky Sessions (Session Affinity)","A feature that binds a user's session to a specific target — ALB supports application-based cookies (AWSALBAPP) and duration-based cookies (AWSALB), while NLB uses source IP affinity for TCP connections."
"ANS-C01","Load Balancing and Content Delivery","Connection Draining (Deregistration Delay)","The time ELB waits for in-flight requests to complete before deregistering an unhealthy or deregistering target — default 300 seconds, configurable 0-3600 seconds, preventing abrupt connection termination during scaling events."
"ANS-C01","Load Balancing and Content Delivery","Target Groups","Logical groupings of targets (EC2 instances, IP addresses, Lambda functions, ALBs) that receive traffic from a load balancer — each target group has its own health check configuration and routing rules."
"ANS-C01","Load Balancing and Content Delivery","Health Checks (ELB)","Periodic checks that determine target availability — configurable protocol, port, path, interval, threshold, and timeout. Unhealthy targets stop receiving traffic until they pass the healthy threshold count."
"ANS-C01","Load Balancing and Content Delivery","Amazon CloudFront","A global content delivery network (CDN) that caches content at 400+ edge locations worldwide — reducing latency by serving content from the nearest edge location, supporting static/dynamic content, WebSocket, and real-time streaming."
"ANS-C01","Load Balancing and Content Delivery","CloudFront Origin Types","Sources of content for CloudFront distributions — S3 buckets (static content), ALB/NLB/EC2 (dynamic content), MediaStore/MediaPackage (video), and custom HTTP origins (any web server with a public DNS name)."
"ANS-C01","Load Balancing and Content Delivery","CloudFront Origin Access Control (OAC)","A security feature that restricts S3 bucket access to only CloudFront — replacing the legacy Origin Access Identity (OAI), supporting SSE-KMS encryption, all S3 regions, and S3 bucket policies for fine-grained access control."
"ANS-C01","Load Balancing and Content Delivery","CloudFront Cache Behaviors","Rules that define how CloudFront handles requests for different URL patterns — specifying origin, TTL, cache policy, origin request policy, viewer protocol policy, and Lambda@Edge/CloudFront Functions associations."
"ANS-C01","Load Balancing and Content Delivery","CloudFront Cache Policy","A reusable configuration that controls what CloudFront includes in the cache key (headers, cookies, query strings) and TTL settings — separating cache key configuration from origin request forwarding for optimal cache hit ratios."
"ANS-C01","Load Balancing and Content Delivery","Lambda@Edge","A CloudFront feature that runs Lambda functions at edge locations in response to CloudFront events (viewer request, origin request, origin response, viewer response) — enabling request/response manipulation, A/B testing, and authentication at the edge."
"ANS-C01","Load Balancing and Content Delivery","CloudFront Functions","Lightweight JavaScript functions that run at CloudFront edge locations for simple request/response transformations — faster and cheaper than Lambda@Edge, ideal for header manipulation, URL rewrites, and cache key normalization."
"ANS-C01","Load Balancing and Content Delivery","CloudFront Signed URLs and Cookies","Access control mechanisms for private CloudFront content — signed URLs restrict access to individual files with expiration, while signed cookies restrict access to multiple files (entire website sections) using a single cookie."
"ANS-C01","Load Balancing and Content Delivery","CloudFront Field-Level Encryption","A feature that encrypts specific form fields at the edge using a public key — ensuring sensitive data (credit card numbers) remains encrypted through the entire application stack until decrypted by the authorized component with the private key."
