"examCode","Category","Term","Definition"
"SCS-C02","Security Logging and Monitoring","CloudWatch Alarms for Security","Monitoring security-relevant metrics — failed console sign-ins, root account usage, IAM policy changes, unauthorized API calls, security group changes, NACL changes, VPC changes, and CloudTrail configuration changes. Use metric filters on CloudTrail logs with SNS notifications."
"SCS-C02","Security Logging and Monitoring","CloudWatch Logs Metric Filters","Extracting metric data from log events — creating custom CloudWatch metrics from patterns in CloudTrail logs (e.g., count of ConsoleLogin failures, root account API calls, unauthorized API calls). Trigger alarms and automated responses via SNS and Lambda."
"SCS-C02","Security Logging and Monitoring","Amazon EventBridge Security Rules","Event-driven security automation — triggering Lambda/SSM Automation on AWS API events like IAM policy changes, security group modifications, S3 bucket policy changes, root account login, and Config rule compliance changes for real-time remediation."
"SCS-C02","Security Logging and Monitoring","AWS Config for Security Monitoring","Continuous compliance evaluation — managed rules for security (restricted-ssh, encrypted-volumes, s3-bucket-public-read-prohibited, iam-password-policy, root-account-mfa-enabled). Conformance packs for frameworks (CIS, PCI DSS). Auto-remediation via SSM Automation documents."
"SCS-C02","Security Logging and Monitoring","Amazon Macie","A data security service using ML — automatically discovering, classifying, and protecting sensitive data in S3 (PII, financial data, credentials, PHI). Provides data inventory, sensitivity scoring, automated discovery jobs, and findings integrated with Security Hub and EventBridge."
"SCS-C02","Security Logging and Monitoring","Macie Findings and Automation","Sensitive data findings (specific data types detected) and policy findings (bucket-level issues like public access, no encryption). Automate responses via EventBridge — quarantine objects, notify teams, apply encryption, or restrict bucket access."
"SCS-C02","Security Logging and Monitoring","AWS Health Dashboard and EventBridge","Personal Health Dashboard events routed to EventBridge — triggering automated responses to AWS operational issues affecting your resources (scheduled maintenance, service degradation, account notifications). Enables proactive security incident awareness."
"SCS-C02","Security Logging and Monitoring","DNS Logging with Route 53 Resolver","Query logging for DNS requests — capturing domain names queried, source IPs, response codes, and Route 53 Resolver endpoints. Sent to CloudWatch Logs, S3, or Kinesis Data Firehose for detecting DNS tunneling, data exfiltration via DNS, and malicious domain lookups."
"SCS-C02","Security Logging and Monitoring","ELB Access Logs","Detailed request logs for ALB/NLB/CLB — capturing client IP, latencies, request paths, server responses, and TLS cipher details. Stored in S3 for security analysis, identifying attack patterns, and troubleshooting. Enable for compliance and forensic readiness."
"SCS-C02","Security Logging and Monitoring","Amazon OpenSearch for Security Analytics","Ingesting security logs (CloudTrail, VPC Flow Logs, WAF logs, GuardDuty findings) via Kinesis Data Firehose — enabling real-time search, visualization with OpenSearch Dashboards, anomaly detection, and alerting for security operations center (SOC) workflows."
"SCS-C02","Security Logging and Monitoring","AWS Audit Manager","Continuous audit evidence collection — mapping to compliance frameworks (SOC 2, PCI DSS, HIPAA, GDPR, FedRAMP). Automatically collects evidence from Config, CloudTrail, Security Hub, and manual sources. Generates assessment reports for auditors."
"SCS-C02","Security Logging and Monitoring","Log Protection and Integrity","Securing log data — S3 Object Lock (WORM) for immutability, SSE-KMS encryption, bucket policies denying delete/overwrite, MFA Delete, CloudTrail log file integrity validation (digest files), cross-account log delivery, and versioning for tamper evidence."
"SCS-C02","Infrastructure Security","VPC Security Architecture","Defense in depth — public/private subnet separation, security groups (stateful, instance-level), NACLs (stateless, subnet-level), VPC Flow Logs, NAT Gateway for private outbound, VPC endpoints for private AWS access, and Network Firewall for advanced inspection."
"SCS-C02","Infrastructure Security","Security Groups vs NACLs","Security Groups: stateful, allow rules only, all rules evaluated, instance/ENI level, reference other SGs. NACLs: stateless, allow+deny rules, evaluated in numbered order, subnet level, return traffic must be explicitly allowed. Use both for defense in depth."
"SCS-C02","Infrastructure Security","AWS WAF (Web Application Firewall)","Layer 7 protection for CloudFront, ALB, API Gateway, AppSync, and Cognito — Web ACLs with rules for SQL injection, XSS, rate limiting, IP/geo blocking, bot control, and account takeover prevention. AWS Managed Rules, custom rules, and regex pattern sets."
"SCS-C02","Infrastructure Security","WAF Rule Groups and Managed Rules","AWS Managed Rules: Core Rule Set (CRS), Known Bad Inputs, SQL Database, Linux/Windows OS, PHP/WordPress, Bot Control, Account Takeover Prevention (ATP). Custom rule groups for application-specific logic. Rule priority determines evaluation order within Web ACLs."
"SCS-C02","Infrastructure Security","WAF Logging and Monitoring","Full request logging to S3, CloudWatch Logs, or Kinesis Data Firehose — capturing matched rules, actions taken, request headers, and source IPs. CloudWatch metrics for allowed/blocked/counted requests. Use for tuning rules and identifying attack patterns."
"SCS-C02","Infrastructure Security","AWS Shield","DDoS protection — Shield Standard (free, automatic Layer 3/4 protection for all resources) and Shield Advanced ($3,000/month, enhanced protection for CloudFront/ALB/NLB/EIP/Global Accelerator/Route 53 with 24/7 DDoS Response Team, cost protection, and WAF included)."
"SCS-C02","Infrastructure Security","Shield Advanced Features","Real-time attack visibility, automatic application-layer DDoS mitigation (WAF rules), health-based detection, proactive engagement from DDoS Response Team (DRT), cost protection (credits for scaling during attacks), and global threat environment dashboard."
"SCS-C02","Infrastructure Security","AWS Firewall Manager","Centralized security policy management across Organizations — managing WAF rules, Shield Advanced protections, VPC security groups, Network Firewall policies, Route 53 Resolver DNS Firewall rules, and third-party firewalls. Auto-applies to new accounts/resources."
"SCS-C02","Infrastructure Security","AWS Network Firewall","A managed stateful/stateless firewall for VPCs — Suricata-compatible IPS/IDS rules, domain-based filtering (allow/deny lists), TLS inspection (decrypt and inspect HTTPS), protocol detection, and centralized management via Firewall Manager."
"SCS-C02","Infrastructure Security","Route 53 Resolver DNS Firewall","Filtering outbound DNS queries from VPCs — blocking domains associated with malware, botnets, and data exfiltration. Managed domain lists (AWS) and custom domain lists. Actions: ALLOW, BLOCK (with custom response), ALERT. Managed via Firewall Manager."
"SCS-C02","Infrastructure Security","VPC Endpoints Security","Gateway endpoints (S3, DynamoDB): route table entries, endpoint policies for access control. Interface endpoints (PrivateLink): ENI with security groups, endpoint policies, private DNS. Both keep traffic on AWS network — use endpoint policies to restrict which resources/actions are accessible."
"SCS-C02","Infrastructure Security","VPC Endpoint Policies","Resource-based policies controlling access through VPC endpoints — restricting which S3 buckets, DynamoDB tables, or API actions are accessible via the endpoint. Combined with S3 bucket policies using aws:sourceVpce condition to enforce VPC-only access."
"SCS-C02","Infrastructure Security","AWS PrivateLink","Private connectivity between VPCs and services — service provider exposes via NLB + endpoint service, consumer creates interface endpoint. Traffic never traverses internet, supports cross-account, and is used for SaaS integrations and internal service exposure."
"SCS-C02","Infrastructure Security","Amazon CloudFront Security","Origin Access Control (OAC) for S3, signed URLs/cookies for private content, field-level encryption (encrypt specific POST fields at edge), geo-restriction, HTTPS enforcement (viewer/origin protocol policies), custom SSL certificates via ACM, and WAF integration."
"SCS-C02","Infrastructure Security","CloudFront Signed URLs vs Signed Cookies","Signed URLs: individual file access, RTMP streaming, client doesn't support cookies. Signed Cookies: multiple files (entire site), don't want to change URLs. Both use CloudFront key pairs (trusted key groups) with expiration time, IP restrictions, and path patterns."
"SCS-C02","Infrastructure Security","EC2 Instance Security","IMDSv2 (require token-based metadata access), disable IMDS if not needed, security groups (least privilege), Systems Manager for patch management, Inspector for vulnerability scanning, EBS encryption, and instance profile roles instead of embedded credentials."
"SCS-C02","Infrastructure Security","IMDSv1 vs IMDSv2","IMDSv1: simple HTTP GET, vulnerable to SSRF attacks (attacker can steal IAM credentials from metadata). IMDSv2: requires PUT request for session token first, token has TTL, X-Forwarded-For header blocked — mitigates SSRF. Best practice: enforce IMDSv2 via launch template HttpTokens=required."
"SCS-C02","Infrastructure Security","AWS Systems Manager for Security","Patch Manager (automated patching), Session Manager (no SSH/bastion, audit logging), Run Command (remote execution without open ports), State Manager (enforce configurations), and Inventory (track installed software). All with IAM-based access control and CloudTrail logging."
"SCS-C02","Infrastructure Security","Container Security","ECR image scanning (on push, continuous), ECS/EKS task/pod IAM roles (least privilege), Fargate for isolation, Secrets Manager for sensitive config, Network Policies (EKS), Security Groups for pods (EKS), and runtime monitoring with GuardDuty EKS Protection."
"SCS-C02","Identity and Access Management","IAM Policy Evaluation Logic","Evaluation order: explicit Deny (any policy) → Organizations SCPs → Resource-based policies → Identity-based policies → Permission boundaries → Session policies. Explicit Deny always wins. All policies must allow for cross-account access (except resource-based policies which can grant directly)."
"SCS-C02","Identity and Access Management","IAM Policy Types","Identity-based (attached to users/groups/roles), Resource-based (attached to resources — S3, SQS, KMS, Lambda), Permission boundaries (maximum permissions cap for IAM entities), SCPs (organization-wide guardrails), Session policies (temporary session restrictions), and ACLs (legacy, S3/VPC)."
"SCS-C02","Identity and Access Management","IAM Policy Conditions","Fine-grained access control — aws:SourceIp (IP restriction), aws:SourceVpc/aws:SourceVpce (VPC restriction), aws:PrincipalOrgID (organization restriction), aws:RequestedRegion (region restriction), aws:MultiFactorAuthPresent (MFA requirement), and aws:TagKeys (tag-based access)."
"SCS-C02","Identity and Access Management","IAM Roles for Services","EC2 instance profiles, Lambda execution roles, ECS task roles, EKS IRSA (IAM Roles for Service Accounts), and service-linked roles. Best practice: use roles instead of access keys, apply least privilege, and use aws:SourceArn/aws:SourceAccount conditions to prevent confused deputy."
"SCS-C02","Identity and Access Management","Cross-Account Access","IAM role assumption (trust policy + permissions policy), resource-based policies (S3, KMS, SQS, SNS, Lambda), RAM for resource sharing, and Organizations delegated administrator. For human access: IAM Identity Center with permission sets mapped to accounts."
"SCS-C02","Identity and Access Management","AWS STS (Security Token Service)","Issuing temporary credentials — AssumeRole (cross-account, service roles), AssumeRoleWithSAML (SAML federation), AssumeRoleWithWebIdentity (web/mobile federation via Cognito), GetSessionToken (MFA-protected API access), and GetFederationToken (custom federation broker)."
"SCS-C02","Identity and Access Management","IAM Access Analyzer","Identifying unintended resource access — analyzing S3 buckets, IAM roles, KMS keys, Lambda functions, SQS queues, and Secrets Manager secrets for external access. Policy validation against best practices, policy generation from CloudTrail activity, and unused access analysis."
"SCS-C02","Identity and Access Management","Permission Boundaries","Maximum permissions cap for IAM users and roles — the effective permissions are the intersection of identity-based policies AND the permission boundary. Used for delegated administration: allow developers to create roles but only within defined boundaries."
"SCS-C02","Identity and Access Management","Amazon Cognito Security","User Pools: MFA (SMS, TOTP, email), adaptive authentication (risk-based challenges), compromised credential detection, advanced security features (IP-based throttling), and custom authentication flows (Lambda triggers). Identity Pools: fine-grained IAM roles for authenticated/unauthenticated users."
"SCS-C02","Identity and Access Management","AWS IAM Identity Center (SSO)","Centralized workforce access — permission sets (collections of IAM policies) assigned to users/groups for specific accounts, integrating with AD/external IdPs, ABAC (attribute-based access control), and automatic provisioning via SCIM. Replaces per-account IAM user management."
"SCS-C02","Identity and Access Management","Federation Patterns","SAML 2.0 (enterprise IdP → IAM roles or Identity Center), OIDC/OAuth (web/mobile → Cognito Identity Pools → IAM roles), Custom Identity Broker (legacy → STS AssumeRole/GetFederationToken), and AD Connector/AWS Managed AD for Active Directory integration."
"SCS-C02","Identity and Access Management","AWS Directory Service","AWS Managed Microsoft AD (full AD in AWS, trust relationships with on-premises), AD Connector (proxy to on-premises AD, no caching), Simple AD (Samba-based, standalone, small/medium). Choose Managed AD for AWS service integration; AD Connector for existing on-premises AD."
"SCS-C02","Identity and Access Management","Root Account Security","Enable MFA (hardware MFA preferred), don't create access keys, use for account-level tasks only (close account, change support plan, enable MFA), monitor with CloudTrail + CloudWatch alarm + EventBridge rule, and store credentials securely with break-glass procedures."
"SCS-C02","Identity and Access Management","Service Control Policies (SCPs)","Organization-level guardrails — restrict actions across member accounts (don't affect management account). Common patterns: deny region usage, deny leaving organization, require encryption, deny public S3, require specific tags, and deny root account usage except for specific actions."
"SCS-C02","Identity and Access Management","Confused Deputy Problem","A security issue where a trusted service is tricked into acting on behalf of an unauthorized entity — mitigate with aws:SourceArn and aws:SourceAccount conditions in trust policies and resource-based policies to verify the requesting service's identity."
"SCS-C02","Identity and Access Management","Least Privilege Implementation","Start with minimal permissions, use IAM Access Analyzer to generate policies from activity, review with policy simulator, implement permission boundaries for delegation, use SCPs for organization guardrails, and regularly audit with credential reports and access advisor."
"SCS-C02","Data Protection","AWS KMS (Key Management Service)","Managed encryption key service — symmetric (AES-256) and asymmetric (RSA, ECC) keys, key policies (resource-based), grants (temporary access), automatic annual rotation, envelope encryption (data key encrypts data, CMK encrypts data key), and CloudTrail audit of all key usage."
"SCS-C02","Data Protection","KMS Key Types","AWS owned keys (free, AWS manages, no visibility), AWS managed keys (aws/service, free, auto-rotation, CloudTrail logging), Customer managed keys (full control, key policy, rotation, cross-account, $1/month + API charges). Choose customer managed for audit requirements and cross-account sharing."
"SCS-C02","Data Protection","KMS Key Policies","Resource-based policies controlling key access — default policy (root account full access), key administrators (manage but not use), key users (encrypt/decrypt), and grants (temporary, programmatic access). Key policy is the primary access control mechanism; IAM policies alone are insufficient without key policy allowing."
"SCS-C02","Data Protection","KMS Envelope Encryption","Two-tier encryption — GenerateDataKey returns plaintext + encrypted data key, application encrypts data with plaintext key, stores encrypted data + encrypted data key together. Decrypt: KMS decrypts the data key, application decrypts data. Efficient for large data without sending to KMS."
"SCS-C02","Data Protection","KMS Multi-Region Keys","Replica keys in multiple regions with the same key material — enabling cross-region encrypt/decrypt without cross-region API calls. Use for DynamoDB Global Tables encryption, S3 cross-region replication with encryption, and disaster recovery scenarios."
"SCS-C02","Data Protection","AWS CloudHSM","Dedicated single-tenant HSMs — FIPS 140-2 Level 3 validated, you manage keys (AWS has no access), supports symmetric/asymmetric keys, digital signing, and SSL/TLS offloading. Use for regulatory requirements mandating dedicated hardware or when you need full key control."
"SCS-C02","Data Protection","KMS vs CloudHSM","KMS: multi-tenant, AWS manages HSM, integrated with 100+ services, automatic rotation, lower cost, FIPS 140-2 Level 2. CloudHSM: single-tenant, you manage keys, FIPS 140-2 Level 3, custom key store, supports PKCS#11/JCE/CNG. Use CloudHSM for strict compliance or custom cryptographic operations."
"SCS-C02","Data Protection","KMS Custom Key Store","Bridging KMS and CloudHSM — KMS CMKs backed by CloudHSM cluster keys, providing KMS API convenience with CloudHSM-level control. Use when you need KMS integration with AWS services but require keys stored in dedicated HSMs for compliance."
"SCS-C02","Data Protection","S3 Encryption","Server-side: SSE-S3 (AES-256, default, Amazon-managed), SSE-KMS (KMS keys, audit trail, separate permissions, per-request charges, S3 Bucket Keys reduce KMS costs), SSE-C (customer-provided keys, HTTPS required). Client-side: encrypt before upload with KMS or custom keys."
"SCS-C02","Data Protection","S3 Bucket Keys","Reducing KMS API costs for SSE-KMS — generating a bucket-level key that creates data keys for objects, reducing KMS requests by up to 99%. The bucket key is cached and reused, with CloudTrail showing bucket ARN instead of object ARN for KMS events."
"SCS-C02","Data Protection","S3 Object Lock","WORM (Write Once Read Many) protection — Governance mode (users with special permissions can override), Compliance mode (no one can delete, including root, until retention expires), and Legal Hold (indefinite protection until explicitly removed). Requires versioning enabled."
"SCS-C02","Data Protection","S3 Block Public Access","Four settings preventing public access — BlockPublicAcls (block new public ACLs), IgnorePublicAcls (ignore existing public ACLs), BlockPublicPolicy (block new public bucket policies), RestrictPublicBuckets (restrict public/cross-account access). Apply at account level for organization-wide protection."
"SCS-C02","Data Protection","EBS Encryption","AES-256 encryption using KMS keys — encrypts data at rest, in transit (between instance and volume), snapshots, and volumes created from snapshots. Default encryption setting per region. Cannot directly encrypt an unencrypted volume — create encrypted snapshot copy, then new volume."
"SCS-C02","Data Protection","RDS and Aurora Encryption","Encryption at rest using KMS — must be enabled at creation (cannot encrypt existing unencrypted DB). Encrypts storage, automated backups, read replicas, and snapshots. To encrypt existing DB: create snapshot → copy with encryption → restore from encrypted snapshot."
"SCS-C02","Data Protection","AWS Secrets Manager","Storing and rotating secrets — automatic rotation via Lambda for RDS/Aurora/Redshift/DocumentDB, cross-account sharing via resource policies, versioning (AWSCURRENT/AWSPREVIOUS), and CloudTrail logging of all access. Use for database credentials, API keys, and OAuth tokens."
"SCS-C02","Data Protection","Secrets Manager vs Parameter Store","Secrets Manager: native rotation, cross-account, higher cost ($0.40/secret/month), designed for secrets. Parameter Store: free standard tier (up to 10,000), hierarchical, no native rotation (use Lambda), simpler. Use Secrets Manager for DB credentials needing rotation; Parameter Store for configuration."
"SCS-C02","Data Protection","AWS Certificate Manager (ACM)","Managing SSL/TLS certificates — free public certificates with auto-renewal for ALB, CloudFront, API Gateway, NLB. Private CA for internal certificates ($400/month). DNS validation (preferred, automatic renewal) or email validation. Cannot export public certificates."
"SCS-C02","Data Protection","ACM Private CA","Issuing private certificates for internal resources — TLS for internal services, IoT device certificates, code signing, and document signing. Supports certificate revocation via CRL and OCSP. Hierarchical CA structure with root and subordinate CAs."
"SCS-C02","Data Protection","Data Classification and Protection Strategy","Identify (Macie for S3, Tag-based classification), Protect (KMS encryption, S3 Block Public Access, VPC endpoints), Detect (GuardDuty, Config rules, Security Hub), Respond (EventBridge automation, Lambda remediation), and Recover (backups, versioning, cross-region replication)."
"SCS-C02","Data Protection","In-Transit Encryption","TLS/SSL for data in motion — ACM certificates for ALB/CloudFront/API Gateway, VPN encryption for hybrid, PrivateLink for private connectivity, S3 bucket policy enforcing aws:SecureTransport, RDS SSL/TLS connections, and EBS/EFS encryption in transit between instance and storage."
"SCS-C02","Management and Security Governance","AWS Organizations Security","Multi-account security strategy — SCPs for permission guardrails, dedicated security account (GuardDuty/Security Hub delegated admin), log archive account (CloudTrail/Config), network account (Transit Gateway/Firewall), and Control Tower for automated governance."
"SCS-C02","Management and Security Governance","AWS Control Tower","Automated landing zone setup — mandatory guardrails (CloudTrail enabled, log archive protection), strongly recommended guardrails (EBS encryption, RDS encryption), elective guardrails (S3 versioning). Account Factory for standardized provisioning with pre-configured VPCs and baselines."
"SCS-C02","Management and Security Governance","AWS Config for Governance","Continuous compliance — managed rules (encrypted-volumes, restricted-ssh, s3-bucket-ssl-requests-only, iam-root-access-key-check), conformance packs (CIS, PCI DSS, NIST), organization-wide Config via aggregator, and auto-remediation via SSM Automation documents."
"SCS-C02","Management and Security Governance","AWS Config Remediation","Automatic and manual remediation — SSM Automation documents triggered by non-compliant Config rule evaluations. Examples: auto-enable S3 encryption, auto-enable EBS encryption, auto-revoke public security group rules, and auto-enable CloudTrail logging."
"SCS-C02","Management and Security Governance","AWS CloudFormation Security","IaC security — stack policies (prevent accidental updates to critical resources), drift detection (identify manual changes), StackSets with Organizations (deploy security baselines across accounts), and cfn-guard/cfn-nag for template security validation before deployment."
"SCS-C02","Management and Security Governance","AWS Service Catalog Security","Controlled resource provisioning — portfolios with approved CloudFormation products, launch constraints (IAM role for provisioning), TagOptions for mandatory tags, and sharing across accounts via Organizations. Ensures users deploy only pre-approved, compliant architectures."
"SCS-C02","Management and Security Governance","AWS License Manager","Tracking software licenses — managing BYOL (Bring Your Own License) compliance for Windows, Oracle, SQL Server on EC2 and Dedicated Hosts. License rules enforce limits, and automated discovery tracks usage against entitlements to prevent compliance violations."
"SCS-C02","Management and Security Governance","AWS Artifact","A self-service portal for AWS compliance reports and agreements — accessing SOC reports, PCI DSS attestation, ISO certifications, HIPAA BAA, and other compliance documents. Organization agreements apply to all member accounts."
"SCS-C02","Management and Security Governance","Security Automation Patterns","EventBridge + Lambda for real-time remediation, Config rules + SSM Automation for compliance enforcement, GuardDuty → Security Hub → EventBridge → Lambda for threat response, and CloudFormation Guard for preventive infrastructure validation."
"SCS-C02","Management and Security Governance","AWS Trusted Advisor Security Checks","Security checks — open ports (0.0.0.0/0), IAM use, MFA on root, S3 bucket permissions, CloudTrail logging, EBS/RDS public snapshots, and exposed access keys. Full checks require Business/Enterprise Support. Integrate with EventBridge for automated responses."
"SCS-C02","Management and Security Governance","Compliance Frameworks on AWS","CIS AWS Foundations Benchmark (Security Hub), PCI DSS (Config conformance pack), HIPAA (BAA via Artifact, eligible services), SOC 1/2/3 (Artifact reports), FedRAMP (GovCloud), GDPR (data residency, encryption, Macie), and ISO 27001 (Artifact certification)."
"SCS-C02","Management and Security Governance","AWS Well-Architected - Security Pillar","Seven design principles — implement strong identity foundation, enable traceability, apply security at all layers, automate security best practices, protect data in transit and at rest, keep people away from data, and prepare for security events."
