"examCode","Category","Term","Definition"
"SAO-C02","Networking and Content Delivery","Amazon VPC Fundamentals","An isolated virtual network — subnets (public with IGW route, private with NAT), route tables, internet gateway, NAT gateway, VPC peering (non-transitive), Transit Gateway (hub-and-spoke), and CIDR planning for non-overlapping address spaces."
"SAO-C02","Networking and Content Delivery","VPC Flow Logs Analysis","Capturing and analyzing network traffic — at VPC, subnet, or ENI level. Key fields: srcaddr, dstaddr, srcport, dstport, protocol, action (ACCEPT/REJECT). Analyze with CloudWatch Logs Insights, Athena (S3), or third-party tools for security and troubleshooting."
"SAO-C02","Networking and Content Delivery","AWS Transit Gateway","A regional network hub connecting VPCs, VPNs, and Direct Connect — supporting transitive routing, route tables for segmentation, multicast, inter-region peering, and centralized network management. Replaces complex VPC peering mesh topologies."
"SAO-C02","Networking and Content Delivery","AWS Direct Connect","A dedicated private connection from on-premises to AWS — 1/10/100 Gbps dedicated or 50 Mbps-10 Gbps hosted connections. Virtual interfaces: Public (AWS public services), Private (VPC), Transit (Transit Gateway). Use with VPN for encrypted backup."
"SAO-C02","Networking and Content Delivery","AWS Site-to-Site VPN","An encrypted IPsec tunnel over the internet — quick setup (minutes vs weeks for Direct Connect), supports BGP dynamic routing, and can use as primary or backup connection. Accelerated VPN uses Global Accelerator for improved performance."
"SAO-C02","Networking and Content Delivery","Amazon CloudFront","A global CDN — caching content at 400+ edge locations for low latency. Features: Origin Access Control (OAC) for S3, custom error pages, geo-restriction, signed URLs/cookies for private content, Lambda@Edge/CloudFront Functions for edge compute."
"SAO-C02","Networking and Content Delivery","Route 53 Routing Policies","DNS routing strategies — Simple (single resource), Weighted (traffic splitting by percentage), Latency (nearest region), Failover (active-passive with health checks), Geolocation (by country/continent), Geoproximity (bias-adjustable), Multi-value (multiple healthy records)."
"SAO-C02","Networking and Content Delivery","VPC Endpoints for Operations","Private connectivity to AWS services — Gateway endpoints (S3, DynamoDB, free, route table entry) and Interface endpoints (PrivateLink, ENI-based, security group controlled). Essential for private subnets accessing AWS services without NAT/internet gateway."
"SAO-C02","Networking and Content Delivery","Elastic Load Balancing - Operational Aspects","ALB (Layer 7, path/host routing), NLB (Layer 4, static IP, ultra-low latency), GLB (Layer 3, appliances). Operational: access logs to S3, connection draining, cross-zone load balancing, slow start mode, sticky sessions, and target group health monitoring."
"SAO-C02","Networking and Content Delivery","Network Troubleshooting","Common tools and approaches — VPC Flow Logs (traffic analysis), Reachability Analyzer (path analysis without sending traffic), Network Access Analyzer (unintended access), Traffic Mirroring (packet capture), and CloudWatch metrics for network performance."
"SAO-C02","Networking and Content Delivery","AWS Network Firewall","A managed stateful firewall for VPCs — providing intrusion prevention (IPS), web filtering, protocol detection, and domain-based filtering. Deployed in a firewall subnet with rules managed centrally via Firewall Manager across accounts."
"SAO-C02","Networking and Content Delivery","VPC Reachability Analyzer","A network diagnostics tool that analyzes path between source and destination — identifying configuration issues (security groups, NACLs, route tables) without sending actual traffic. Provides hop-by-hop analysis showing where connectivity is blocked."
"SAO-C02","Cost and Performance Optimization","AWS Cost Explorer","A visualization tool for analyzing spending — viewing cost trends, forecasting future costs, identifying cost drivers by service/account/tag, and receiving RI/Savings Plan purchase recommendations based on historical usage patterns."
"SAO-C02","Cost and Performance Optimization","AWS Compute Optimizer","An ML-powered service recommending optimal compute resources — analyzing CloudWatch metrics to identify over/under-provisioned EC2 instances, EBS volumes, Lambda functions, and ECS/Fargate tasks with projected cost savings and performance impact."
"SAO-C02","Cost and Performance Optimization","AWS Trusted Advisor - Cost Optimization","Identifying cost-saving opportunities — idle load balancers, underutilized EC2 instances, unassociated Elastic IPs, idle RDS instances, low-utilization EBS volumes, and Reserved Instance optimization recommendations."
"SAO-C02","Cost and Performance Optimization","Right-Sizing Instances","Matching instance types to workload requirements — using CloudWatch CPU/memory metrics, Compute Optimizer recommendations, and Cost Explorer right-sizing recommendations. Downsize over-provisioned instances and upgrade under-provisioned ones."
"SAO-C02","Cost and Performance Optimization","EC2 Pricing Optimization","Combining pricing models — Reserved Instances/Savings Plans for baseline (up to 72% savings), Spot Instances for fault-tolerant workloads (up to 90% savings), On-Demand for spikes, and Dedicated Hosts for licensing. Auto Scaling mixed instances for cost-optimized fleets."
"SAO-C02","Cost and Performance Optimization","S3 Storage Optimization","Lifecycle policies for automatic tiering (Standard → IA → Glacier), Intelligent-Tiering for unknown patterns, S3 Analytics for access pattern insights, S3 Inventory for auditing, and compression/columnar formats to reduce storage volume."
"SAO-C02","Cost and Performance Optimization","Performance Monitoring and Tuning","Using CloudWatch metrics, X-Ray traces, and application-level monitoring to identify bottlenecks — CPU, memory, disk I/O, network throughput, and latency. Tune instance types, EBS volume types, caching strategies, and database configurations."
"SAO-C02","Cost and Performance Optimization","AWS Budgets","Setting custom cost and usage budgets with alerts — cost, usage, RI utilization, and Savings Plans budgets. Alerts via email/SNS when actual or forecasted spending exceeds thresholds. Automated actions: stop instances, apply SCPs, or trigger Lambda."
"SAO-C02","Cost and Performance Optimization","Tagging Strategy for Cost Allocation","Implementing consistent resource tags — cost allocation tags (AWS-generated and user-defined) for billing reports, tag policies in Organizations for enforcement, and Tag Editor for bulk tagging. Essential for chargeback, showback, and cost accountability."
"SAO-C02","Cost and Performance Optimization","Data Transfer Cost Optimization","Minimizing transfer charges — use VPC endpoints (free for S3 gateway), CloudFront for outbound, same-AZ placement where possible, S3 Transfer Acceleration for uploads, and Direct Connect for high-volume hybrid transfers. Inbound is always free."
