"examCode","scenarioDescription","toolboxServices","correctPipelineOrder","hint","hint2","explanation"
"SCS-C02","A company needs to implement a secure logging architecture where CloudTrail logs from 150 accounts are stored immutably in a centralized security account. Logs must be tamper-proof (no one can delete or modify them, including administrators), encrypted with a security-team-controlled key, and searchable within 5 minutes of generation.","AWS CloudTrail|Amazon S3|S3 Object Lock|AWS KMS|Amazon CloudWatch Logs|Amazon OpenSearch Service|AWS Organizations","AWS CloudTrail|Amazon S3|S3 Object Lock|AWS KMS|Amazon OpenSearch Service","CloudTrail organization trail automatically collects logs from all 150 accounts and delivers them to a centralized S3 bucket in the security account.","S3 Object Lock in compliance mode creates WORM (Write Once Read Many) protection that prevents deletion by anyone — including root — until retention expires.","AWS CloudTrail creates an organization trail that automatically captures all management and data events from 150 accounts and delivers them to a centralized Amazon S3 bucket in the security account with CloudTrail log file integrity validation enabled. S3 Object Lock in compliance mode enforces WORM protection — no one, including root users and AWS support, can delete or modify log files until the retention period expires, ensuring tamper-proof immutability. AWS KMS encrypts all logs with a customer-managed key controlled by the security team, with key policies denying decrypt access to non-security roles. Amazon OpenSearch Service ingests logs via S3 event notifications and Lambda, providing full-text search and visualization within 5 minutes of log generation."
"SCS-C02","A company needs to implement a secure CI/CD pipeline where infrastructure-as-code templates are scanned for security misconfigurations before deployment, container images are scanned for vulnerabilities, secrets are never hardcoded in code, and all deployments require security team approval for production.","AWS CodePipeline|AWS CodeBuild|cfn-nag|Amazon ECR|Amazon Inspector|AWS Secrets Manager|AWS CodeDeploy","AWS CodePipeline|AWS CodeBuild|cfn-nag|Amazon Inspector|AWS Secrets Manager|AWS CodeDeploy","CodePipeline orchestrates the security gates — each stage must pass before the pipeline advances to the next.","cfn-nag performs static analysis on CloudFormation templates, detecting insecure patterns like open security groups and unencrypted resources.","AWS CodePipeline orchestrates the secure CI/CD workflow with mandatory security gates at each stage, including a manual approval action requiring security team sign-off before production deployment. AWS CodeBuild executes the build stage, running cfn-nag for static security analysis of CloudFormation templates — detecting open security groups, unencrypted resources, overly permissive IAM policies, and missing logging configurations. Amazon Inspector scans container images pushed to ECR for OS and language-level vulnerabilities, failing the pipeline if critical CVEs are found. AWS Secrets Manager provides runtime secret injection during deployment (database credentials, API keys) so secrets are never hardcoded in source code or templates, and AWS CodeDeploy executes the production deployment with blue/green strategy and automatic rollback."
"SCS-C02","A company needs to implement a DDoS protection strategy for their multi-tier application. The architecture includes CloudFront distributions, Application Load Balancers, and EC2 instances. They need automatic DDoS detection, mitigation, cost protection during attacks, and access to the AWS DDoS Response Team for complex attacks.","AWS Shield Standard|AWS Shield Advanced|AWS WAF|Amazon CloudFront|Amazon Route 53|Elastic Load Balancing (ALB)|AWS Firewall Manager","Amazon Route 53|Amazon CloudFront|AWS WAF|AWS Shield Advanced|Elastic Load Balancing (ALB)","Route 53 is the first layer of defense — it provides DNS-level DDoS protection and health-check-based failover.","Shield Advanced must be associated with specific resources (CloudFront, ALB, Route 53, EIP) to provide enhanced DDoS protection and cost protection.","Amazon Route 53 provides the DNS layer with built-in DDoS protection (shuffle sharding, anycast routing) and health-check-based failover to redirect traffic during attacks. Amazon CloudFront absorbs volumetric DDoS attacks at the edge with its massive global network capacity, keeping attack traffic away from the origin. AWS WAF on CloudFront provides application-layer (Layer 7) protection with rate-based rules that automatically block abusive IPs and managed rule groups filtering malicious request patterns. AWS Shield Advanced provides enhanced DDoS detection, automatic mitigation for network/transport layer attacks, cost protection (credits for scaling charges during attacks), and 24/7 access to the DDoS Response Team (DRT). Elastic Load Balancing (ALB) distributes surviving legitimate traffic to the application tier with security groups restricting access to CloudFront IP ranges only."
"SCS-C02","A company needs to implement identity federation so that 5,000 corporate employees can access AWS accounts using their existing Active Directory credentials. Users should be assigned different permission levels based on their AD group membership, and access must be centrally managed across 80 AWS accounts.","AWS IAM Identity Center (SSO)|AWS Organizations|Active Directory Connector|Amazon Cognito|AWS IAM|AWS Directory Service|SAML 2.0","AWS Directory Service|AWS IAM Identity Center (SSO)|AWS Organizations","AWS Directory Service (AD Connector) creates a proxy to your on-premises Active Directory without replicating directory data to AWS.","IAM Identity Center maps AD groups to permission sets, automatically provisioning access across all 80 accounts based on group membership.","AWS Directory Service deploys an AD Connector that creates a secure proxy connection to the on-premises Active Directory, enabling AWS services to authenticate users against existing corporate credentials without replicating directory data. AWS IAM Identity Center (SSO) integrates with the AD Connector as its identity source, mapping Active Directory groups to permission sets — each group (Developers, DBAs, Security) receives different IAM permission sets that define their access level. AWS Organizations provides the multi-account structure where IAM Identity Center automatically provisions the mapped permission sets across all 80 accounts, so when a user is added to an AD group, they immediately receive the corresponding access across all relevant accounts."
"SCS-C02","A company needs to detect and prevent data exfiltration from their AWS environment. They need to monitor for unusual S3 data transfer patterns, detect unauthorized API calls to copy snapshots or share AMIs to external accounts, and block DNS-based data exfiltration tunneling.","Amazon GuardDuty|Amazon Macie|AWS CloudTrail|Amazon Route 53 Resolver DNS Firewall|VPC Flow Logs|Amazon Detective|AWS Network Firewall","Amazon GuardDuty|Amazon Macie|Amazon Route 53 Resolver DNS Firewall|VPC Flow Logs|Amazon Detective","GuardDuty detects data exfiltration patterns including unusual S3 access, snapshot copying to external accounts, and DNS-based tunneling.","Route 53 Resolver DNS Firewall blocks DNS queries to known malicious domains and detects DNS tunneling patterns used for data exfiltration.","Amazon GuardDuty analyzes CloudTrail, VPC Flow Logs, and DNS logs to detect data exfiltration patterns — Exfiltration:S3/MaliciousIPCaller, Stealth:S3/ServerAccessLoggingDisabled, and unauthorized snapshot sharing (Recon:EC2/PortProbeUnprotectedPort). Amazon Macie continuously monitors S3 buckets for sensitive data exposure, detecting when classified data is moved to unencrypted or publicly accessible locations. Amazon Route 53 Resolver DNS Firewall blocks DNS queries to known malicious domains and detects DNS tunneling patterns (unusually long subdomain queries encoding exfiltrated data). VPC Flow Logs capture all network traffic metadata for analysis of unusual data transfer volumes and connections to suspicious external IPs. Amazon Detective correlates all these signals into an investigation graph, enabling security analysts to trace the full exfiltration path from initial access to data theft."
"SCS-C02","A company needs to implement a secure multi-account architecture where SCPs prevent any account from disabling CloudTrail, GuardDuty, or Config. Developers must be prevented from creating IAM users (only roles allowed), and no resources can be launched outside of approved regions (us-east-1, eu-west-1).","AWS Organizations|Service Control Policies (SCPs)|AWS IAM|AWS Config|AWS Control Tower|AWS CloudFormation|AWS Service Catalog","AWS Organizations|Service Control Policies (SCPs)|AWS Config|AWS Control Tower","SCPs are deny-based guardrails attached to OUs that restrict what actions member accounts can perform — even if IAM policies allow them.","An SCP with Deny on cloudtrail:StopLogging, guardduty:DisableDetector, and config:StopConfigurationRecorder prevents security service tampering.","AWS Organizations provides the OU hierarchy where SCPs are attached at different levels — security services OU, workload OUs, and sandbox OUs each receive appropriate restrictions. Service Control Policies (SCPs) implement three critical deny policies: (1) deny StopLogging/DeleteTrail/DisableDetector/StopConfigurationRecorder to prevent security service tampering, (2) deny CreateUser/CreateAccessKey to force role-based access only, and (3) deny all actions with a condition on aws:RequestedRegion not in [us-east-1, eu-west-1] to enforce region restrictions. AWS Config provides detective controls with conformance packs that continuously verify the preventive SCPs are working — detecting any non-compliant resources that somehow bypass the guardrails. AWS Control Tower provides the overall governance framework with mandatory guardrails that implement these SCPs as part of the landing zone baseline."
"SCS-C02","A company needs to implement TLS termination for their internal microservices running on ECS Fargate. Each service needs its own certificate, certificates must be automatically rotated before expiration, and all inter-service communication must use mutual TLS (mTLS) for zero-trust authentication.","AWS Certificate Manager (ACM)|AWS Private Certificate Authority (PCA)|Amazon ECS Fargate|AWS App Mesh|Elastic Load Balancing (ALB)|Amazon API Gateway|AWS Secrets Manager","AWS Private Certificate Authority (PCA)|AWS Certificate Manager (ACM)|AWS App Mesh|Amazon ECS Fargate","Private CA issues private certificates for internal services — unlike ACM public certificates, these can be used for mTLS client authentication.","App Mesh Envoy sidecar proxies handle mTLS negotiation transparently, so application code doesn't need to implement TLS logic.","AWS Private Certificate Authority (PCA) creates a private CA hierarchy (root + subordinate) that issues private X.509 certificates for each microservice — private CAs are required for mTLS because both client and server certificates must be issued by a trusted internal authority. AWS Certificate Manager (ACM) manages the lifecycle of certificates issued by PCA, providing automatic renewal before expiration without manual intervention. AWS App Mesh deploys Envoy sidecar proxies alongside each Fargate task, configured with the PCA-issued certificates to enforce mutual TLS — every service-to-service call requires both client and server certificate validation, implementing zero-trust authentication. Amazon ECS Fargate runs the microservices with the App Mesh sidecar handling all TLS negotiation transparently."
"SCS-C02","A company needs to implement a secure data classification and protection strategy for their S3 data lake containing 50 TB of mixed data. They need to automatically discover and classify sensitive data (PII, PHI, financial), apply appropriate encryption based on classification, and continuously monitor for policy violations like public access or cross-account sharing.","Amazon Macie|Amazon S3|AWS KMS|AWS Lambda|AWS Config|Amazon EventBridge|AWS Security Hub","Amazon Macie|Amazon EventBridge|AWS Lambda|AWS KMS|AWS Security Hub","Macie uses ML and pattern matching to automatically discover and classify sensitive data types (PII, PHI, financial) across all S3 buckets.","EventBridge captures Macie findings and routes them to Lambda for automated remediation — applying encryption, fixing permissions, or quarantining objects.","Amazon Macie scans the 50 TB data lake using ML-based classifiers and managed data identifiers to automatically discover and classify sensitive data — PII (SSN, email, phone), PHI (medical record numbers, health plan IDs), and financial data (credit card numbers, bank accounts) — generating findings with severity ratings. Amazon EventBridge captures Macie findings and routes them based on classification and severity to AWS Lambda for automated remediation actions. AWS Lambda applies classification-appropriate encryption using AWS KMS — public data uses AWS-managed keys, confidential data uses department-specific CMKs, and restricted data uses CMKs with strict key policies limiting access to authorized roles only. AWS Security Hub aggregates all Macie findings alongside Config compliance data for centralized visibility into the data protection posture."
"SCS-C02","A company needs to implement a secure network architecture for a PCI DSS compliant payment processing application. The cardholder data environment (CDE) must be completely isolated, all traffic in and out must be inspected, access must be restricted to specific IP ranges, and all network flows must be logged with 1-year retention.","Amazon VPC|AWS Network Firewall|VPC Flow Logs|Network ACLs|Security Groups|AWS WAF|AWS Transit Gateway","Amazon VPC|Network ACLs|Security Groups|AWS Network Firewall|VPC Flow Logs","A dedicated VPC for the CDE provides network-level isolation — no shared infrastructure with non-PCI workloads.","Network ACLs provide stateless subnet-level filtering as the first defense layer, while Security Groups provide stateful instance-level filtering.","Amazon VPC creates a completely isolated network for the cardholder data environment (CDE) with private subnets only — no internet gateway, no public subnets — meeting PCI DSS Requirement 1 for network segmentation. Network ACLs provide stateless subnet-level filtering as the outer defense perimeter, restricting traffic to specific IP ranges (payment processors, admin jump boxes) and denying all other inbound/outbound traffic. Security Groups provide stateful instance-level micro-segmentation, allowing only required ports (443 for payment API, 5432 for database) between specific security group references. AWS Network Firewall performs deep packet inspection on all traffic entering and leaving the CDE VPC, with IPS signatures detecting payment card data patterns in network flows. VPC Flow Logs capture all network traffic metadata with 1-year retention in S3 for PCI DSS audit requirements."
"SCS-C02","A company needs to implement a privileged access management strategy where administrators can only access production EC2 instances through a controlled, auditable session — no SSH keys, no bastion hosts, no open inbound ports. All commands must be logged, sessions must be time-limited, and access must require approval.","AWS Systems Manager Session Manager|AWS IAM|AWS CloudTrail|Amazon S3|Amazon CloudWatch Logs|AWS Systems Manager Change Manager|EC2 Instance Connect","AWS Systems Manager Change Manager|AWS IAM|AWS Systems Manager Session Manager|Amazon S3|Amazon CloudWatch Logs","Session Manager provides browser-based shell access to EC2 instances through the SSM Agent — no SSH keys, no bastion hosts, no inbound ports required.","Change Manager enforces an approval workflow before administrators can initiate Session Manager sessions to production instances.","AWS Systems Manager Change Manager enforces a formal approval workflow — administrators must submit a change request specifying the target instance and justification, which requires security team approval before any production access is granted. AWS IAM policies restrict Session Manager access with conditions (ssm:resourceTag/Environment:production requires the approved change request ID), ensuring only approved sessions can be initiated. AWS Systems Manager Session Manager provides secure, auditable shell access through the SSM Agent — no SSH keys to manage, no bastion hosts to maintain, no inbound security group rules to open (port 22 remains closed). Amazon S3 stores complete session logs (every keystroke, command, and output) with Object Lock for tamper-proof retention, and Amazon CloudWatch Logs provides real-time session monitoring with metric filters alerting on suspicious commands (rm -rf, chmod 777, curl to external IPs)."
