"examCode","scenarioDescription","toolboxServices","correctPipelineOrder","hint","hint2","explanation"
"ANS-C01","A bank needs to establish a highly available Direct Connect architecture that can survive the failure of any single Direct Connect location, any single connection, or any single device. The architecture must meet the AWS maximum resiliency recommendation and connect to a single AWS Region.","AWS Direct Connect|AWS Direct Connect Gateway|Virtual Private Gateway|AWS Transit Gateway|AWS Site-to-Site VPN|Link Aggregation Group (LAG)|Amazon VPC","AWS Direct Connect|AWS Direct Connect|Virtual Private Gateway","Maximum resiliency requires connections at TWO separate Direct Connect locations, not just one.","Each Direct Connect location should have at least two independent connections for device-level redundancy.","AWS Direct Connect connections are provisioned at two separate Direct Connect locations (minimum 4 total connections — 2 per location) to survive the failure of any single location, connection, or device. This is the AWS maximum resiliency model. A Virtual Private Gateway is attached to the VPC and terminates the private virtual interfaces from all Direct Connect connections, using BGP to automatically failover between paths when any component fails."
"ANS-C01","A company wants to centralize outbound internet access for 30 VPCs through a single inspection point. All outbound traffic must be filtered by domain name, and only traffic to approved domains should be allowed. They also need to log all DNS queries for security auditing.","AWS Network Firewall|NAT Gateway|AWS Transit Gateway|Route 53 Resolver Query Logging|Amazon VPC|AWS WAF|Internet Gateway","AWS Transit Gateway|AWS Network Firewall|NAT Gateway|Internet Gateway|Route 53 Resolver Query Logging","A central hub must aggregate traffic from all 30 VPCs before it reaches the inspection point.","Domain-based filtering requires a stateful firewall that can inspect TLS SNI headers and HTTP host headers.","AWS Transit Gateway aggregates outbound traffic from all 30 VPCs into a centralized egress VPC. AWS Network Firewall inspects the traffic using domain-based allow/deny rules by examining TLS SNI headers and HTTP host headers, blocking traffic to unapproved domains. NAT Gateway translates private IPs to public, and the Internet Gateway provides the path to the internet. Route 53 Resolver Query Logging captures all DNS queries across all VPCs for the security audit trail."
"ANS-C01","A startup needs to deploy a containerized application across two Availability Zones with automatic scaling. The containers need to pull images from Amazon ECR without traversing the public internet, and the application must be accessible via HTTPS with a custom domain name and SSL termination.","Application Load Balancer|Amazon ECS|AWS PrivateLink (VPC Endpoints)|Amazon ECR|Amazon Route 53|AWS Certificate Manager|NAT Gateway","Amazon Route 53|AWS Certificate Manager|Application Load Balancer|Amazon ECS|AWS PrivateLink (VPC Endpoints)|Amazon ECR","DNS resolution of the custom domain name is always the first step in any web request flow.","VPC interface endpoints allow ECS tasks to pull container images from ECR without using a NAT Gateway.","Amazon Route 53 resolves the custom domain to the ALB. AWS Certificate Manager provides the SSL/TLS certificate for HTTPS termination. The Application Load Balancer distributes traffic across ECS tasks in two AZs and terminates SSL. Amazon ECS runs the containerized application with auto-scaling. AWS PrivateLink via VPC interface endpoints allows ECS tasks in private subnets to pull images from Amazon ECR entirely over the AWS private network, eliminating the need for a NAT Gateway and avoiding public internet traversal."
"ANS-C01","A company acquired another business and needs to connect their two AWS environments. Both organizations unfortunately used the same CIDR range (10.0.0.0/16) for their VPCs. They need to enable communication between specific services in each VPC without re-addressing either network.","AWS PrivateLink|VPC Peering|AWS Transit Gateway|Network Load Balancer|NAT Gateway|Application Load Balancer|Amazon VPC","Network Load Balancer|AWS PrivateLink","VPC Peering cannot work when two VPCs have overlapping CIDR ranges.","This service creates private connectivity that works regardless of overlapping IP address spaces.","VPC Peering and Transit Gateway both fail when VPCs have overlapping CIDR ranges, eliminating those options. A Network Load Balancer is placed in front of the target service in one VPC, and AWS PrivateLink creates an endpoint service backed by that NLB. The consuming VPC creates an interface VPC endpoint that receives a private IP from its own CIDR range, enabling communication without any IP conflicts because PrivateLink abstracts away the underlying network addressing."
"ANS-C01","A media company needs to accelerate file transfers of 500GB video files from production studios in Tokyo and London to an S3 bucket in us-east-1. Standard internet uploads are too slow and unreliable, and they need to maximize throughput using the AWS backbone network.","Amazon S3 Transfer Acceleration|AWS Direct Connect|Amazon CloudFront|AWS Global Accelerator|AWS DataSync|Amazon S3|AWS Snow Family","Amazon S3 Transfer Acceleration|Amazon S3","This S3 feature uses CloudFront edge locations to accelerate uploads over the AWS backbone network.","The studios upload over the public internet, but traffic enters the AWS network at the nearest edge location.","Amazon S3 Transfer Acceleration is the correct choice because it leverages Amazon CloudFront's globally distributed edge locations to accelerate uploads. Video files from Tokyo and London enter the AWS backbone network at the nearest edge location, then travel over AWS's optimized private network to the S3 bucket in us-east-1, dramatically improving throughput and reliability compared to standard internet transfers. Direct Connect would require physical circuit provisioning at each studio location, making it impractical for this use case."
"ANS-C01","A company runs a latency-sensitive trading application that requires single-digit microsecond network latency between EC2 instances. The instances must be placed as physically close together as possible within an Availability Zone, and the application uses high-performance computing (HPC) communication patterns.","EC2 Placement Groups (Cluster)|EC2 Placement Groups (Spread)|EC2 Placement Groups (Partition)|Elastic Fabric Adapter (EFA)|Enhanced Networking (ENA)|AWS Nitro System|Amazon FSx for Lustre","EC2 Placement Groups (Cluster)|Enhanced Networking (ENA)|Elastic Fabric Adapter (EFA)","A specific placement strategy packs instances onto the same underlying hardware rack for minimum latency.","Beyond placement, a specialized network adapter bypasses the OS kernel for HPC inter-node communication.","EC2 Placement Groups (Cluster) places all instances on the same rack within a single AZ, minimizing physical network distance for single-digit microsecond latency. Enhanced Networking (ENA) provides high bandwidth (up to 100 Gbps) and reduced jitter using SR-IOV hardware virtualization. Elastic Fabric Adapter (EFA) enables OS-bypass communication for HPC workloads, allowing instances to communicate using libfabric with latencies comparable to on-premises HPC clusters."
"ANS-C01","A company needs to migrate 500 existing VPN connections from individual Virtual Private Gateways to a centralized hub. They want to use Equal-Cost Multi-Path (ECMP) routing to aggregate VPN bandwidth beyond the 1.25 Gbps limit of a single VPN tunnel, targeting 10 Gbps aggregate throughput.","AWS Transit Gateway|Virtual Private Gateway|AWS Site-to-Site VPN|AWS Direct Connect|AWS Cloud WAN|AWS Network Manager|Amazon VPC","AWS Transit Gateway|AWS Site-to-Site VPN|AWS Network Manager","Only one AWS service supports ECMP routing for VPN connections to aggregate bandwidth beyond single-tunnel limits.","After centralizing VPN connections, a management tool provides global visibility into the network topology.","AWS Transit Gateway is the only service that supports ECMP routing for Site-to-Site VPN connections, allowing multiple VPN tunnels to be aggregated for higher throughput — approximately 8 VPN connections with ECMP can achieve ~10 Gbps. AWS Site-to-Site VPN connections are terminated on the Transit Gateway instead of individual Virtual Private Gateways, centralizing all 500 connections. AWS Network Manager provides a global dashboard to visualize, monitor, and manage the entire network topology across Regions."
"ANS-C01","A company needs to implement a zero-trust network architecture where every API call between microservices is authenticated and encrypted, regardless of whether the services are in the same VPC. They need mutual TLS (mTLS) enforcement and fine-grained authorization policies at the service level.","Amazon VPC Lattice|AWS App Mesh|AWS PrivateLink|AWS WAF|Security Groups|Network ACLs|AWS Certificate Manager","Amazon VPC Lattice|AWS Certificate Manager","AWS released a service specifically designed for service-to-service connectivity with built-in authentication and authorization.","This service supports auth policies that can enforce IAM-based access control at the individual service level.","Amazon VPC Lattice is purpose-built for service-to-service networking with zero-trust principles — it provides built-in mutual TLS for encryption, IAM-based auth policies for fine-grained authorization, and works across VPCs and accounts without requiring peering or Transit Gateway. AWS Certificate Manager provides and manages the TLS certificates used by VPC Lattice for mTLS enforcement. VPC Lattice is preferred over App Mesh here because it natively handles authentication and authorization without requiring sidecar proxy management."
"ANS-C01","A company hosts a multi-region active-active application and needs DNS failover that can detect application-level health issues, not just TCP connectivity. If the application in us-east-1 returns HTTP 500 errors, traffic must automatically shift to eu-west-1 within 30 seconds.","Amazon Route 53|Route 53 Health Checks|Application Load Balancer|AWS Global Accelerator|Amazon CloudWatch|AWS Lambda|Network Load Balancer","Route 53 Health Checks|Amazon Route 53|Application Load Balancer","Application-level health checking requires HTTP/HTTPS health checks that validate response status codes, not just port availability.","The DNS service uses health check results to automatically remove unhealthy endpoints from DNS responses.","Route 53 Health Checks are configured with HTTP/HTTPS checks that monitor the application endpoint and validate that it returns a 2xx or 3xx status code — detecting HTTP 500 errors as unhealthy. Amazon Route 53 uses failover routing policy associated with these health checks to automatically stop returning DNS records for the unhealthy us-east-1 endpoint and direct all traffic to eu-west-1. The Application Load Balancer in each Region distributes traffic to the application instances, and the fast health check interval (10 seconds) with a low failure threshold enables failover within 30 seconds."
"ANS-C01","A company needs to connect 15 branch offices to AWS and to each other through a managed global WAN. Each branch has an SD-WAN appliance, and the company wants centralized policy management, automated route propagation, and the ability to segment traffic between business units across all locations.","AWS Cloud WAN|AWS Transit Gateway|AWS Site-to-Site VPN|AWS Network Manager|AWS Direct Connect|VPC Peering|Amazon VPC","AWS Cloud WAN|AWS Site-to-Site VPN|AWS Network Manager","AWS offers a managed global WAN service that automates network creation, management, and monitoring across Regions.","Branch offices connect to the global WAN using IPsec tunnels from their existing SD-WAN appliances.","AWS Cloud WAN provides the managed global WAN backbone with centralized policy management, automated route propagation, and network segmentation using segments to isolate business unit traffic. AWS Site-to-Site VPN connects the 15 branch office SD-WAN appliances to Cloud WAN core network attachment points via IPsec tunnels. AWS Network Manager provides the centralized dashboard for monitoring the entire global WAN topology, connection health, and traffic patterns across all branches and AWS Regions."
