"examCode","scenarioDescription","toolboxServices","correctPipelineOrder","hint","hint2","explanation"
"DVA-C02","A developer needs to define their serverless application infrastructure — including Lambda functions, API Gateway APIs, DynamoDB tables, and IAM roles — as code in a single template. They want simplified syntax compared to raw CloudFormation and built-in support for common serverless patterns.","AWS SAM (Serverless Application Model)|AWS CloudFormation|AWS CDK|Terraform|AWS Elastic Beanstalk|AWS CodeDeploy|AWS Lambda","AWS SAM (Serverless Application Model)|AWS CloudFormation","An extension of CloudFormation provides shorthand syntax specifically designed for serverless resources like AWS::Serverless::Function.","SAM templates are transformed into full CloudFormation templates during deployment via the sam deploy command.","AWS SAM (Serverless Application Model) provides simplified, shorthand syntax for defining serverless resources — a single AWS::Serverless::Function resource automatically creates the Lambda function, IAM execution role, API Gateway endpoint, and event source mapping that would require dozens of lines in raw CloudFormation. During deployment, SAM transforms the template into a complete AWS CloudFormation template, which provisions and manages all the underlying resources as a stack with rollback support."
"DVA-C02","A developer needs to implement a fan-out pattern where a single order event must be processed simultaneously by three independent microservices: inventory update, shipping notification, and analytics logging. Each service must process the event independently and at its own pace without blocking the others.","Amazon SNS|Amazon SQS|Amazon EventBridge|AWS Lambda|Amazon Kinesis|AWS Step Functions|Amazon MQ","Amazon SNS|Amazon SQS|AWS Lambda","A pub/sub service can broadcast a single message to multiple subscriber endpoints simultaneously.","Each subscribing microservice should have its own SQS queue to process messages independently and handle failures in isolation.","Amazon SNS receives the order event and fans it out to three SQS queue subscriptions simultaneously — one for each microservice (inventory, shipping, analytics). Each Amazon SQS queue buffers messages independently, allowing each microservice to process at its own pace with independent retry and dead-letter queue configurations. AWS Lambda functions poll each SQS queue and execute the respective business logic, ensuring complete isolation between the three processing paths."
"DVA-C02","A developer needs to store user session data for a web application with sub-millisecond read latency. Sessions expire after 30 minutes of inactivity, and the data store must automatically delete expired sessions without application-level cleanup code or cron jobs.","Amazon DynamoDB|Amazon ElastiCache|Amazon RDS|Amazon S3|AWS Lambda|Amazon MemoryDB|Amazon Aurora","Amazon DynamoDB","DynamoDB has a built-in feature that automatically deletes items based on a timestamp attribute — no background jobs needed.","The Time to Live (TTL) attribute stores a Unix epoch timestamp, and DynamoDB deletes items within 48 hours of expiration at no cost.","Amazon DynamoDB is the correct choice because it provides single-digit millisecond (sub-millisecond with DAX) read latency for session data and has a built-in Time to Live (TTL) feature that automatically deletes expired sessions. The developer sets a TTL attribute with a Unix epoch timestamp 30 minutes in the future on each session access, and DynamoDB automatically removes expired items without any application cleanup code, cron jobs, or additional cost. ElastiCache could work but requires cluster management, while DynamoDB is fully serverless."
"DVA-C02","A developer needs to implement environment-specific configuration for a Lambda function deployed across dev, staging, and production. Database connection strings, feature flags, and log levels must differ per environment without modifying the function code or redeploying between stages.","AWS Lambda Environment Variables|AWS Systems Manager Parameter Store|AWS Secrets Manager|AWS AppConfig|Amazon S3|AWS CloudFormation|Amazon DynamoDB","AWS Lambda Environment Variables|AWS Systems Manager Parameter Store","Lambda natively supports key-value pairs that are set per function version and accessible via process.env or os.environ.","For dynamic configuration that changes without redeployment, a hierarchical parameter store supports paths like /prod/db/connection-string.","AWS Lambda Environment Variables provide the simplest mechanism for stage-specific configuration — each function alias (dev, staging, prod) points to a version with its own environment variables for log levels and feature flags, requiring no code changes. AWS Systems Manager Parameter Store complements this by storing configuration that may change between deployments (like database connection strings) in a hierarchical path structure (/dev/db/host, /prod/db/host), allowing the Lambda function to fetch the latest values at runtime without redeployment."
"DVA-C02","A developer needs to implement authentication and authorization for a GraphQL API. The API must support multiple auth methods: API keys for public queries, Cognito User Pools for authenticated users, and IAM roles for service-to-service calls. Real-time subscriptions must push updates to connected clients.","AWS AppSync|Amazon API Gateway|Amazon Cognito|AWS IAM|AWS Lambda|Amazon DynamoDB|Amazon SNS","Amazon Cognito|AWS AppSync|Amazon DynamoDB","AWS offers a managed GraphQL service that natively supports multiple simultaneous authorization modes on a single API.","This service has built-in real-time subscription support over WebSockets without requiring custom connection management.","Amazon Cognito User Pools handles user authentication and issues JWT tokens for the authenticated user auth mode. AWS AppSync provides the managed GraphQL API with native support for multiple simultaneous authorization modes — API keys for public access, Cognito for authenticated users, and IAM for service-to-service calls — plus built-in real-time subscriptions over WebSockets. Amazon DynamoDB serves as the data source through AppSync resolvers, with VTL or JavaScript resolver mapping templates translating GraphQL operations into DynamoDB queries."
"DVA-C02","A developer needs to implement a Lambda function that reads from a DynamoDB Stream. The function must process batches of 100 records, handle partial failures by retrying only the failed records (not the entire batch), and split oversized batches that exceed the 6 MB payload limit.","Amazon DynamoDB Streams|AWS Lambda|Amazon SQS|Amazon Kinesis|Amazon EventBridge|AWS Step Functions|Amazon SNS","Amazon DynamoDB Streams|AWS Lambda|Amazon SQS","Lambda's event source mapping for DynamoDB Streams supports a ReportBatchItemFailures response type for partial batch handling.","The bisectBatchOnFunctionError setting automatically splits oversized or failing batches in half for retry.","Amazon DynamoDB Streams captures item-level changes and Lambda's event source mapping polls the stream in batches of 100. AWS Lambda processes each batch and returns a ReportBatchItemFailures response containing only the failed record sequence numbers, so Lambda retries only those specific records instead of the entire batch. The bisectBatchOnFunctionError configuration automatically splits batches that fail due to size limits, and an Amazon SQS dead-letter queue captures records that exhaust all retry attempts for investigation."
"DVA-C02","A developer needs to implement a multi-step order processing workflow: validate the order, charge the payment, reserve inventory, and send confirmation. If the payment charge succeeds but inventory reservation fails, the payment must be automatically refunded using a compensation (saga) pattern.","AWS Step Functions|AWS Lambda|Amazon SQS|Amazon SNS|Amazon EventBridge|AWS Glue|Amazon API Gateway","Amazon API Gateway|AWS Step Functions|AWS Lambda","A serverless workflow orchestrator supports the saga pattern with built-in Catch blocks that trigger compensation steps on failure.","Step Functions Express Workflows handle high-volume, short-duration orchestrations; Standard Workflows suit long-running sagas.","Amazon API Gateway receives the order request and synchronously invokes the workflow. AWS Step Functions orchestrates the multi-step saga pattern — each step (validate, charge, reserve, confirm) is defined as a state with Catch blocks that trigger compensation Lambda functions (like refund payment) when downstream steps fail. AWS Lambda executes each individual step's business logic, and Step Functions manages the state machine transitions, error handling, retries, and compensation rollbacks automatically."
"DVA-C02","A developer needs to implement a caching strategy for an API Gateway REST API to reduce Lambda invocations and improve response times. Frequently requested product catalog data should be cached for 5 minutes, but individual user profile requests must always bypass the cache and hit the backend.","Amazon API Gateway|Amazon ElastiCache|Amazon CloudFront|AWS Lambda|Amazon DynamoDB|Amazon DAX|Amazon S3","Amazon API Gateway|AWS Lambda|Amazon DynamoDB","API Gateway has built-in stage-level caching that can be enabled per method with configurable TTL values.","Individual methods can override the stage cache setting — enable caching on GET /products but disable it on GET /users/{id}.","Amazon API Gateway's built-in stage cache is enabled with a 5-minute TTL for the GET /products endpoint, serving repeated catalog requests directly from the cache without invoking Lambda. The GET /users/{id} method overrides the stage cache setting with 'caching disabled,' ensuring every user profile request bypasses the cache and invokes AWS Lambda to fetch fresh data from Amazon DynamoDB. This per-method cache control eliminates the need for external caching infrastructure like ElastiCache or CloudFront for this use case."
"DVA-C02","A developer needs to encrypt sensitive data in a DynamoDB table using client-side encryption. The application must encrypt specific attributes (like SSN and credit card) before writing to DynamoDB, while leaving non-sensitive attributes (like name and email) as plaintext for querying.","AWS KMS|Amazon DynamoDB|AWS CloudHSM|AWS Encryption SDK|Amazon DynamoDB Encryption Client|AWS Secrets Manager|AWS IAM","AWS KMS|Amazon DynamoDB Encryption Client|Amazon DynamoDB","Client-side encryption means the data is encrypted BEFORE it reaches DynamoDB — the database never sees plaintext sensitive values.","The DynamoDB Encryption Client supports attribute-level actions: ENCRYPT_AND_SIGN, SIGN_ONLY, or DO_NOTHING per attribute.","AWS KMS provides the encryption keys (CMKs) used as the wrapping key material for the client-side encryption process. The Amazon DynamoDB Encryption Client intercepts write operations and encrypts specific attributes (SSN, credit card) using ENCRYPT_AND_SIGN action while leaving non-sensitive attributes (name, email) with SIGN_ONLY or DO_NOTHING, enabling them to remain queryable as plaintext. Amazon DynamoDB stores the items with encrypted attribute values, ensuring sensitive data is never visible in plaintext at rest or in transit to the database."
"DVA-C02","A developer needs to implement a Lambda function that processes messages from an SQS queue. During peak hours, the function must scale to process thousands of messages per second, but during off-peak hours, it should scale down to zero to minimize costs. They need to control the maximum concurrency to protect a downstream database.","Amazon SQS|AWS Lambda|Amazon EC2 Auto Scaling|Amazon ECS|AWS Step Functions|Amazon EventBridge|Amazon Kinesis","Amazon SQS|AWS Lambda","Lambda automatically polls SQS and scales the number of concurrent executions based on queue depth.","The MaximumConcurrency setting on the SQS event source mapping limits how many concurrent Lambda invocations can run simultaneously.","Amazon SQS queues the messages and Lambda's event source mapping automatically polls the queue, scaling up concurrent executions as the queue depth increases during peak hours and scaling to zero when the queue is empty during off-peak. AWS Lambda's reserved concurrency or the MaximumConcurrency setting on the event source mapping caps the number of simultaneous invocations, protecting the downstream database from being overwhelmed. This fully serverless pattern requires no capacity planning — Lambda manages all scaling automatically based on queue metrics."
