"examCode","scenarioDescription","toolboxServices","correctPipelineOrder","hint","hint2","explanation"
"SAA-C03","A data analytics team needs to run complex SQL queries across petabytes of structured data from multiple sources (sales, inventory, customer). They need columnar storage for fast aggregation queries, automatic scaling, and the ability to query data in their S3 data lake without loading it into the warehouse.","Amazon Redshift|Amazon Redshift Spectrum|Amazon Athena|Amazon S3|AWS Glue|Amazon RDS|Amazon EMR","Amazon S3|AWS Glue|Amazon Redshift|Amazon Redshift Spectrum","A data catalog service crawls your S3 data lake to automatically discover schemas and create metadata tables.","Redshift Spectrum extends your warehouse queries to S3 without loading data, using the Glue Data Catalog as its metastore.","Data from multiple sources lands in Amazon S3 as the central data lake. AWS Glue crawlers discover the schema and populate the Glue Data Catalog with metadata tables. Amazon Redshift provides the columnar data warehouse for loaded, frequently-queried structured data with automatic scaling (RA3 nodes or Serverless). Amazon Redshift Spectrum extends Redshift SQL queries to the S3 data lake using the Glue Data Catalog, enabling federated queries across warehouse and lake data without ETL loading."
"SAA-C03","A company wants to restrict all S3 buckets in their organization to only allow encrypted uploads, block public access, and ensure no bucket can be created outside of approved AWS regions. These policies must apply automatically to all current and future accounts.","AWS Organizations SCPs|Amazon S3 Block Public Access|AWS Config|AWS CloudFormation StackSets|AWS IAM|Amazon Macie|AWS Control Tower","AWS Organizations SCPs|Amazon S3 Block Public Access|AWS Config","Service Control Policies (SCPs) set permission guardrails at the organization level that no IAM policy in member accounts can override.","AWS Config rules continuously evaluate resource compliance and can auto-remediate non-compliant S3 buckets.","AWS Organizations SCPs enforce preventive guardrails — denying s3:CreateBucket outside approved regions and denying s3:PutObject without encryption headers — across all member accounts, and no IAM policy can override these restrictions. Amazon S3 Block Public Access is enabled at the organization level to prevent any bucket from being made public. AWS Config rules provide detective controls, continuously evaluating all S3 buckets for compliance (encryption, public access, region) and triggering auto-remediation via Lambda for any non-compliant resources."
"SAA-C03","A gaming company needs to store player session state that must be accessible with sub-millisecond latency. During peak events, read traffic spikes 10x. The data store must automatically scale read capacity without application changes and support automatic cache invalidation when data is updated.","Amazon DynamoDB|Amazon DynamoDB Accelerator (DAX)|Amazon ElastiCache Redis|Amazon RDS|Amazon Aurora|Amazon MemoryDB|Amazon Neptune","Amazon DynamoDB|Amazon DynamoDB Accelerator (DAX)","DynamoDB provides single-digit millisecond latency, but a purpose-built caching layer in front of it delivers sub-millisecond reads.","DAX is a fully managed, DynamoDB-compatible cache that requires zero application code changes — just point the SDK to the DAX endpoint.","Amazon DynamoDB stores the player session state with on-demand capacity mode for automatic write scaling. Amazon DynamoDB Accelerator (DAX) sits in front of DynamoDB as a fully managed, write-through cache that delivers sub-millisecond read latency — it automatically invalidates cached items when the underlying DynamoDB data is updated, and scales read capacity to handle 10x traffic spikes. DAX is API-compatible with DynamoDB, requiring only an endpoint change in the application SDK with zero code modifications."
"SAA-C03","A company needs to connect their on-premises data center to AWS with a dedicated, private 1 Gbps connection for consistent network performance. They also need a backup connection that activates automatically if the primary fails, and all traffic must stay off the public internet.","AWS Direct Connect|AWS Site-to-Site VPN|AWS Transit Gateway|Amazon VPC|AWS Global Accelerator|Amazon CloudFront|AWS PrivateLink","AWS Direct Connect|AWS Transit Gateway|AWS Site-to-Site VPN","Direct Connect provides a dedicated physical connection with consistent latency and throughput, unlike internet-based connections.","A Site-to-Site VPN over the internet serves as an automatic failover backup when the Direct Connect link goes down.","AWS Direct Connect establishes the primary dedicated 1 Gbps private connection from the on-premises data center to AWS, providing consistent network performance without traversing the public internet. AWS Transit Gateway acts as the central hub connecting the Direct Connect gateway and VPN attachments to multiple VPCs. AWS Site-to-Site VPN provides the encrypted backup connection over the internet that automatically activates via BGP failover when the Direct Connect link fails, ensuring high availability of the hybrid connectivity."
"SAA-C03","A company needs to run a tightly-coupled High Performance Computing (HPC) workload for computational fluid dynamics simulations. The workload requires low-latency inter-node communication, shared POSIX-compliant file storage accessible by all compute nodes, and the ability to scale to 1,000 instances for burst jobs.","Amazon EC2 (Cluster Placement Group)|Amazon FSx for Lustre|Amazon EFS|Amazon S3|AWS Batch|AWS ParallelCluster|Elastic Fabric Adapter (EFA)","AWS Batch|Amazon EC2 (Cluster Placement Group)|Elastic Fabric Adapter (EFA)|Amazon FSx for Lustre","A managed batch computing service automatically provisions and scales the optimal compute resources for HPC job queues.","Elastic Fabric Adapter (EFA) provides OS-bypass networking for MPI-based inter-node communication with latency comparable to on-premises HPC clusters.","AWS Batch manages the HPC job scheduling, automatically provisioning Amazon EC2 instances in a Cluster Placement Group that co-locates instances on the same underlying hardware for the lowest possible network latency. Elastic Fabric Adapter (EFA) enables OS-bypass networking for the tightly-coupled MPI communication between compute nodes, achieving latency comparable to on-premises InfiniBand clusters. Amazon FSx for Lustre provides the high-performance POSIX-compliant parallel file system that all 1,000 compute nodes can access simultaneously with sub-millisecond latencies and hundreds of GB/s throughput."
"SAA-C03","A company wants to decouple their order processing system. When an order is placed, it must trigger three independent downstream services simultaneously: inventory update, payment processing, and email notification. Each service must process independently and failures in one must not affect the others.","Amazon SNS|Amazon SQS|AWS Lambda|Amazon EventBridge|Amazon MQ|Amazon Kinesis|AWS Step Functions","Amazon SNS|Amazon SQS|AWS Lambda","A pub/sub service can fan out a single message to multiple independent subscriber endpoints simultaneously.","Each downstream service should have its own SQS queue subscription to process independently with isolated failure handling and retry logic.","Amazon SNS receives the order event and fans it out simultaneously to three Amazon SQS queue subscriptions — one for each downstream service (inventory, payment, email). Each Amazon SQS queue buffers messages independently, ensuring that a failure in one service (e.g., payment) does not block or affect the others, with independent retry policies and dead-letter queues per service. AWS Lambda functions poll each SQS queue to execute the respective business logic, completing the fully decoupled, fault-isolated fan-out architecture."
"SAA-C03","A company needs to host a static single-page application (React) with a custom domain name, HTTPS, and global low-latency delivery. The solution must redirect HTTP to HTTPS, support client-side routing (returning index.html for all paths), and cost as little as possible.","Amazon S3|Amazon CloudFront|AWS Certificate Manager (ACM)|Amazon Route 53|Amazon EC2|Elastic Load Balancing (ALB)|AWS Amplify","Amazon Route 53|Amazon CloudFront|AWS Certificate Manager (ACM)|Amazon S3","S3 static website hosting combined with CloudFront provides the lowest-cost architecture for serving static web applications globally.","ACM provides free public SSL/TLS certificates, but for CloudFront, the certificate must be created in us-east-1 regardless of your primary region.","Amazon Route 53 resolves the custom domain name with an alias record pointing to the CloudFront distribution. Amazon CloudFront serves as the global CDN with HTTP-to-HTTPS redirect configured in the viewer protocol policy, and a custom error response returning index.html for 403/404 errors to support client-side routing. AWS Certificate Manager (ACM) provides a free SSL/TLS certificate (created in us-east-1 for CloudFront). Amazon S3 hosts the static React build files as the CloudFront origin, providing the lowest-cost serverless hosting architecture."
"SAA-C03","A company processes sensitive customer PII data and must ensure that EC2 instances in the private subnet can access S3 and DynamoDB without any traffic traversing the public internet. They also need to access AWS Systems Manager for instance management without public IPs or NAT gateways.","VPC Gateway Endpoint|VPC Interface Endpoint (PrivateLink)|NAT Gateway|AWS Systems Manager|Amazon S3|Amazon DynamoDB|Internet Gateway","VPC Gateway Endpoint|VPC Interface Endpoint (PrivateLink)|AWS Systems Manager","S3 and DynamoDB support free Gateway Endpoints that route traffic through the AWS private network via route table entries.","Systems Manager requires Interface Endpoints (PrivateLink) for ssm, ssmmessages, and ec2messages to work without internet access.","VPC Gateway Endpoints are created for Amazon S3 and Amazon DynamoDB — these are free, route-table-based endpoints that keep all traffic on the AWS private network without requiring NAT gateways or internet access. VPC Interface Endpoints (PrivateLink) are created for AWS Systems Manager services (ssm, ssmmessages, ec2messages), providing private ENI-based connectivity for instance management. AWS Systems Manager Session Manager then enables secure shell access and patch management for the private EC2 instances without public IPs, NAT gateways, or bastion hosts."
"SAA-C03","A company needs to migrate 200 on-premises virtual machines to AWS within 90 days. They need to discover their current server inventory, analyze dependencies between servers, generate a migration plan, and perform the actual lift-and-shift rehosting with minimal downtime.","AWS Application Discovery Service|AWS Migration Hub|AWS Application Migration Service (MGN)|AWS Server Migration Service|Amazon EC2|AWS DataSync|AWS Transfer Family","AWS Application Discovery Service|AWS Migration Hub|AWS Application Migration Service (MGN)|Amazon EC2","Before migrating, you need to discover what servers exist and map their network dependencies to plan migration waves.","Application Migration Service (MGN) performs continuous block-level replication, enabling cutover with minutes of downtime.","AWS Application Discovery Service deploys agents on the 200 on-premises VMs to collect server specifications, performance data, and network dependency mappings. AWS Migration Hub aggregates the discovery data and provides a central dashboard to plan migration waves based on application dependencies and prioritization. AWS Application Migration Service (MGN) performs continuous block-level replication of each server to AWS, enabling non-disruptive testing and final cutover with minutes of downtime. The migrated workloads run on Amazon EC2 instances in the target AWS environment."
"SAA-C03","A company runs a microservices application on Amazon ECS Fargate. They need to implement service-to-service authentication, encrypt all inter-service traffic with mutual TLS, control traffic routing for canary deployments, and gain observability into service communication without modifying application code.","AWS App Mesh|Amazon ECS Fargate|AWS X-Ray|Amazon Route 53|Elastic Load Balancing (ALB)|AWS Cloud Map|Amazon API Gateway","AWS Cloud Map|AWS App Mesh|Amazon ECS Fargate|AWS X-Ray","A service mesh provides sidecar proxies (Envoy) that handle mTLS, traffic routing, and observability transparently without application code changes.","Cloud Map provides service discovery that App Mesh uses to locate and route traffic between microservices dynamically.","AWS Cloud Map provides service discovery, registering each microservice's endpoints so App Mesh can dynamically locate services. AWS App Mesh deploys Envoy sidecar proxies alongside each Amazon ECS Fargate task, transparently handling mutual TLS encryption, service-to-service authentication, and weighted traffic routing for canary deployments — all without modifying application code. AWS X-Ray integrates with the App Mesh Envoy proxies to provide distributed tracing and observability into all service-to-service communication patterns, latencies, and error rates."
"SAA-C03","A company needs to build a data lake that ingests raw data from multiple sources (databases, SaaS applications, streaming), catalogs the data automatically, transforms it into analytics-ready formats (Parquet), and makes it queryable via standard SQL without managing any servers.","Amazon S3|AWS Glue|AWS Lake Formation|Amazon Athena|Amazon Redshift|Amazon EMR|AWS Data Pipeline","AWS Lake Formation|Amazon S3|AWS Glue|Amazon Athena","Lake Formation simplifies data lake setup by centralizing permissions, data ingestion, and catalog management in a single service.","Glue ETL jobs can convert raw CSV/JSON data into columnar Parquet format, dramatically improving Athena query performance and reducing costs.","AWS Lake Formation orchestrates the data lake creation — configuring S3 storage, setting up fine-grained access controls, and ingesting data from multiple sources (databases via JDBC, streaming, SaaS connectors). Amazon S3 serves as the durable, scalable storage layer for the data lake. AWS Glue crawlers automatically discover schemas and populate the Data Catalog, while Glue ETL jobs transform raw data into optimized Parquet format. Amazon Athena provides serverless SQL queries directly over the S3 data lake using the Glue Data Catalog, with no infrastructure to manage."
