"examCode","scenarioDescription","toolboxServices","correctPipelineOrder","hint","hint2","explanation"
"AIF-C01","A hospital system wants to predict patient readmission risk within 30 days of discharge. They have structured EHR data and need to automatically build, train, and compare multiple ML models without writing code, then deploy the best-performing model.","Amazon SageMaker Autopilot|Amazon SageMaker|Amazon HealthLake|Amazon S3|Amazon Bedrock|Amazon Comprehend Medical|AWS Glue","Amazon S3|AWS Glue|Amazon SageMaker Autopilot","Structured EHR data often needs to be cleaned and transformed before it can be used for ML training.","Look for the SageMaker feature that automatically trains and tunes multiple models and selects the best one — no coding required.","Structured EHR data is stored in Amazon S3 as the central data repository. AWS Glue performs ETL (extract, transform, load) to clean, normalize, and prepare the data into a format suitable for ML training. Amazon SageMaker Autopilot then automatically explores the data, engineers features, trains multiple candidate models, ranks them by performance, and deploys the best one — all without requiring the team to write ML code."
"AIF-C01","A pharmaceutical company needs to analyze thousands of medical research papers to extract mentions of drug names, dosages, medical conditions, and treatment outcomes. The extracted entities must be stored in a knowledge graph for researchers to query.","Amazon Comprehend Medical|Amazon Comprehend|Amazon Neptune|Amazon Textract|Amazon S3|Amazon Bedrock|Amazon Kendra","Amazon S3|Amazon Comprehend Medical|Amazon Neptune","The research papers are text-based, so start with a storage service, not an OCR service.","Medical-specific entity extraction requires a specialized NLP service, not the general-purpose one.","Medical research papers are stored in Amazon S3. Amazon Comprehend Medical is the correct choice over standard Amazon Comprehend because it is specifically trained to extract medical entities such as drug names (RxNorm), conditions (ICD-10), dosages, and treatment outcomes from unstructured medical text. The extracted entities and their relationships are then stored in Amazon Neptune, a managed graph database ideal for building a knowledge graph that researchers can traverse and query to discover connections between drugs, conditions, and outcomes."
"AIF-C01","An insurance company wants to detect fraudulent claims by analyzing both structured claims data and unstructured adjuster notes. They need to identify anomalous patterns in the data and flag suspicious claims for investigation without building a custom ML model.","Amazon Fraud Detector|Amazon SageMaker|Amazon Comprehend|Amazon S3|AWS Lambda|Amazon Macie|Amazon Lookout for Metrics","Amazon S3|Amazon Comprehend|Amazon Fraud Detector","Unstructured adjuster notes need NLP processing before they can be combined with structured data for fraud analysis.","AWS offers a purpose-built, fully managed service specifically designed for online fraud detection.","Claims data and adjuster notes are stored in Amazon S3. Amazon Comprehend processes the unstructured adjuster notes to extract sentiment, key phrases, and entities, converting them into structured features that can be combined with the existing structured claims data. Amazon Fraud Detector is then used because it is a fully managed service purpose-built for fraud detection — it automatically trains models on the combined feature set using proven fraud detection algorithms without requiring custom ML expertise, and it returns risk scores for each claim."
"AIF-C01","A logistics company wants to optimize delivery routes by predicting package delivery times. They have GPS telemetry streaming from 10,000 delivery vehicles and need to process this data in real-time, enrich it with weather data, and feed it into a pre-trained ML model for inference.","Amazon Kinesis Data Streams|Amazon Kinesis Data Firehose|AWS Lambda|Amazon SageMaker|Amazon S3|Amazon Location Service|Amazon Managed Streaming for Apache Kafka","Amazon Kinesis Data Streams|AWS Lambda|Amazon SageMaker","High-volume, real-time telemetry from thousands of vehicles requires a streaming ingestion service.","A serverless compute layer is needed between ingestion and inference to enrich the GPS data with external weather information.","Amazon Kinesis Data Streams ingests the high-volume, real-time GPS telemetry from 10,000 vehicles, providing the necessary throughput and low-latency buffering. AWS Lambda consumes records from the Kinesis stream and enriches each data point with weather data from an external API, preparing the feature vector for prediction. The enriched data is then sent to an Amazon SageMaker real-time inference endpoint hosting the pre-trained delivery time prediction model, which returns estimated delivery times."
"AIF-C01","A government agency wants to make their archived video press conferences searchable by topic. They need to extract speech from videos, identify key topics discussed, and enable officials to search across years of content using natural language queries.","Amazon Transcribe|Amazon Comprehend|Amazon Kendra|Amazon Rekognition|Amazon S3|Amazon Polly|Amazon Translate","Amazon S3|Amazon Transcribe|Amazon Comprehend|Amazon Kendra","Before any text analysis can happen, the audio from the video files must be converted to text.","After extracting topics from transcripts, a managed intelligent search service enables natural language querying.","Archived video files are stored in Amazon S3. Amazon Transcribe extracts speech from the video audio tracks and produces text transcripts. Amazon Comprehend performs topic modeling and key phrase extraction on the transcripts, enriching them with metadata about what was discussed. Amazon Kendra then indexes the enriched transcripts and provides an intelligent search experience, allowing officials to ask natural language questions and receive precise answers from across years of press conference content."
"AIF-C01","A bank wants to automate mortgage application processing. Applicants upload scanned documents including pay stubs, tax returns, and ID cards. The system must extract text from scans, verify identity documents against a selfie photo, and store verified data for underwriting.","Amazon Textract|Amazon Rekognition|Amazon S3|Amazon DynamoDB|Amazon Comprehend|Amazon Lex|AWS Lambda","Amazon S3|Amazon Textract|Amazon Rekognition|Amazon DynamoDB","Scanned financial documents require OCR to extract structured text data like names, amounts, and dates.","Comparing an ID card photo against a selfie requires a computer vision service with face comparison capabilities.","Uploaded scanned documents and selfie photos are stored in Amazon S3. Amazon Textract extracts structured text, tables, and form data from the pay stubs, tax returns, and ID cards using OCR. Amazon Rekognition then performs face comparison between the ID card photo and the applicant's selfie to verify identity, using its CompareFaces API. The verified extracted data and identity confirmation results are stored in Amazon DynamoDB for the underwriting team to review and process the mortgage application."
"AIF-C01","A music streaming service wants to generate personalized playlists for millions of users based on their listening history. They need a managed service that handles the full ML lifecycle for recommendations without requiring the team to select algorithms or manage infrastructure.","Amazon Personalize|Amazon SageMaker|Amazon S3|Amazon Bedrock|Amazon Kinesis Data Firehose|Amazon DynamoDB|Amazon EMR","Amazon S3|Amazon Personalize|Amazon DynamoDB","User interaction data (listening history) must be formatted and stored before the recommendation service can train on it.","AWS offers a fully managed recommendation service that automatically selects the best algorithm — no ML expertise needed.","Historical listening data is formatted as user-item interactions and stored in Amazon S3. Amazon Personalize is the correct choice over SageMaker because it is a fully managed recommendation service that automatically selects the optimal algorithm (e.g., User-Personalization, HRNN), trains the model, and creates a campaign for real-time recommendations — all without requiring ML expertise or infrastructure management. The generated playlist recommendations are cached in Amazon DynamoDB for low-latency retrieval when users open the app."
"AIF-C01","An autonomous vehicle company needs to train a deep learning model on petabytes of driving video data. Training requires distributed computing across multiple GPU instances and must be cost-optimized using spot instances with automatic checkpointing.","Amazon SageMaker|Amazon EC2 P4d Instances|Amazon S3|Amazon FSx for Lustre|AWS Batch|Amazon Bedrock|Amazon ECS","Amazon S3|Amazon FSx for Lustre|Amazon SageMaker","Petabytes of video data need high-throughput storage, but training jobs need even faster file-system access.","A high-performance parallel file system can be lazily linked to S3 to provide the throughput GPUs need during training.","Petabytes of driving video data are stored durably in Amazon S3. Amazon FSx for Lustre is mounted as a high-performance parallel file system that lazily loads data from S3, providing the sub-millisecond latency and hundreds of GB/s throughput that distributed GPU training requires. Amazon SageMaker orchestrates the distributed training job across multiple GPU instances, natively supporting managed spot training with automatic checkpointing to reduce costs by up to 90% while ensuring training resumes seamlessly after interruptions."
"AIF-C01","A contact center wants to analyze recorded customer calls to identify common complaints, measure agent performance, and detect calls where customers expressed frustration. They need an end-to-end solution that handles transcription, sentiment analysis, and generates actionable insights.","Amazon Transcribe Call Analytics|Amazon Connect|Amazon Comprehend|Amazon QuickSight|Amazon S3|Amazon Lex|Amazon Polly","Amazon S3|Amazon Transcribe Call Analytics|Amazon QuickSight","Recorded call audio files need to be stored before they can be analyzed by a speech analytics service.","AWS offers a specialized version of its transcription service built specifically for call center audio with built-in sentiment and issue detection.","Recorded call audio files are stored in Amazon S3. Amazon Transcribe Call Analytics is the correct choice over separate Transcribe + Comprehend because it is purpose-built for contact center audio — it performs transcription, speaker diarization, sentiment analysis per turn, issue detection, and call summarization in a single API call. Amazon QuickSight then visualizes the aggregated analytics, enabling managers to identify trending complaints, measure agent sentiment scores, and track customer satisfaction metrics through interactive dashboards."
"AIF-C01","A cybersecurity firm wants to build a threat intelligence system that continuously monitors network logs, detects anomalous patterns indicating potential breaches, and automatically triggers remediation workflows when threats are identified.","Amazon GuardDuty|Amazon SageMaker|Amazon S3|AWS Lambda|AWS Step Functions|Amazon Macie|Amazon Detective","Amazon GuardDuty|AWS Lambda|AWS Step Functions","AWS provides a managed threat detection service that continuously monitors logs from VPC Flow Logs, CloudTrail, and DNS logs.","After a threat is detected, a serverless function evaluates severity before triggering a multi-step remediation workflow.","Amazon GuardDuty continuously monitors network logs (VPC Flow Logs, CloudTrail, DNS logs) using ML-based anomaly detection and threat intelligence feeds to identify potential security threats. When GuardDuty generates a finding, AWS Lambda is triggered via EventBridge to evaluate the threat severity and enrich the finding with additional context. AWS Step Functions then orchestrates the automated remediation workflow — such as isolating compromised instances, revoking credentials, and notifying the security team — ensuring a consistent, auditable response to each threat type."
