"examCode","scenarioDescription","toolboxServices","correctPipelineOrder","hint","hint2","explanation"
"SAO-C02","A company needs to securely share VPC resources (subnets, transit gateway, Route 53 resolver rules) from a central networking account to 150 workload accounts without VPC peering. Resources must be shared automatically when new accounts join specific OUs, and sharing must be revocable.","AWS RAM (Resource Access Manager)|AWS Organizations|AWS Transit Gateway|Amazon Route 53 Resolver|VPC Peering|AWS PrivateLink|AWS CloudFormation StackSets","AWS Organizations|AWS RAM (Resource Access Manager)|AWS Transit Gateway|Amazon Route 53 Resolver","RAM integrates with Organizations to automatically share resources with entire OUs — new accounts inherit shares immediately.","Transit Gateway attachments shared via RAM allow workload accounts to connect their VPCs without managing individual peering connections.","AWS Organizations provides the OU structure that defines which accounts receive shared resources. AWS RAM (Resource Access Manager) shares Transit Gateway, subnets, and Route 53 Resolver rules from the networking account to specific OUs — new accounts joining those OUs automatically inherit the shared resources without manual intervention. AWS Transit Gateway provides hub-and-spoke connectivity for all 150 workload accounts through the shared attachment, and Amazon Route 53 Resolver rules (shared via RAM) enable centralized DNS resolution across the entire organization."
"SAO-C02","A company needs to implement automated security incident response. When GuardDuty detects a compromised EC2 instance (cryptocurrency mining), the system must automatically isolate the instance, capture forensic evidence (memory dump, disk snapshot), and create a ticket — all within 5 minutes.","Amazon GuardDuty|Amazon EventBridge|AWS Lambda|AWS Step Functions|Amazon EC2|AWS Systems Manager|AWS Security Hub","Amazon GuardDuty|Amazon EventBridge|AWS Step Functions|AWS Lambda|AWS Systems Manager","GuardDuty generates findings for cryptocurrency mining detection (CryptoCurrency:EC2/BitcoinTool.B) that trigger automated workflows.","Step Functions orchestrates the multi-step forensic workflow — isolation, evidence capture, and ticketing — with error handling and parallel execution.","Amazon GuardDuty detects the compromised instance via CryptoCurrency findings and publishes to Amazon EventBridge. EventBridge matches the finding type and triggers AWS Step Functions, which orchestrates the incident response workflow with parallel branches. AWS Lambda functions execute isolation (replacing the security group with a forensic isolation SG that blocks all traffic), while AWS Systems Manager Run Command captures memory dumps and creates EBS snapshots for forensic analysis — all completing within the 5-minute SLA."
"SAO-C02","A company needs to implement a self-service infrastructure provisioning portal for development teams. Products must be pre-approved, version-controlled, and constrained to specific regions and instance types. Teams should only see products approved for their business unit, and all provisioned resources must be tagged automatically.","AWS Service Catalog|AWS CloudFormation|AWS Organizations|AWS IAM|AWS Config|AWS Control Tower|AWS Proton","AWS Service Catalog|AWS CloudFormation|AWS Organizations|AWS Config","Service Catalog provides a curated portfolio of pre-approved products that teams can self-service provision with launch constraints.","Launch constraints in Service Catalog execute CloudFormation with an admin role, so developers don't need direct infrastructure permissions.","AWS Service Catalog creates portfolios of pre-approved products (EC2 environments, RDS databases, EKS clusters) with launch constraints limiting regions, instance types, and enforcing mandatory tags — portfolios are shared to specific OUs so teams only see their approved products. AWS CloudFormation templates define the infrastructure with parameterized constraints, and Service Catalog's launch role executes deployments with elevated permissions so developers don't need direct IAM access. AWS Organizations enables portfolio sharing across OUs, and AWS Config validates that all provisioned resources maintain compliance with tagging and configuration rules."
"SAO-C02","A company needs to implement blue/green deployments for their Aurora PostgreSQL database during major schema migrations. The migration must support rollback capability, maintain read traffic during migration, and validate the new schema with production traffic before full cutover.","Amazon Aurora Blue/Green Deployments|Amazon Aurora Read Replicas|Amazon RDS Proxy|AWS DMS|Amazon Route 53|AWS Lambda|Amazon CloudWatch","Amazon Aurora Blue/Green Deployments|Amazon RDS Proxy|Amazon CloudWatch|Amazon Route 53","Aurora Blue/Green Deployments create a staging environment (green) that stays synchronized with production (blue) via logical replication.","RDS Proxy maintains persistent database connections, enabling seamless switchover between blue and green environments without application connection drops.","Amazon Aurora Blue/Green Deployments create a synchronized green environment where schema migrations are applied and tested while the blue production cluster continues serving traffic. Amazon RDS Proxy sits in front of both environments, maintaining connection pooling that enables seamless switchover without application-side connection string changes or drops. Amazon CloudWatch monitors key metrics (replication lag, query latency, error rates) on the green environment to validate the new schema under production traffic patterns. Amazon Route 53 weighted routing can gradually shift read traffic to validate before full cutover, with instant rollback by switching back to blue."
"SAO-C02","A company needs to implement chaos engineering practices to validate their application's resilience. They need to simulate AZ failures, inject CPU stress on specific EC2 instances, throttle DynamoDB tables, and measure the blast radius — all with automatic stop conditions to prevent production impact.","AWS Fault Injection Simulator (FIS)|Amazon CloudWatch|AWS Systems Manager|Amazon EventBridge|AWS Resilience Hub|AWS Lambda|Amazon DevOps Guru","AWS Resilience Hub|AWS Fault Injection Simulator (FIS)|Amazon CloudWatch|AWS Systems Manager","Resilience Hub first assesses your application's resiliency posture and identifies weaknesses before you inject faults.","FIS experiments include stop conditions tied to CloudWatch alarms that automatically halt the experiment if impact exceeds safe thresholds.","AWS Resilience Hub analyzes the application architecture, identifies single points of failure, and recommends resiliency improvements — establishing the baseline before chaos testing. AWS Fault Injection Simulator (FIS) runs controlled experiments — simulating AZ failures, injecting CPU stress via SSM Agent, and throttling DynamoDB — with stop conditions tied to CloudWatch alarms that automatically halt experiments if error rates or latency exceed safe thresholds. Amazon CloudWatch monitors the blast radius in real-time during experiments, and AWS Systems Manager executes the fault injection actions on target EC2 instances via SSM Agent."
"SAO-C02","A company needs to implement a multi-account strategy where each business unit gets isolated accounts for dev, staging, and production. Accounts must be provisioned automatically with baseline security controls, networking, and logging — and decommissioned cleanly when no longer needed.","AWS Control Tower|AWS Control Tower Account Factory|AWS Organizations|AWS CloudFormation StackSets|AWS Service Catalog|AWS SSO (IAM Identity Center)|AWS Config","AWS Control Tower|AWS Control Tower Account Factory|AWS CloudFormation StackSets|AWS SSO (IAM Identity Center)|AWS Config","Control Tower provides the landing zone with pre-configured guardrails, logging, and security baselines for multi-account environments.","Account Factory (or Account Factory for Terraform) automates account provisioning with customizable blueprints for networking, security, and baseline configurations.","AWS Control Tower establishes the landing zone with mandatory guardrails (SCPs), centralized logging (CloudTrail, Config), and the organizational structure. AWS Control Tower Account Factory automates account provisioning with customizable blueprints that include VPC configurations, security baselines, and IAM roles for each environment (dev/staging/prod). AWS CloudFormation StackSets deploy additional standardized resources (monitoring agents, backup policies, compliance rules) across all accounts. AWS SSO (IAM Identity Center) provides federated access with permission sets mapped to OUs, and AWS Config ensures continuous compliance monitoring across all provisioned accounts."
"SAO-C02","A company needs to implement a centralized secrets management strategy. Application secrets (database credentials, API keys) must be automatically rotated, accessed securely from ECS tasks and Lambda functions across 80 accounts, and audited for every access attempt.","AWS Secrets Manager|AWS Systems Manager Parameter Store|AWS KMS|AWS CloudTrail|AWS RAM|AWS IAM|Amazon EventBridge","AWS Secrets Manager|AWS KMS|AWS CloudTrail|Amazon EventBridge","Secrets Manager supports automatic rotation of database credentials using Lambda rotation functions on configurable schedules.","KMS customer-managed keys encrypt secrets at rest, and CloudTrail logs every GetSecretValue API call for complete access auditing.","AWS Secrets Manager stores and automatically rotates database credentials and API keys using built-in Lambda rotation functions on configurable schedules (30, 60, 90 days). AWS KMS customer-managed keys encrypt all secrets at rest with key policies controlling which cross-account roles can decrypt — ECS task roles and Lambda execution roles access secrets via resource-based policies or cross-account IAM roles. AWS CloudTrail logs every GetSecretValue and RotateSecret API call for complete audit trails, and Amazon EventBridge captures rotation failure events to trigger automated alerts and remediation."
"SAO-C02","A company needs to implement automated capacity planning for their Auto Scaling groups. They want to proactively scale based on predicted traffic patterns (daily peaks, weekly cycles) rather than reactively scaling on CPU thresholds, reducing both over-provisioning costs and under-provisioning latency.","AWS Auto Scaling Predictive Scaling|Amazon CloudWatch|AWS Compute Optimizer|AWS Auto Scaling Target Tracking|Amazon Forecast|AWS Trusted Advisor|AWS Cost Explorer","Amazon CloudWatch|AWS Compute Optimizer|AWS Auto Scaling Predictive Scaling|AWS Auto Scaling Target Tracking","Predictive Scaling uses machine learning to analyze 14 days of historical CloudWatch metrics and forecast future capacity needs.","Combining predictive scaling (proactive) with target tracking (reactive) provides both planned capacity and burst handling in a single policy.","Amazon CloudWatch collects the historical CPU, network, and ALB request metrics that feed the ML models. AWS Compute Optimizer analyzes utilization patterns to recommend optimal instance types and sizes before configuring scaling policies. AWS Auto Scaling Predictive Scaling uses ML to analyze 14 days of CloudWatch metric history, identifying daily and weekly traffic patterns to proactively pre-provision capacity before predicted peaks. AWS Auto Scaling Target Tracking provides the reactive safety net — handling unexpected traffic bursts that exceed predictions by scaling based on real-time CPU or request count thresholds."
"SAO-C02","A company needs to implement a Well-Architected Review process across their organization. They want to automatically assess workloads against AWS best practices, track improvement items, prioritize high-risk findings, and measure architectural maturity over time across all business units.","AWS Well-Architected Tool|AWS Trusted Advisor|AWS Security Hub|AWS Config|Amazon QuickSight|AWS Organizations|AWS Service Catalog","AWS Well-Architected Tool|AWS Trusted Advisor|AWS Config|Amazon QuickSight","The Well-Architected Tool provides structured reviews against the six pillars with improvement plans and milestone tracking.","Trusted Advisor checks provide automated validation of specific Well-Architected best practices (security groups, S3 permissions, service limits).","AWS Well-Architected Tool conducts structured reviews of each workload against the six pillars (Operational Excellence, Security, Reliability, Performance, Cost, Sustainability), generating improvement plans with prioritized high-risk items and tracking milestones over time. AWS Trusted Advisor provides automated checks that validate specific best practices identified in the review — open security groups, S3 bucket permissions, service limit utilization. AWS Config provides continuous compliance data showing whether recommended changes have been implemented across accounts. Amazon QuickSight creates executive dashboards visualizing architectural maturity scores, improvement trends, and risk distribution across all business units."
"SAO-C02","A company needs to implement a centralized monitoring and observability platform. They need to collect metrics, logs, and traces from 300 accounts, create cross-account dashboards, implement composite alarms for complex failure scenarios, and enable AIOps for anomaly detection and root cause analysis.","Amazon CloudWatch|Amazon CloudWatch Cross-Account Observability|Amazon DevOps Guru|AWS X-Ray|Amazon Managed Grafana|Amazon OpenSearch Service|AWS Systems Manager OpsCenter","Amazon CloudWatch Cross-Account Observability|Amazon CloudWatch|Amazon DevOps Guru|AWS Systems Manager OpsCenter","Cross-Account Observability creates monitoring and source account links that share metrics, logs, and traces to a central monitoring account.","DevOps Guru uses ML to detect operational anomalies and correlate related findings into actionable insights with recommended remediation.","Amazon CloudWatch Cross-Account Observability establishes monitoring account links across all 300 accounts, enabling centralized access to metrics, logs, and traces without data duplication. Amazon CloudWatch creates cross-account dashboards with composite alarms that evaluate complex multi-metric, multi-account failure conditions (e.g., high latency AND increased errors AND queue depth growth). Amazon DevOps Guru applies ML-based anomaly detection across the aggregated operational data, automatically correlating related anomalies into insights with root cause analysis and remediation recommendations. AWS Systems Manager OpsCenter aggregates the findings into operational items (OpsItems) with runbook associations for structured incident management."
