"examCode","scenarioDescription","toolboxServices","correctPipelineOrder","hint","hint2","explanation"
"MLS-C01","A data science team needs to handle a highly imbalanced dataset for fraud detection where only 0.1% of transactions are fraudulent. They need to apply appropriate sampling techniques during training and select evaluation metrics that are meaningful for rare-event classification.","Amazon SageMaker Processing|Amazon SageMaker XGBoost|Amazon SageMaker Autopilot|SMOTE|Amazon SageMaker Clarify|Amazon SageMaker Experiments|AWS Glue","Amazon SageMaker Processing|Amazon SageMaker XGBoost|Amazon SageMaker Experiments","SageMaker Processing can run custom SMOTE (Synthetic Minority Over-sampling Technique) scripts to balance the training dataset.","For imbalanced classification, use AUC-PR (Precision-Recall) and F1 score instead of accuracy — XGBoost's scale_pos_weight parameter also helps.","Amazon SageMaker Processing runs a custom preprocessing job that applies SMOTE to synthetically oversample the 0.1% fraud class, creating balanced training data without losing majority class information. Amazon SageMaker XGBoost trains the fraud classifier with the scale_pos_weight hyperparameter set to the class imbalance ratio (1000:1) and optimizes for AUC rather than accuracy, since accuracy is misleading at 99.9% class imbalance. Amazon SageMaker Experiments tracks multiple runs with different sampling strategies and evaluation metrics (AUC-PR, F1, recall) to identify the optimal approach."
"MLS-C01","A research team needs to find the optimal hyperparameters for a deep learning model with 15 hyperparameters. Grid search is computationally infeasible, and they want an intelligent search strategy that learns from previous evaluations to converge on the best configuration faster than random search.","Amazon SageMaker Automatic Model Tuning|Amazon SageMaker Experiments|Amazon SageMaker Autopilot|AWS Step Functions|Amazon SageMaker Training|Amazon EC2|AWS Batch","Amazon SageMaker Automatic Model Tuning|Amazon SageMaker Training|Amazon SageMaker Experiments","SageMaker's Automatic Model Tuning (HPO) uses Bayesian optimization by default, which builds a probabilistic model of the objective function.","Bayesian optimization intelligently selects the next hyperparameter combination based on an acquisition function that balances exploration and exploitation.","Amazon SageMaker Automatic Model Tuning (Hyperparameter Optimization) uses Bayesian optimization to intelligently search the 15-dimensional hyperparameter space — it builds a Gaussian Process surrogate model of the objective function and uses an acquisition function to select promising configurations, converging faster than random search. Each configuration launches an Amazon SageMaker Training job that trains and evaluates the model. Amazon SageMaker Experiments logs all tuning trials with their hyperparameters, metrics, and artifacts for comparison and reproducibility."
"MLS-C01","A company needs to deploy a model that receives unpredictable traffic — zero requests for hours, then sudden bursts of 10,000 requests per minute. They want to minimize costs during idle periods (paying nothing when there's no traffic) while still meeting a 1-second latency SLA during bursts.","Amazon SageMaker Serverless Inference|Amazon SageMaker Real-time Inference|Amazon SageMaker Async Inference|Amazon SageMaker Batch Transform|AWS Lambda|Amazon API Gateway|Amazon SageMaker Multi-Model Endpoints","Amazon SageMaker Serverless Inference","A serverless inference option scales to zero when idle and automatically provisions compute when requests arrive.","Serverless Inference has a configurable memory size and max concurrency — but be aware of cold start latency for the first request after idle.","Amazon SageMaker Serverless Inference is the optimal choice for this unpredictable traffic pattern — it scales to zero during idle periods (zero cost) and automatically provisions compute capacity when requests arrive, scaling up to handle burst traffic. The configurable MemorySizeInMB and MaxConcurrency settings allow tuning for the 10,000 requests/minute burst requirement. While cold starts add latency for the first request after idle, subsequent requests within the same burst meet the 1-second SLA, making it the most cost-effective option compared to always-on real-time endpoints."
"MLS-C01","A company needs to label 100,000 images for a computer vision project. They want to use a combination of human annotators and automated ML-assisted labeling to reduce cost and time. Ambiguous images where the ML model is uncertain should be routed to human reviewers.","Amazon SageMaker Ground Truth|Amazon Mechanical Turk|Amazon Rekognition|Amazon Augmented AI (A2I)|AWS Lambda|Amazon SageMaker Autopilot|Amazon Textract","Amazon S3|Amazon SageMaker Ground Truth|Amazon Augmented AI (A2I)","Ground Truth uses active learning to automatically label high-confidence examples and only sends uncertain ones to human annotators.","A2I creates human review workflows that can be triggered when ML confidence scores fall below configurable thresholds.","Unlabeled images are stored in Amazon S3. Amazon SageMaker Ground Truth manages the labeling workflow using active learning — it trains an intermediate ML model that automatically labels high-confidence images and routes only uncertain examples to human annotators (from private teams, MTurk, or vendor workforces), reducing labeling costs by up to 70%. Amazon Augmented AI (A2I) adds a human review loop for the most ambiguous predictions, creating structured review workflows where human reviewers validate or correct ML-generated labels based on configurable confidence thresholds."
"MLS-C01","A data science team needs to discover hidden topic structures in a corpus of 2 million news articles. They want an unsupervised approach that identifies the main topics, assigns topic proportions to each document, and can process new documents at inference time to determine their topic composition.","Amazon SageMaker NTM (Neural Topic Model)|Amazon SageMaker LDA|Amazon Comprehend|Amazon SageMaker BlazingText|Amazon Kendra|Amazon SageMaker Seq2Seq|Amazon SageMaker Object2Vec","Amazon S3|Amazon SageMaker NTM (Neural Topic Model)|Amazon SageMaker Hosting","SageMaker offers two built-in topic modeling algorithms — NTM uses neural variational inference and typically produces more coherent topics than the classical approach.","NTM takes a bag-of-words representation as input and outputs a topic distribution vector for each document.","The news article corpus is stored in Amazon S3 as bag-of-words vectors (term-frequency or TF-IDF representations). Amazon SageMaker NTM (Neural Topic Model) uses a neural variational autoencoder to discover latent topic structures unsupervised — it learns topic-word distributions and assigns topic proportion vectors to each document, typically producing more coherent and interpretable topics than classical LDA. The trained model is deployed to Amazon SageMaker Hosting to process new articles at inference time, returning their topic composition vectors for downstream classification or recommendation."
"MLS-C01","A company needs to deploy 200 different ML models for 200 different customer tenants. Each model is small (under 500 MB) and receives low individual traffic, but the aggregate traffic across all tenants is significant. They need to minimize infrastructure costs while maintaining low latency.","Amazon SageMaker Multi-Model Endpoints|Amazon SageMaker Real-time Inference|Amazon SageMaker Serverless Inference|AWS Lambda|Amazon ECS|Amazon SageMaker Batch Transform|Amazon SageMaker Inference Pipelines","Amazon S3|Amazon SageMaker Multi-Model Endpoints","A specialized endpoint type can host hundreds of models behind a single endpoint, dynamically loading and unloading models based on traffic patterns.","Multi-Model Endpoints share the same compute infrastructure across all models, with an LRU cache that keeps frequently accessed models in memory.","All 200 tenant model artifacts are stored in Amazon S3. Amazon SageMaker Multi-Model Endpoints host all 200 models behind a single endpoint and shared compute fleet — models are dynamically loaded into memory on first request and cached using an LRU (Least Recently Used) strategy. This dramatically reduces costs compared to 200 individual endpoints, since the shared infrastructure handles the aggregate traffic while individual low-traffic models are loaded/unloaded as needed, maintaining low latency for active tenants."
"MLS-C01","A data science team needs to build an end-to-end ML pipeline that automatically retrains weekly, evaluates model quality against a threshold, and conditionally deploys only if the new model outperforms the current production model. The pipeline must be version-controlled and reproducible.","Amazon SageMaker Pipelines|AWS Step Functions|Amazon SageMaker Model Registry|Amazon EventBridge|AWS CodePipeline|Amazon SageMaker Experiments|AWS Lambda","Amazon EventBridge|Amazon SageMaker Pipelines|Amazon SageMaker Model Registry|Amazon SageMaker Hosting","SageMaker Pipelines is purpose-built for ML workflows with native steps for processing, training, evaluation, and conditional deployment.","The Model Registry stores model versions with approval status, enabling conditional promotion from 'PendingApproval' to 'Approved' based on evaluation metrics.","Amazon EventBridge triggers the weekly pipeline execution on a cron schedule. Amazon SageMaker Pipelines orchestrates the end-to-end ML workflow — processing, training, evaluation, and a ConditionStep that compares the new model's metrics against the production baseline threshold. If the new model outperforms, it's registered in Amazon SageMaker Model Registry with version metadata and approval status. Upon approval, the model is deployed to Amazon SageMaker Hosting, completing the automated CI/CD for ML with full lineage tracking and reproducibility."
"MLS-C01","A company needs to perform inference on 50 million records stored in S3 for a monthly batch scoring job. The job runs once per month, takes approximately 4 hours, and does not require real-time responses. They want to minimize costs and avoid maintaining always-on infrastructure.","Amazon SageMaker Batch Transform|Amazon SageMaker Real-time Inference|Amazon SageMaker Async Inference|Amazon SageMaker Processing|AWS Glue|Amazon EMR|AWS Lambda","Amazon S3|Amazon SageMaker Batch Transform|Amazon S3","Batch Transform provisions compute only for the duration of the job and automatically terminates instances when complete.","Batch Transform supports data parallelism across multiple instances and can split large input files for distributed processing.","The 50 million records reside in Amazon S3. Amazon SageMaker Batch Transform is the optimal choice for large-scale offline scoring — it provisions a fleet of instances, distributes the input data across them for parallel inference, and automatically terminates all instances when the job completes. This eliminates the cost of always-on real-time endpoints for a job that runs only once per month. Results are written back to Amazon S3, and Batch Transform supports configurable output formats including joining predictions with input data."
"MLS-C01","A computer vision team needs to train an object detection model to identify defects on a manufacturing assembly line. They have 10,000 labeled images with bounding box annotations. The model must detect multiple defect types simultaneously in each image and return bounding box coordinates with confidence scores.","Amazon SageMaker Object Detection|Amazon Rekognition Custom Labels|Amazon SageMaker Image Classification|Amazon Lookout for Vision|AWS Panorama|Amazon SageMaker Semantic Segmentation|Amazon SageMaker Hosting","Amazon S3|Amazon SageMaker Object Detection|Amazon SageMaker Hosting","SageMaker's built-in Object Detection algorithm supports both SSD and Faster R-CNN architectures with transfer learning from pre-trained models.","Object Detection returns bounding box coordinates (x, y, width, height), class labels, and confidence scores for every detected object in the image.","Labeled images with bounding box annotations are stored in Amazon S3 in RecordIO or JSON manifest format. Amazon SageMaker Object Detection trains a model using either SSD (Single Shot Detector) or Faster R-CNN architecture with transfer learning from pre-trained ImageNet models, learning to detect and localize multiple defect types simultaneously within each image. The trained model is deployed to Amazon SageMaker Hosting for real-time inference, returning bounding box coordinates, defect class labels, and confidence scores for each detected defect on the assembly line."
"MLS-C01","A data science team needs to reduce the dimensionality of a 10,000-feature genomics dataset to 50 principal components for visualization and downstream clustering. The dataset has 1 million samples and doesn't fit in memory on a single machine. They need a distributed approach.","Amazon SageMaker PCA|Amazon SageMaker Built-in Algorithms|Amazon EMR|scikit-learn|Amazon SageMaker Processing|Amazon SageMaker Random Cut Forest|Amazon SageMaker KNN","Amazon S3|Amazon SageMaker PCA|Amazon SageMaker KNN","SageMaker's built-in PCA algorithm supports distributed training across multiple instances for datasets that exceed single-machine memory.","After dimensionality reduction, the 50-component representations can be clustered using SageMaker's KNN algorithm in unsupervised mode.","The high-dimensional genomics dataset is stored in Amazon S3. Amazon SageMaker PCA performs distributed Principal Component Analysis across multiple instances, reducing the 10,000 features to 50 principal components — SageMaker's implementation uses an approximate algorithm that scales to datasets too large for single-machine memory. The reduced 50-dimensional representations are then fed to Amazon SageMaker KNN for clustering, grouping similar genomic profiles together in the lower-dimensional space for biological interpretation."
