"examCode","scenarioDescription","toolboxServices","correctPipelineOrder","hint","hint2","explanation"
"SAP-C02","A company needs to implement a zero-trust network architecture for their AWS workloads. Every request must be authenticated and authorized regardless of network location, lateral movement between services must be prevented, and all access decisions must be logged and continuously evaluated.","AWS Verified Access|AWS IAM Identity Center|Amazon VPC Lattice|AWS WAF|AWS PrivateLink|Amazon GuardDuty|AWS Network Firewall","AWS IAM Identity Center|AWS Verified Access|Amazon VPC Lattice|Amazon GuardDuty","Verified Access evaluates each request against identity and device trust policies before granting access — replacing traditional VPN-based network perimeter security.","VPC Lattice provides service-to-service authentication and authorization with IAM auth policies, preventing unauthorized lateral movement between microservices.","AWS IAM Identity Center provides the centralized identity foundation with MFA and device trust signals that feed into access decisions. AWS Verified Access evaluates every user request against identity-based and device-posture trust policies before granting access to applications — eliminating the need for VPNs and implementing per-request zero-trust verification. Amazon VPC Lattice enforces service-to-service zero-trust by requiring IAM authentication and authorization policies for every inter-service call, preventing lateral movement even within the same VPC. Amazon GuardDuty continuously monitors all network flows, API calls, and DNS queries to detect anomalous access patterns and potential compromises in real-time."
"SAP-C02","A company needs to implement a multi-account CI/CD pipeline where developers push code in workload accounts, but all builds, security scans, and deployments are orchestrated from a central tooling account. Artifacts must be encrypted with a customer-managed KMS key accessible across accounts, and deployments must use blue/green strategy with automatic rollback.","AWS CodePipeline|AWS CodeBuild|AWS CodeDeploy|AWS KMS|Amazon ECR|AWS CloudFormation|AWS CodeCommit","AWS CodeCommit|AWS CodePipeline|AWS CodeBuild|AWS KMS|AWS CodeDeploy","CodePipeline in the central tooling account uses cross-account IAM roles to access CodeCommit repositories in workload accounts.","KMS customer-managed keys with cross-account key policies encrypt all pipeline artifacts, ensuring workload accounts can decrypt during deployment.","AWS CodeCommit in workload accounts hosts the source code, triggering cross-account EventBridge events to the central tooling account. AWS CodePipeline in the tooling account orchestrates the entire workflow using cross-account IAM roles to access resources in workload accounts. AWS CodeBuild runs builds, unit tests, and security scans (SAST/DAST/container scanning) in the tooling account's isolated build environment. AWS KMS customer-managed keys encrypt all pipeline artifacts (build outputs, container images) with cross-account key policies granting decrypt permissions to workload account deployment roles. AWS CodeDeploy executes blue/green deployments in workload accounts with automatic rollback triggered by CloudWatch alarm thresholds on error rates and latency."
"SAP-C02","A company runs SAP HANA on-premises and needs to migrate to AWS. The database requires 6 TB of memory, consistent sub-millisecond storage latency, and high availability with automatic failover. The migration must be certified by SAP and minimize downtime to under 4 hours.","Amazon EC2 High Memory Instances|Amazon EBS io2 Block Express|AWS Launch Wizard for SAP|Amazon FSx for NetApp ONTAP|AWS Backint Agent|Amazon EFS|AWS Application Migration Service","AWS Launch Wizard for SAP|Amazon EC2 High Memory Instances|Amazon EBS io2 Block Express|AWS Backint Agent","Launch Wizard for SAP automates the deployment of SAP-certified infrastructure following AWS and SAP best practices with built-in HA configuration.","EC2 High Memory instances (u-6tb1.metal) provide the 6 TB of memory required for SAP HANA in a single instance with bare metal performance.","AWS Launch Wizard for SAP automates the deployment of SAP-certified infrastructure — configuring VPCs, subnets, security groups, and SAP HANA cluster settings following AWS and SAP best practices with built-in high availability using SUSE/RHEL clustering and Pacemaker. Amazon EC2 High Memory Instances (u-6tb1.metal) provide 6 TB of dedicated memory on bare metal for SAP HANA certification requirements. Amazon EBS io2 Block Express delivers consistent sub-millisecond latency with up to 256,000 IOPS and 4,000 MB/s throughput for the HANA data and log volumes. AWS Backint Agent for SAP HANA provides SAP-certified backup directly to S3, enabling HANA system replication-based migration with under 4 hours of downtime during final cutover."
"SAP-C02","A company needs to implement a data mesh architecture where each business domain (sales, marketing, logistics) owns and publishes their data as products. Consumers must discover available data products, request access through a self-service portal, and query data across domains without copying it — all with centralized governance and decentralized ownership.","AWS Lake Formation|AWS Glue Data Catalog|Amazon Athena|Amazon DataZone|Amazon Redshift|AWS RAM|Amazon S3","Amazon S3|AWS Glue Data Catalog|Amazon DataZone|AWS Lake Formation|Amazon Athena","DataZone provides the business data catalog and self-service portal where domain teams publish data products and consumers discover and request access.","Lake Formation enforces fine-grained access controls (column/row/cell level) that DataZone access grants translate into, maintaining centralized governance.","Amazon S3 stores each domain's data in their respective AWS accounts, maintaining decentralized data ownership. AWS Glue Data Catalog maintains the technical metadata (schemas, partitions, statistics) for each domain's datasets. Amazon DataZone provides the business data catalog where domain teams publish data products with business metadata, and consumers discover, request, and receive access through a self-service portal with approval workflows. AWS Lake Formation enforces the fine-grained access controls (column-level, row-level, cell-level security) that DataZone access grants translate into, maintaining centralized governance across the mesh. Amazon Athena enables consumers to query data products across domains using federated queries without copying data between accounts."
"SAP-C02","A company needs to implement a multi-region disaster recovery solution for their entire AWS environment spanning 50 accounts. The solution must continuously replicate EC2 instances, automate recovery orchestration with defined boot order and dependencies, validate recovery regularly, and achieve an RTO of 15 minutes.","AWS Elastic Disaster Recovery (DRS)|AWS CloudFormation StackSets|Amazon Route 53|AWS Step Functions|AWS Backup|Amazon EventBridge|AWS Resilience Hub","AWS Resilience Hub|AWS Elastic Disaster Recovery (DRS)|AWS Step Functions|Amazon Route 53","Resilience Hub first assesses your application's resiliency posture, defines RTO/RPO targets, and identifies gaps before implementing DR.","Elastic Disaster Recovery continuously replicates EC2 instances to the DR region with sub-second RPO using block-level replication.","AWS Resilience Hub assesses the resiliency posture of all applications across 50 accounts, defines RTO/RPO targets, identifies single points of failure, and generates recovery recommendations — establishing the DR baseline. AWS Elastic Disaster Recovery (DRS) continuously replicates EC2 instances from the primary region to the DR region using lightweight agents for block-level replication with sub-second RPO and automated instance right-sizing. AWS Step Functions orchestrates the recovery workflow with defined boot order and inter-service dependencies — launching databases before application servers, configuring load balancers, and validating health checks in sequence. Amazon Route 53 failover routing with health checks automatically redirects traffic to the DR region once Step Functions confirms all services are healthy, achieving the 15-minute RTO."
"SAP-C02","A company needs to implement a secure, scalable API platform that serves 10,000 third-party developers. APIs must support usage plans with rate limiting per developer tier, API key management, request/response transformation, caching for read-heavy endpoints, and monetization through a developer portal with self-service subscription.","Amazon API Gateway|Amazon CloudFront|Amazon Cognito|AWS WAF|Amazon DynamoDB|AWS Lambda|Amazon API Gateway Developer Portal","Amazon CloudFront|AWS WAF|Amazon API Gateway|AWS Lambda|Amazon DynamoDB","CloudFront in front of API Gateway provides edge caching for read-heavy endpoints and DDoS protection at the network edge.","API Gateway usage plans with API keys enforce per-developer-tier rate limiting (throttling) and quota management for monetization.","Amazon CloudFront provides edge caching for read-heavy API endpoints, reducing origin load and latency for 10,000 developers globally, while also providing DDoS protection. AWS WAF attached to CloudFront filters malicious requests (SQL injection, XSS, bot traffic) before they reach the API. Amazon API Gateway manages the API lifecycle with usage plans defining rate limits and quotas per developer tier, API key management, request/response transformations, and the developer portal for self-service subscription and documentation. AWS Lambda executes the API business logic as serverless functions. Amazon DynamoDB stores API metadata, developer profiles, and usage tracking data with single-digit millisecond performance."
"SAP-C02","A company needs to implement a centralized network inspection architecture that inspects all traffic between VPCs (east-west), all internet-bound traffic (north-south), and all traffic to/from on-premises — using a combination of AWS-native and third-party firewall appliances in an inspection VPC.","AWS Transit Gateway|AWS Network Firewall|Gateway Load Balancer|Amazon VPC|AWS Firewall Manager|NAT Gateway|AWS Direct Connect","AWS Transit Gateway|Gateway Load Balancer|AWS Network Firewall|AWS Firewall Manager","Transit Gateway route tables with blackhole routes and appliance mode force all inter-VPC traffic through the centralized inspection VPC.","Gateway Load Balancer distributes traffic across a fleet of third-party firewall appliances while preserving the original source/destination IPs.","AWS Transit Gateway centralizes routing with separate route tables for spoke VPCs, inspection VPC, and on-premises (Direct Connect) — appliance mode ensures symmetric routing through the inspection VPC for all east-west, north-south, and hybrid traffic flows. Gateway Load Balancer distributes inspection traffic across a horizontally-scaled fleet of third-party firewall appliances (Palo Alto, Fortinet, Check Point) while transparently preserving original source and destination IP addresses using GENEVE encapsulation. AWS Network Firewall provides the AWS-native stateful inspection layer for domain filtering, IPS/IDS, and protocol-level rules. AWS Firewall Manager centrally deploys and manages both Network Firewall policies and Gateway Load Balancer configurations across all accounts in the organization."
"SAP-C02","A company needs to implement a real-time event-driven architecture that processes 1 million events per second from IoT devices. Events must be filtered, enriched with device metadata, routed to different consumers based on event type, and stored in a time-series database for operational dashboards — all with exactly-once semantics.","Amazon Kinesis Data Streams|Amazon EventBridge|AWS Lambda|Amazon Timestream|Amazon MSK (Managed Streaming for Apache Kafka)|Amazon DynamoDB|Amazon IoT Core","Amazon IoT Core|Amazon Kinesis Data Streams|AWS Lambda|Amazon Timestream","IoT Core's rules engine can filter and route messages at ingestion, but for 1M events/second, a dedicated streaming service provides the throughput.","Kinesis Data Streams with enhanced fan-out provides dedicated 2 MB/s per consumer per shard, supporting multiple independent consumers without contention.","Amazon IoT Core ingests MQTT/HTTP messages from IoT devices with built-in device authentication, message broker, and basic rules engine filtering. Amazon Kinesis Data Streams receives the high-throughput event stream (1M events/second across hundreds of shards) with enhanced fan-out providing dedicated throughput per consumer for parallel processing. AWS Lambda consumers enrich events with device metadata from DynamoDB, apply business logic transformations, and route events to different downstream services based on event type — with Kinesis exactly-once processing via checkpointing. Amazon Timestream stores the time-series event data with built-in time-based data lifecycle management and provides fast queries for operational dashboards."
"SAP-C02","A company needs to implement a cross-account, cross-region backup strategy for their critical workloads. Backups must be encrypted with customer-managed keys, retained according to regulatory schedules (daily for 30 days, monthly for 1 year, yearly for 7 years), tested automatically for recoverability, and protected from accidental or malicious deletion — including by compromised administrator accounts.","AWS Backup|AWS Backup Vault Lock|AWS Organizations|AWS KMS|Amazon EventBridge|AWS Lambda|Amazon S3 Object Lock","AWS Backup|AWS KMS|AWS Backup Vault Lock|Amazon EventBridge|AWS Lambda","AWS Backup with organization-wide backup policies automates backup scheduling and retention across all accounts from a central management account.","Backup Vault Lock in compliance mode creates a WORM (Write Once Read Many) vault that prevents anyone — including root — from deleting backups before retention expires.","AWS Backup creates organization-wide backup policies that automatically protect critical workloads across all accounts and regions with lifecycle rules matching regulatory retention schedules (daily/30d, monthly/1y, yearly/7y), copying backups cross-region and cross-account to an isolated vault account. AWS KMS customer-managed keys encrypt all backups with key policies restricting decrypt permissions to authorized recovery roles only. AWS Backup Vault Lock in compliance mode creates immutable WORM vaults that prevent backup deletion by anyone — including root and compromised administrators — until the retention period expires. Amazon EventBridge triggers AWS Lambda functions that automatically perform restore testing on a scheduled basis, validating backup recoverability and reporting results to the operations team."
"SAP-C02","A company needs to implement a cost-optimized architecture for a batch processing workload that runs nightly for 4-6 hours, processing 500 TB of data. The workload is fault-tolerant, can checkpoint progress, and must complete within an 8-hour window. Compute costs must be minimized while guaranteeing the completion SLA.","Amazon EC2 Spot Instances|Amazon EC2 On-Demand Instances|AWS Batch|Amazon S3|Amazon EBS|EC2 Spot Fleet|AWS Step Functions","Amazon S3|AWS Batch|EC2 Spot Fleet|AWS Step Functions","AWS Batch manages job queues with mixed Spot and On-Demand compute environments, automatically retrying interrupted Spot jobs.","Spot Fleet with capacity-optimized allocation strategy selects instance pools with the lowest interruption probability, maximizing job completion rates.","Amazon S3 stores the 500 TB input dataset and receives processed output, providing durable storage decoupled from compute. AWS Batch manages the job scheduling with a primary Spot compute environment (80% of capacity for cost savings up to 90%) and a fallback On-Demand compute environment that activates if Spot capacity is insufficient to meet the 8-hour SLA. EC2 Spot Fleet uses capacity-optimized allocation strategy across multiple instance types and AZs to minimize interruption probability, with AWS Batch automatically retrying interrupted jobs from their last checkpoint. AWS Step Functions orchestrates the overall nightly workflow — triggering the Batch jobs, monitoring completion, handling failures, and sending completion notifications."
