"examCode","scenarioDescription","toolboxServices","correctPipelineOrder","hint","hint2","explanation"
"CLF-C02","A retail company wants to analyze 5 years of historical sales data to identify trends, seasonal patterns, and generate executive dashboards. The data is currently in CSV files totaling 10 TB and they need to run complex analytical queries across the entire dataset.","Amazon Redshift|Amazon RDS|Amazon DynamoDB|Amazon Athena|Amazon S3|Amazon QuickSight|AWS Glue","Amazon S3|AWS Glue|Amazon Redshift|Amazon QuickSight","The raw CSV files need to be stored in a scalable, cost-effective data lake before any processing begins.","An ETL service transforms and loads the raw data into a data warehouse optimized for analytical queries.","The 10 TB of CSV files are stored in Amazon S3 as the data lake foundation. AWS Glue performs ETL (extract, transform, load) to clean, transform, and catalog the data before loading it into the warehouse. Amazon Redshift is the purpose-built data warehouse designed for complex analytical queries across petabytes of structured data. Amazon QuickSight creates the interactive executive dashboards and visualizations from the Redshift query results."
"CLF-C02","A development team needs to deploy a web application quickly without managing servers, load balancers, or scaling configurations. They just want to upload their code and have AWS handle all the infrastructure provisioning, capacity management, and health monitoring automatically.","AWS Elastic Beanstalk|Amazon EC2|Amazon ECS|AWS Lambda|AWS CloudFormation|Amazon Lightsail|AWS App Runner","AWS Elastic Beanstalk","This service is a PaaS (Platform as a Service) that automatically provisions EC2 instances, load balancers, and auto-scaling behind the scenes.","Developers upload their application code, and this service handles all infrastructure decisions automatically.","AWS Elastic Beanstalk is the correct answer because it is a fully managed PaaS that automatically handles infrastructure provisioning, load balancing, auto-scaling, and health monitoring — developers simply upload their code. Unlike EC2 (which requires manual server management) or Lambda (which is for event-driven functions, not traditional web apps), Elastic Beanstalk provides the easiest path to deploy a full web application while still allowing infrastructure customization if needed later."
"CLF-C02","A company needs to securely store database passwords, API keys, and third-party service credentials used by their applications. The credentials must be automatically rotated on a schedule, encrypted at rest, and accessible only to authorized applications through fine-grained IAM policies.","AWS Secrets Manager|AWS Systems Manager Parameter Store|AWS KMS|AWS IAM|Amazon S3|AWS Certificate Manager|AWS CloudHSM","AWS Secrets Manager|AWS KMS","AWS offers a dedicated service for managing secrets like database credentials with built-in automatic rotation.","The secrets are encrypted at rest using a key management service that controls the encryption keys.","AWS Secrets Manager is purpose-built for storing, managing, and automatically rotating secrets like database passwords, API keys, and credentials with fine-grained IAM access control. AWS KMS (Key Management Service) provides the encryption keys that Secrets Manager uses to encrypt the secrets at rest, ensuring they are protected with AWS-managed or customer-managed encryption keys. Parameter Store is a lighter alternative but lacks native automatic rotation capabilities for database credentials."
"CLF-C02","A company wants to run Docker containers in production without managing the underlying EC2 instances, operating systems, or cluster infrastructure. They want to define their containers and let AWS handle all server provisioning, patching, and scaling of the compute layer.","AWS Fargate|Amazon ECS|Amazon EKS|Amazon EC2|AWS Lambda|Amazon ECR|AWS App Runner","Amazon ECR|Amazon ECS|AWS Fargate","Container images must first be stored in a registry before they can be deployed.","A serverless compute engine for containers eliminates the need to manage EC2 instances underneath your container orchestrator.","Amazon ECR (Elastic Container Registry) stores the Docker container images securely. Amazon ECS (Elastic Container Service) provides the container orchestration layer that defines tasks, services, and how containers should run. AWS Fargate is the serverless compute engine that runs the ECS containers without requiring you to provision, manage, or patch any EC2 instances — AWS handles all the underlying infrastructure automatically."
"CLF-C02","A company wants to track all API calls made across their AWS account for security auditing and compliance. They need to know who made each API call, when it was made, from which IP address, and what resources were affected. The logs must be stored immutably for 1 year.","AWS CloudTrail|Amazon CloudWatch|AWS Config|VPC Flow Logs|Amazon S3|AWS GuardDuty|AWS Audit Manager","AWS CloudTrail|Amazon S3","One service records every API call made in your AWS account as an event log — think of it as the security camera for your AWS account.","The audit logs need to be stored in durable, immutable storage for the 1-year retention requirement.","AWS CloudTrail records every API call made in the AWS account, capturing who made the call, when, from which IP address, and what resources were affected — it is the definitive audit trail for AWS activity. The CloudTrail logs are delivered to Amazon S3 for durable, long-term storage with S3 Object Lock enabling immutable retention for the 1-year compliance requirement. CloudWatch monitors metrics and alarms but does not record API call details, and VPC Flow Logs capture network traffic, not API calls."
"CLF-C02","A company wants to define their entire AWS infrastructure — VPCs, EC2 instances, RDS databases, and IAM roles — as code in template files. They need to deploy identical environments for development, staging, and production with a single command and roll back changes if deployments fail.","AWS CloudFormation|AWS CDK|Terraform|AWS Elastic Beanstalk|AWS OpsWorks|AWS Systems Manager|AWS CodeDeploy","AWS CloudFormation","This AWS-native service uses JSON or YAML template files to define and provision infrastructure as code.","It creates 'stacks' of resources that can be replicated across environments and automatically rolled back on failure.","AWS CloudFormation is the correct answer because it is the AWS-native Infrastructure as Code (IaC) service that uses JSON or YAML templates to define all AWS resources declaratively. It creates stacks that can be deployed identically across dev, staging, and production environments with a single command, and it automatically rolls back all changes if any resource in the stack fails to create. Elastic Beanstalk deploys applications (not arbitrary infrastructure), and CodeDeploy handles application deployments to existing servers, not infrastructure provisioning."
"CLF-C02","A news website experiences a massive traffic spike whenever breaking news occurs. Their database becomes the bottleneck because the same popular articles are read millions of times. They need to reduce database load by caching frequently accessed data in memory with microsecond response times.","Amazon ElastiCache|Amazon DynamoDB|Amazon RDS|Amazon CloudFront|Amazon DynamoDB Accelerator (DAX)|Amazon MemoryDB|Amazon S3","Amazon ElastiCache|Amazon RDS","An in-memory caching layer sits in front of the database to serve repeated reads without hitting the database.","This managed service supports Redis and Memcached engines for microsecond-latency data retrieval.","Amazon ElastiCache is placed in front of the database as an in-memory caching layer that stores frequently accessed article data, serving millions of repeated reads with microsecond latency without touching the database. Amazon RDS remains the primary database storing the authoritative article data, but now only handles cache misses instead of every single read request. CloudFront caches static content at edge locations but cannot cache dynamic database query results like ElastiCache can."
"CLF-C02","A company is evaluating the total cost of running their workloads on AWS before migrating. They need to estimate monthly costs for specific EC2 instance types, S3 storage, and RDS databases, and then set up billing alerts to avoid unexpected charges after deployment.","AWS Pricing Calculator|AWS Cost Explorer|AWS Budgets|AWS Trusted Advisor|AWS Cost and Usage Report|Amazon CloudWatch|AWS Billing Dashboard","AWS Pricing Calculator|AWS Budgets|AWS Cost Explorer","Before deploying anything, use a free tool to estimate monthly costs based on the specific services and configurations you plan to use.","After deployment, set spending thresholds that trigger email alerts when your actual costs approach your budget.","AWS Pricing Calculator is used before migration to estimate monthly costs by configuring specific EC2 instance types, S3 storage volumes, and RDS configurations to get a projected bill. AWS Budgets sets custom spending thresholds and sends email/SNS alerts when actual or forecasted costs exceed the defined budget, preventing surprise charges. AWS Cost Explorer provides detailed cost analysis after deployment, showing spending trends, breakdowns by service, and optimization recommendations over time."
"CLF-C02","A company needs to build a loosely coupled microservices architecture where services communicate asynchronously. When the order service creates a new order, the inventory service, shipping service, and notification service all need to receive and process that event independently.","Amazon SNS|Amazon SQS|Amazon EventBridge|AWS Lambda|Amazon MQ|Amazon Kinesis|AWS Step Functions","Amazon SNS|Amazon SQS","A pub/sub messaging service can broadcast a single message to multiple subscribers simultaneously.","Each subscribing microservice needs its own message queue to process events at its own pace without losing messages.","Amazon SNS (Simple Notification Service) acts as the pub/sub topic where the order service publishes new order events — it fans out each message to all subscribers simultaneously. Amazon SQS (Simple Queue Service) queues are subscribed to the SNS topic, giving each microservice (inventory, shipping, notification) its own independent queue to process messages at its own pace. This SNS-to-SQS fanout pattern is the standard AWS approach for loosely coupled, asynchronous microservice communication."
"CLF-C02","A company wants to protect their web application from common attacks like SQL injection, cross-site scripting (XSS), and DDoS attacks. They also need to block requests from specific countries and rate-limit API calls from individual IP addresses that exceed 1000 requests per minute.","AWS WAF|AWS Shield|Amazon GuardDuty|AWS Firewall Manager|Security Groups|Network ACLs|Amazon CloudFront","Amazon CloudFront|AWS WAF|AWS Shield","A CDN edge layer is the first line of defense, absorbing traffic before it reaches your origin servers.","A web application firewall inspects HTTP requests and blocks those matching SQL injection and XSS patterns.","Amazon CloudFront serves as the first layer of defense at the edge, absorbing and distributing traffic globally before it reaches origin servers. AWS WAF (Web Application Firewall) is attached to CloudFront and inspects every HTTP request, blocking SQL injection, XSS attacks, requests from restricted countries using geo-match rules, and rate-limiting IPs exceeding 1000 requests per minute. AWS Shield provides DDoS protection — the Standard tier is automatic and free with CloudFront, while the Advanced tier adds enhanced detection and 24/7 DDoS response team support."
