"examCode","scenarioDescription","toolboxServices","correctPipelineOrder","hint","hint2","explanation"
"AIP-C01","A pharmaceutical company needs to extract drug names, dosages, medical conditions, and adverse reactions from 100,000 clinical trial reports. The extracted medical entities must be stored in a graph database so researchers can discover relationships between drugs and side effects.","Amazon Comprehend Medical|Amazon Comprehend|Amazon Neptune|Amazon Textract|Amazon S3|Amazon Bedrock|Amazon Kendra","Amazon S3|Amazon Comprehend Medical|Amazon Neptune","These are text-based clinical reports, not scanned images — start with storage, not OCR.","Medical entity extraction requires the healthcare-specialized NLP service, not the general-purpose one.","Clinical trial reports are stored in Amazon S3. Amazon Comprehend Medical (not standard Comprehend) is purpose-built to extract medical entities like drug names (RxNorm), conditions (ICD-10), dosages, and adverse reactions from medical text. Amazon Neptune stores the entities and relationships as a knowledge graph, enabling researchers to traverse connections between drugs and side effects."
"AIP-C01","An insurance company wants to detect fraudulent claims by combining structured claims data with unstructured adjuster notes. They need to convert the notes into structured features and then use a managed fraud detection service that automatically trains models — no custom ML code required.","Amazon Fraud Detector|Amazon SageMaker|Amazon Comprehend|Amazon S3|AWS Lambda|Amazon Macie|Amazon Lookout for Metrics","Amazon S3|Amazon Comprehend|Amazon Fraud Detector","Unstructured adjuster notes must be processed by an NLP service before they can be used as structured input features.","AWS provides a purpose-built managed service specifically designed for fraud detection that requires no custom ML code.","Claims data and adjuster notes are stored in Amazon S3. Amazon Comprehend extracts sentiment, key phrases, and entities from the unstructured notes, converting them into structured features. Amazon Fraud Detector is a fully managed service that automatically trains fraud detection models on the combined structured features and returns risk scores — no custom ML expertise required."
"AIP-C01","A delivery company streams GPS telemetry from 15,000 trucks in real-time. They need to ingest this high-volume data, enrich each record with current weather conditions, and send the enriched data to a deployed ML model that predicts estimated delivery times.","Amazon Kinesis Data Streams|Amazon Kinesis Data Firehose|AWS Lambda|Amazon SageMaker|Amazon S3|Amazon Location Service|Amazon Managed Streaming for Apache Kafka","Amazon Kinesis Data Streams|AWS Lambda|Amazon SageMaker","High-volume, real-time telemetry from thousands of sources requires a managed streaming ingestion service.","Between ingestion and ML inference, a serverless compute layer enriches each record with external weather data.","Amazon Kinesis Data Streams ingests the high-throughput GPS telemetry from 15,000 trucks with low latency. AWS Lambda consumes stream records and enriches each one with weather data from an external API, building the complete feature vector. The enriched data is sent to an Amazon SageMaker real-time endpoint that returns predicted delivery times."
"AIP-C01","A bank wants to automate mortgage applications. Customers upload scanned pay stubs, tax returns, and government IDs. The system must extract text from scans, compare the ID photo against a live selfie for identity verification, and store all verified data for the underwriting team.","Amazon Textract|Amazon Rekognition|Amazon S3|Amazon DynamoDB|Amazon Comprehend|Amazon Lex|AWS Lambda","Amazon S3|Amazon Textract|Amazon Rekognition|Amazon DynamoDB","Scanned financial documents require OCR to extract structured text like names, amounts, and dates.","Matching an ID card photo to a selfie requires a computer vision service with face comparison capabilities.","Uploaded documents and selfies are stored in Amazon S3. Amazon Textract performs OCR to extract structured text, tables, and form data from pay stubs, tax returns, and IDs. Amazon Rekognition CompareFaces verifies the applicant's identity by matching the ID photo against the live selfie. Verified data is stored in Amazon DynamoDB for the underwriting team."
"AIP-C01","A video streaming platform wants to generate personalized movie recommendations for 50 million users based on their viewing history. They need a fully managed recommendation service that automatically selects the best algorithm and requires no ML infrastructure management.","Amazon Personalize|Amazon SageMaker|Amazon S3|Amazon Bedrock|Amazon Kinesis Data Firehose|Amazon DynamoDB|Amazon EMR","Amazon S3|Amazon Personalize|Amazon DynamoDB","User-item interaction data (viewing history) must be stored before the recommendation service can train.","AWS offers a fully managed recommendation engine that auto-selects the best algorithm — no ML expertise needed.","Viewing history is formatted as user-item interactions and stored in Amazon S3. Amazon Personalize automatically selects the optimal recommendation algorithm, trains the model, and creates a real-time campaign — all without ML expertise. Recommendations are cached in Amazon DynamoDB for sub-millisecond retrieval when users open the app."
"AIP-C01","A hospital system wants to predict which patients are at high risk of 30-day readmission using structured electronic health records. The data science team has no ML experience and needs an automated solution that builds, trains, compares, and deploys the best model without writing any code.","Amazon SageMaker Autopilot|Amazon SageMaker|Amazon HealthLake|Amazon S3|Amazon Bedrock|Amazon Comprehend Medical|AWS Glue","Amazon S3|AWS Glue|Amazon SageMaker Autopilot","Raw EHR data typically requires cleaning and transformation before it is suitable for ML training.","A specific SageMaker capability automatically trains multiple models and selects the best one — zero coding required.","Structured EHR data is stored in Amazon S3. AWS Glue performs ETL to clean, normalize, and transform the data into ML-ready format. Amazon SageMaker Autopilot automatically explores the data, engineers features, trains multiple candidate models, ranks them by performance, and deploys the winner — all without writing a single line of ML code."
"AIP-C01","An autonomous vehicle company must train a deep learning model on petabytes of driving video. Training requires distributed GPU computing with high-throughput data access, and costs must be minimized using interruptible compute with automatic recovery.","Amazon SageMaker|Amazon EC2 P4d Instances|Amazon S3|Amazon FSx for Lustre|AWS Batch|Amazon Bedrock|Amazon ECS","Amazon S3|Amazon FSx for Lustre|Amazon SageMaker","Petabytes of video need durable storage, but GPU training jobs require a faster file system layer on top.","A high-performance parallel file system can lazily load data from S3 to provide the throughput GPUs demand.","Petabytes of video are stored durably in Amazon S3. Amazon FSx for Lustre provides a high-performance parallel file system that lazily loads data from S3, delivering hundreds of GB/s throughput for distributed GPU training. Amazon SageMaker orchestrates multi-GPU distributed training with managed spot instances and automatic checkpointing, reducing costs by up to 90%."
"AIP-C01","A contact center wants to analyze 2 million recorded customer calls to identify trending complaints, measure per-agent sentiment scores, and detect calls where customers became frustrated. They need a single service that handles transcription, sentiment, and issue detection together.","Amazon Transcribe Call Analytics|Amazon Connect|Amazon Comprehend|Amazon QuickSight|Amazon S3|Amazon Lex|Amazon Polly","Amazon S3|Amazon Transcribe Call Analytics|Amazon QuickSight","Call recordings must be stored before any speech analytics processing can begin.","AWS offers a specialized transcription service built specifically for call center audio with built-in sentiment and issue detection.","Call recordings are stored in Amazon S3. Amazon Transcribe Call Analytics is purpose-built for contact centers — it performs transcription, speaker diarization, per-turn sentiment analysis, issue detection, and call summarization in a single API. Amazon QuickSight visualizes the aggregated results so managers can track complaint trends and agent performance."
"AIP-C01","A security operations center needs to continuously monitor AWS account activity for anomalous behavior indicating potential breaches. When a high-severity threat is detected, the system must automatically isolate the compromised resource and notify the security team through a multi-step workflow.","Amazon GuardDuty|Amazon SageMaker|Amazon S3|AWS Lambda|AWS Step Functions|Amazon Macie|Amazon Detective","Amazon GuardDuty|AWS Lambda|AWS Step Functions","AWS provides a managed threat detection service that uses ML to continuously analyze CloudTrail, VPC Flow Logs, and DNS logs.","After threat detection, a serverless function evaluates severity before triggering a multi-step automated remediation workflow.","Amazon GuardDuty continuously monitors account activity using ML-based anomaly detection across CloudTrail, VPC Flow Logs, and DNS logs. When a finding is generated, AWS Lambda evaluates the severity and enriches the alert with context. AWS Step Functions orchestrates the automated remediation — isolating compromised instances, revoking credentials, and notifying the security team in a consistent, auditable workflow."
"AIP-C01","A multinational corporation wants to build a generative AI coding assistant that helps developers write, debug, and optimize code directly within their IDE. The assistant must understand the company's internal codebase, private APIs, and coding standards stored in their repositories.","Amazon Q Developer|Amazon CodeWhisperer|Amazon Bedrock|Amazon CodeGuru|AWS Lambda|Amazon Kendra|Amazon SageMaker","Amazon Q Developer","AWS offers a purpose-built AI coding assistant that can be customized with your organization's private codebase.","This service integrates directly into popular IDEs and can be trained on internal repositories and coding standards.","Amazon Q Developer is the correct single-service answer because it is a purpose-built generative AI coding assistant that integrates directly into IDEs, understands natural language instructions, and can be customized with the company's internal codebase, private APIs, and coding standards. It handles code generation, debugging, optimization, and explanation as a fully managed service — no custom pipeline assembly required."
